,date,mean temperature (degC)
182,1975-08-30,14.8
183,1975-08-31,10.1
184,1975-09-01,11.4
185,1975-09-02,12.8
186,1975-09-03,16.0
187,1975-09-04,13.3
188,1975-09-05,11.9
189,1975-09-06,10.4
190,1975-09-07,10.6
191,1975-09-08,12.1
192,1975-09-09,13.5
193,1975-09-10,15.4
194,1975-09-11,14.6
195,1975-09-12,16.4
196,1975-09-13,17.3
197,1975-09-14,18.0
198,1975-09-15,16.0
199,1975-09-16,17.8
200,1975-09-17,22.3
201,1975-09-18,19.5
202,1975-09-19,16.5
203,1975-09-20,17.5
204,1975-09-21,14.7
205,1975-09-22,19.1
206,1975-09-23,16.4
207,1975-09-24,14.3
208,1975-09-25,13.6
209,1975-09-26,12.6
210,1975-09-27,15.9
211,1975-09-28,17.3
212,1975-09-29,17.0
213,1975-09-30,19.3
214,1975-10-01,19.4
215,1975-10-02,14.9
216,1975-10-03,13.2
217,1975-10-04,14.2
218,1975-10-05,13.6
219,1975-10-06,15.2
220,1975-10-07,16.5
221,1975-10-08,21.0
222,1975-10-09,18.5
223,1975-10-10,19.3
224,1975-10-11,19.4
225,1975-10-12,16.3
226,1975-10-13,16.4
227,1975-10-14,16.5
228,1975-10-15,16.3
229,1975-10-16,17.9
230,1975-10-17,15.8
231,1975-10-18,15.0
232,1975-10-19,15.0
233,1975-10-20,18.3
234,1975-10-21,21.3
235,1975-10-22,15.9
236,1975-10-23,17.5
237,1975-10-24,20.5
238,1975-10-25,18.5
239,1975-10-26,18.9
240,1975-10-27,17.1
241,1975-10-28,17.0
242,1975-10-29,20.1
243,1975-10-30,22.4
244,1975-10-31,23.6
245,1975-11-01,19.5
246,1975-11-02,16.7
247,1975-11-03,18.5
248,1975-11-04,20.5
249,1975-11-05,19.5
250,1975-11-06,18.9
251,1975-11-07,16.3
252,1975-11-08,16.1
253,1975-11-09,18.3
254,1975-11-10,19.0
255,1975-11-11,20.3
256,1975-11-12,20.3
257,1975-11-13,19.5
258,1975-11-14,19.1
259,1975-11-15,22.3
260,1975-11-16,22.1
261,1975-11-17,19.6
262,1975-11-18,21.7
263,1975-11-19,24.4
264,1975-11-20,26.7
265,1975-11-21,27.0
266,1975-11-22,23.5
267,1975-11-23,24.8
268,1975-11-24,22.6
269,1975-11-25,24.1
270,1975-11-26,21.8
271,1975-11-27,20.7
272,1975-11-28,22.4
273,1975-11-29,24.8
274,1975-11-30,24.2
275,1975-12-01,25.6
276,1975-12-02,25.9
277,1975-12-03,27.4
278,1975-12-04,23.0
279,1975-12-05,19.0
280,1975-12-06,20.3
281,1975-12-07,24.4
282,1975-12-08,26.6
283,1975-12-09,27.3
284,1975-12-10,25.4
285,1975-12-11,29.0
286,1975-12-12,29.1
287,1975-12-13,24.7
288,1975-12-14,26.8
289,1975-12-15,30.0
290,1975-12-16,24.5
291,1975-12-17,28.4
292,1975-12-18,23.3
293,1975-12-19,17.8
294,1975-12-20,19.3
295,1975-12-21,19.6
296,1975-12-22,20.0
297,1975-12-23,21.2
298,1975-12-24,19.9
299,1975-12-25,18.8
300,1975-12-26,18.6
301,1975-12-27,20.2
302,1975-12-28,20.9
303,1975-12-29,25.9
304,1975-12-30,25.1
305,1975-12-31,22.3
306,1976-01-01,24.1
307,1976-01-02,24.5
308,1976-01-03,26.4
309,1976-01-04,26.9
310,1976-01-05,24.4
311,1976-01-06,23.0
312,1976-01-07,23.6
313,1976-01-08,24.2
314,1976-01-09,23.3
315,1976-01-10,17.7
316,1976-01-11,19.3
317,1976-01-12,20.5
318,1976-01-13,20.6
319,1976-01-14,21.2
320,1976-01-15,24.3
321,1976-01-16,21.9
322,1976-01-17,21.3
323,1976-01-18,21.0
324,1976-01-19,22.2
325,1976-01-20,21.3
326,1976-01-21,21.3
327,1976-01-22,20.3
328,1976-01-23,17.9
329,1976-01-24,18.1
330,1976-01-25,20.9
331,1976-01-26,18.3
332,1976-01-27,23.8
333,1976-01-28,22.7
334,1976-01-29,26.2
335,1976-01-30,27.2
336,1976-01-31,25.1
337,1976-02-01,24.6
338,1976-02-02,20.4
339,1976-02-03,20.4
340,1976-02-04,23.3
341,1976-02-05,23.7
342,1976-02-06,23.3
343,1976-02-07,21.0
344,1976-02-08,22.3
345,1976-02-09,21.3
346,1976-02-10,18.7
347,1976-02-11,19.0
348,1976-02-12,20.7
349,1976-02-13,23.0
350,1976-02-14,24.3
351,1976-02-15,23.8
352,1976-02-16,23.9
353,1976-02-17,24.8
354,1976-02-18,25.7
355,1976-02-19,26.3
356,1976-02-20,22.1
357,1976-02-21,22.2
358,1976-02-22,22.2
359,1976-02-23,23.5
360,1976-02-24,23.3
361,1976-02-25,24.5
362,1976-02-26,25.7
363,1976-02-27,26.0
364,1976-02-28,25.5
365,1976-02-29,24.8
366,1976-03-01,23.0
367,1976-03-02,19.2
368,1976-03-03,19.3
369,1976-03-04,19.5
370,1976-03-05,21.3
371,1976-03-06,19.4
372,1976-03-07,23.4
373,1976-03-08,21.9
374,1976-03-09,22.5
375,1976-03-10,22.4
376,1976-03-11,22.8
377,1976-03-12,22.9
378,1976-03-13,20.5
379,1976-03-14,22.3
380,1976-03-15,22.6
381,1976-03-16,23.0
382,1976-03-17,23.0
383,1976-03-18,24.3
384,1976-03-19,23.8
385,1976-03-20,25.3
386,1976-03-21,19.5
387,1976-03-22,20.0
388,1976-03-23,20.9
389,1976-03-24,19.5
390,1976-03-25,19.1
391,1976-03-26,20.5
392,1976-03-27,20.9
393,1976-03-28,18.3
394,1976-03-29,23.1
395,1976-03-30,20.4
396,1976-03-31,20.0
397,1976-04-01,19.8
398,1976-04-02,22.1
399,1976-04-03,21.5
400,1976-04-04,22.6
401,1976-04-05,22.5
402,1976-04-06,16.9
403,1976-04-07,16.1
404,1976-04-08,18.6
405,1976-04-09,18.4
406,1976-04-10,17.3
407,1976-04-11,18.9
408,1976-04-12,18.7
409,1976-04-13,19.3
410,1976-04-14,19.1
411,1976-04-15,18.6
412,1976-04-16,20.2
413,1976-04-17,20.0
414,1976-04-18,19.7
415,1976-04-19,17.1
416,1976-04-20,17.5
417,1976-04-21,16.0
418,1976-04-22,15.9
419,1976-04-23,13.4
420,1976-04-24,14.5
421,1976-04-25,16.5
422,1976-04-26,16.7
423,1976-04-27,18.4
424,1976-04-28,14.1
425,1976-04-29,11.9
426,1976-04-30,11.3
427,1976-05-01,12.9
428,1976-05-02,14.6
429,1976-05-03,15.3
430,1976-05-04,19.5
431,1976-05-05,12.7
432,1976-05-06,12.6
433,1976-05-07,14.8
434,1976-05-08,13.7
435,1976-05-09,14.8
436,1976-05-10,11.7
437,1976-05-11,14.1
438,1976-05-12,16.1
439,1976-05-13,15.5
440,1976-05-14,14.7
441,1976-05-15,14.3
442,1976-05-16,15.2
443,1976-05-17,14.6
444,1976-05-18,11.6
445,1976-05-19,11.7
446,1976-05-20,14.6
447,1976-05-21,14.4
448,1976-05-22,13.9
449,1976-05-23,16.4
450,1976-05-24,11.8
451,1976-05-25,11.0
452,1976-05-26,10.8
453,1976-05-27,12.2
454,1976-05-28,12.4
455,1976-05-29,11.0
456,1976-05-30,10.6
457,1976-05-31,11.2
458,1976-06-01,14.1
459,1976-06-02,14.6
460,1976-06-03,7.9
461,1976-06-04,8.8
462,1976-06-05,9.4
463,1976-06-06,9.6
464,1976-06-07,11.9
465,1976-06-08,9.6
466,1976-06-09,11.6
467,1976-06-10,14.3
468,1976-06-11,10.5
469,1976-06-12,11.5
470,1976-06-13,12.4
471,1976-06-14,10.3
472,1976-06-15,13.4
473,1976-06-16,15.1
474,1976-06-17,8.8
475,1976-06-18,13.4
476,1976-06-19,11.9
477,1976-06-20,12.4
478,1976-06-21,13.0
479,1976-06-22,12.8
480,1976-06-23,13.0
481,1976-06-24,13.2
482,1976-06-25,11.7
483,1976-06-26,8.9
484,1976-06-27,14.1
485,1976-06-28,12.5
486,1976-06-29,10.4
487,1976-06-30,10.5
488,1976-07-01,10.0
489,1976-07-02,12.3
490,1976-07-03,10.1
491,1976-07-04,9.9
492,1976-07-05,9.6
493,1976-07-06,8.4
494,1976-07-07,9.1
495,1976-07-08,9.6
496,1976-07-09,8.6
497,1976-07-10,7.7
498,1976-07-11,7.6
499,1976-07-12,8.7
500,1976-07-13,12.4
501,1976-07-14,10.6
502,1976-07-15,10.9
503,1976-07-16,9.1
504,1976-07-17,8.6
505,1976-07-18,7.4
506,1976-07-19,8.7
507,1976-07-20,10.7
508,1976-07-21,9.8
509,1976-07-22,11.7
510,1976-07-23,10.2
511,1976-07-24,12.5
512,1976-07-25,14.9
513,1976-07-26,12.7
514,1976-07-27,12.7
515,1976-07-28,8.3
516,1976-07-29,10.8
517,1976-07-30,12.4
518,1976-07-31,10.1
519,1976-08-01,13.7
520,1976-08-02,10.6
521,1976-08-03,10.1
522,1976-08-04,9.0
523,1976-08-05,11.0
524,1976-08-06,14.6
525,1976-08-07,11.1
526,1976-08-08,11.6
527,1976-08-09,13.4
528,1976-08-10,9.9
529,1976-08-11,10.2
530,1976-08-12,9.5
531,1976-08-13,10.2
532,1976-08-14,9.6
533,1976-08-15,7.9
534,1976-08-16,9.5
535,1976-08-17,14.3
536,1976-08-18,12.1
537,1976-08-19,10.8
538,1976-08-20,11.0
539,1976-08-21,12.1
540,1976-08-22,14.1
541,1976-08-23,14.5
542,1976-08-24,13.3
543,1976-08-25,11.5
544,1976-08-26,9.8
545,1976-08-27,12.3
546,1976-08-28,11.6
547,1976-08-29,11.4
548,1976-08-30,13.1
549,1976-08-31,12.8
550,1976-09-01,13.5
551,1976-09-02,15.0
552,1976-09-03,14.9
553,1976-09-04,12.1
554,1976-09-05,10.4
555,1976-09-06,13.5
556,1976-09-07,15.1
557,1976-09-08,16.1
558,1976-09-09,12.3
559,1976-09-10,14.0
560,1976-09-11,14.5
561,1976-09-12,12.9
562,1976-09-13,10.8
563,1976-09-14,10.2
564,1976-09-15,11.1
565,1976-09-16,12.4
566,1976-09-17,13.0
567,1976-09-18,15.8
568,1976-09-19,15.2
569,1976-09-20,17.5
570,1976-09-21,15.0
571,1976-09-22,13.3
572,1976-09-23,13.3
573,1976-09-24,12.4
574,1976-09-25,12.2
575,1976-09-26,12.4
576,1976-09-27,11.3
577,1976-09-28,13.6
578,1976-09-29,13.8
579,1976-09-30,16.4
580,1976-10-01,16.6
581,1976-10-02,17.0
582,1976-10-03,19.3
583,1976-10-04,19.8
584,1976-10-05,19.7
585,1976-10-06,18.4
586,1976-10-07,14.8
587,1976-10-08,13.9
588,1976-10-09,11.5
589,1976-10-10,13.3
590,1976-10-11,14.2
591,1976-10-12,13.6
592,1976-10-13,13.4
593,1976-10-14,17.0
594,1976-10-15,15.4
595,1976-10-16,14.4
596,1976-10-17,15.2
597,1976-10-18,13.5
598,1976-10-19,13.4
599,1976-10-20,15.4
600,1976-10-21,16.5
601,1976-10-22,18.3
602,1976-10-23,18.9
603,1976-10-24,19.0
604,1976-10-25,14.3
605,1976-10-26,15.6
606,1976-10-27,17.4
607,1976-10-28,17.8
608,1976-10-29,15.9
609,1976-10-30,18.3
610,1976-10-31,18.0
611,1976-11-01,17.5
612,1976-11-02,21.0
613,1976-11-03,18.9
614,1976-11-04,16.9
615,1976-11-05,16.6
616,1976-11-06,14.6
617,1976-11-07,18.2
618,1976-11-08,19.3
619,1976-11-09,20.6
620,1976-11-10,22.7
621,1976-11-11,24.3
622,1976-11-12,25.8
623,1976-11-13,20.5
624,1976-11-14,24.4
625,1976-11-15,21.6
626,1976-11-16,17.9
627,1976-11-17,16.4
628,1976-11-18,16.1
629,1976-11-19,15.4
630,1976-11-20,16.5
631,1976-11-21,17.5
632,1976-11-22,18.2
633,1976-11-23,18.1
634,1976-11-24,18.4
635,1976-11-25,20.8
636,1976-11-26,23.4
637,1976-11-27,18.7
638,1976-11-28,18.9
639,1976-11-29,20.8
640,1976-11-30,22.3
641,1976-12-01,20.6
642,1976-12-02,23.4
643,1976-12-03,28.9
644,1976-12-04,24.4
645,1976-12-05,19.3
646,1976-12-06,21.9
647,1976-12-07,26.5
648,1976-12-08,22.6
649,1976-12-09,24.6
650,1976-12-10,24.8
651,1976-12-11,27.8
652,1976-12-12,28.0
653,1976-12-13,23.3
654,1976-12-14,23.3
655,1976-12-15,27.8
656,1976-12-16,23.0
657,1976-12-17,18.3
658,1976-12-18,21.0
659,1976-12-19,19.0
660,1976-12-20,23.1
661,1976-12-21,24.7
662,1976-12-22,26.0
663,1976-12-23,23.3
664,1976-12-24,19.3
665,1976-12-25,22.0
666,1976-12-26,26.1
667,1976-12-27,24.3
668,1976-12-28,26.7
669,1976-12-29,27.5
670,1976-12-30,25.7
671,1976-12-31,26.3
672,1977-01-01,27.8
673,1977-01-02,25.1
674,1977-01-03,18.5
675,1977-01-04,20.0
676,1977-01-05,16.0
677,1977-01-06,19.5
678,1977-01-07,21.0
679,1977-01-08,22.5
680,1977-01-09,26.5
681,1977-01-10,29.7
682,1977-01-11,22.9
683,1977-01-12,24.6
684,1977-01-13,24.5
685,1977-01-14,26.1
686,1977-01-15,28.2
687,1977-01-16,28.5
688,1977-01-17,27.8
689,1977-01-18,23.6
690,1977-01-19,20.8
691,1977-01-20,23.5
692,1977-01-21,28.3
693,1977-01-22,25.2
694,1977-01-23,24.4
695,1977-01-24,22.3
696,1977-01-25,23.5
697,1977-01-26,23.5
698,1977-01-27,23.5
699,1977-01-28,26.2
700,1977-01-29,27.8
701,1977-01-30,29.0
702,1977-01-31,27.3
703,1977-02-01,31.1
704,1977-02-02,19.9
705,1977-02-03,21.9
706,1977-02-04,23.5
707,1977-02-05,24.9
708,1977-02-06,25.0
709,1977-02-07,19.7
710,1977-02-08,21.8
711,1977-02-09,24.8
712,1977-02-10,23.6
713,1977-02-11,24.6
714,1977-02-12,25.3
715,1977-02-13,24.1
716,1977-02-14,25.4
717,1977-02-15,25.1
718,1977-02-16,26.3
719,1977-02-17,25.0
720,1977-02-18,28.5
721,1977-02-19,21.5
722,1977-02-20,18.1
723,1977-02-21,18.5
724,1977-02-22,19.6
725,1977-02-23,24.0
726,1977-02-24,22.9
727,1977-02-25,22.3
728,1977-02-26,23.9
729,1977-02-27,21.1
730,1977-02-28,20.6
731,1977-03-01,19.1
732,1977-03-02,17.6
733,1977-03-03,18.8
734,1977-03-04,23.0
735,1977-03-05,24.9
736,1977-03-06,25.1
737,1977-03-07,21.7
738,1977-03-08,20.9
739,1977-03-09,21.0
740,1977-03-10,23.1
741,1977-03-11,23.9
742,1977-03-12,24.7
743,1977-03-13,23.3
744,1977-03-14,25.2
745,1977-03-15,26.9
746,1977-03-16,19.1
747,1977-03-17,17.9
748,1977-03-18,19.8
749,1977-03-19,20.3
750,1977-03-20,20.6
751,1977-03-21,21.4
752,1977-03-22,21.0
753,1977-03-23,23.8
754,1977-03-24,25.5
755,1977-03-25,22.1
756,1977-03-26,24.5
757,1977-03-27,20.6
758,1977-03-28,19.4
759,1977-03-29,19.5
760,1977-03-30,21.4
761,1977-03-31,23.1
762,1977-04-01,20.5
763,1977-04-02,22.3
764,1977-04-03,22.7
765,1977-04-04,21.5
766,1977-04-05,21.5
767,1977-04-06,24.8
768,1977-04-07,22.2
769,1977-04-08,15.2
770,1977-04-09,15.1
771,1977-04-10,15.6
772,1977-04-11,15.2
773,1977-04-12,16.5
774,1977-04-13,18.3
775,1977-04-14,18.5
776,1977-04-15,19.6
777,1977-04-16,19.0
778,1977-04-17,15.5
779,1977-04-18,17.9
780,1977-04-19,15.8
781,1977-04-20,15.8
782,1977-04-21,17.8
783,1977-04-22,16.6
784,1977-04-23,18.1
785,1977-04-24,19.3
786,1977-04-25,18.6
787,1977-04-26,15.5
788,1977-04-27,15.8
789,1977-04-28,16.7
790,1977-04-29,15.9
791,1977-04-30,15.3
792,1977-05-01,13.0
793,1977-05-02,13.8
794,1977-05-03,13.6
795,1977-05-04,14.6
796,1977-05-05,15.6
797,1977-05-06,17.1
798,1977-05-07,15.7
799,1977-05-08,16.9
800,1977-05-09,15.4
801,1977-05-10,15.2
802,1977-05-11,17.7
803,1977-05-12,14.5
804,1977-05-13,17.8
805,1977-05-14,15.6
806,1977-05-15,15.5
807,1977-05-16,15.6
808,1977-05-17,16.2
809,1977-05-18,15.6
810,1977-05-19,17.0
811,1977-05-20,16.4
812,1977-05-21,15.6
813,1977-05-22,13.3
814,1977-05-23,10.7
815,1977-05-24,13.1
816,1977-05-25,13.9
817,1977-05-26,11.5
818,1977-05-27,11.2
819,1977-05-28,13.3
820,1977-05-29,10.6
821,1977-05-30,9.4
822,1977-05-31,9.1
823,1977-06-01,9.8
824,1977-06-02,9.6
825,1977-06-03,11.6
826,1977-06-04,11.8
827,1977-06-05,9.9
828,1977-06-06,11.7
829,1977-06-07,13.0
830,1977-06-08,10.7
831,1977-06-09,9.9
832,1977-06-10,10.4
833,1977-06-11,13.6
834,1977-06-12,8.4
835,1977-06-13,7.7
836,1977-06-14,6.7
837,1977-06-15,9.2
838,1977-06-16,15.9
839,1977-06-17,12.9
840,1977-06-18,13.9
841,1977-06-19,14.1
842,1977-06-20,14.6
843,1977-06-21,14.0
844,1977-06-22,12.0
845,1977-06-23,13.0
846,1977-06-24,14.1
847,1977-06-25,10.1
848,1977-06-26,9.4
849,1977-06-27,10.7
850,1977-06-28,11.9
851,1977-06-29,12.1
852,1977-06-30,10.0
853,1977-07-01,8.4
854,1977-07-02,10.3
855,1977-07-03,8.2
856,1977-07-04,7.0
857,1977-07-05,9.6
858,1977-07-06,9.9
859,1977-07-07,11.9
860,1977-07-08,13.2
861,1977-07-09,10.8
862,1977-07-10,12.0
863,1977-07-11,11.3
864,1977-07-12,10.0
865,1977-07-13,9.8
866,1977-07-14,9.4
867,1977-07-15,9.2
868,1977-07-16,11.2
869,1977-07-17,10.4
870,1977-07-18,8.5
871,1977-07-19,9.8
872,1977-07-20,8.9
873,1977-07-21,7.9
874,1977-07-22,10.6
875,1977-07-23,12.6
876,1977-07-24,9.3
877,1977-07-25,11.3
878,1977-07-26,11.6
879,1977-07-27,12.4
880,1977-07-28,8.1
881,1977-07-29,8.7
882,1977-07-30,7.4
883,1977-07-31,6.9
884,1977-08-01,8.4
885,1977-08-02,8.8
886,1977-08-03,11.8
887,1977-08-04,11.0
888,1977-08-05,10.8
889,1977-08-06,13.6
890,1977-08-07,10.9
891,1977-08-08,8.8
892,1977-08-09,8.0
893,1977-08-10,10.6
894,1977-08-11,11.9
895,1977-08-12,14.9
896,1977-08-13,11.6
897,1977-08-14,7.6
898,1977-08-15,7.3
899,1977-08-16,9.2
900,1977-08-17,10.0
901,1977-08-18,11.6
902,1977-08-19,10.9
903,1977-08-20,13.5
904,1977-08-21,17.1
905,1977-08-22,13.9
906,1977-08-23,12.9
907,1977-08-24,11.5
908,1977-08-25,12.4
909,1977-08-26,13.7
910,1977-08-27,13.8
911,1977-08-28,14.6
912,1977-08-29,17.8
913,1977-08-30,17.8
914,1977-08-31,14.4
915,1977-09-01,13.5
916,1977-09-02,13.6
917,1977-09-03,14.4
918,1977-09-04,10.2
919,1977-09-05,9.5
920,1977-09-06,9.8
921,1977-09-07,12.0
922,1977-09-08,11.1
923,1977-09-09,13.2
924,1977-09-10,12.6
925,1977-09-11,11.6
926,1977-09-12,11.5
927,1977-09-13,13.4
928,1977-09-14,11.8
929,1977-09-15,12.9
930,1977-09-16,10.9
931,1977-09-17,12.1
932,1977-09-18,13.3
933,1977-09-19,13.0
934,1977-09-20,12.8
935,1977-09-21,14.1
936,1977-09-22,15.3
937,1977-09-23,15.9
938,1977-09-24,13.5
939,1977-09-25,12.3
940,1977-09-26,16.4
941,1977-09-27,16.0
942,1977-09-28,17.4
943,1977-09-29,17.1
944,1977-09-30,18.6
945,1977-10-01,22.0
946,1977-10-02,19.0
947,1977-10-03,23.5
948,1977-10-04,19.0
949,1977-10-05,18.0
950,1977-10-06,15.8
951,1977-10-07,15.4
952,1977-10-08,15.8
953,1977-10-09,17.1
954,1977-10-10,18.4
955,1977-10-11,20.4
956,1977-10-12,22.7
957,1977-10-13,22.9
958,1977-10-14,24.5
959,1977-10-15,19.6
960,1977-10-16,17.0
961,1977-10-17,18.5
962,1977-10-18,17.4
963,1977-10-19,19.1
964,1977-10-20,15.4
965,1977-10-21,16.7
966,1977-10-22,16.0
967,1977-10-23,16.1
968,1977-10-24,19.0
969,1977-10-25,19.4
970,1977-10-26,19.2
971,1977-10-27,21.3
972,1977-10-28,23.5
973,1977-10-29,27.1
974,1977-10-30,22.3
975,1977-10-31,20.1
976,1977-11-01,23.6
977,1977-11-02,24.3
978,1977-11-03,19.0
979,1977-11-04,22.5
980,1977-11-05,24.1
981,1977-11-06,16.3
982,1977-11-07,21.2
983,1977-11-08,19.5
984,1977-11-09,23.3
985,1977-11-10,26.0
986,1977-11-11,19.5
987,1977-11-12,16.1
988,1977-11-13,21.3
989,1977-11-14,24.1
990,1977-11-15,17.0
991,1977-11-16,19.0
992,1977-11-17,20.2
993,1977-11-18,22.7
994,1977-11-19,18.0
995,1977-11-20,21.0
996,1977-11-21,22.5
997,1977-11-22,22.5
998,1977-11-23,21.7
999,1977-11-24,17.9
1000,1977-11-25,18.5
1001,1977-11-26,22.5
1002,1977-11-27,21.5
1003,1977-11-28,24.2
1004,1977-11-29,25.6
1005,1977-11-30,27.0
1006,1977-12-01,22.0
1007,1977-12-02,26.6
1008,1977-12-03,24.8
1009,1977-12-04,22.7
1010,1977-12-05,23.6
1011,1977-12-06,23.3
1012,1977-12-07,21.6
1013,1977-12-08,22.6
1014,1977-12-09,24.2
1015,1977-12-10,28.2
1016,1977-12-11,22.2
1017,1977-12-12,19.6
1018,1977-12-13,23.4
1019,1977-12-14,26.8
1020,1977-12-15,30.9
1021,1977-12-16,25.6
1022,1977-12-17,26.8
1023,1977-12-18,29.0
1024,1977-12-19,20.4
1025,1977-12-20,22.4
1026,1977-12-21,25.4
1027,1977-12-22,24.7
1028,1977-12-23,22.8
1029,1977-12-24,24.4
1030,1977-12-25,25.5
1031,1977-12-26,28.0
1032,1977-12-27,26.5
1033,1977-12-28,18.5
1034,1977-12-29,19.5
1035,1977-12-30,22.6
1036,1977-12-31,24.5
1037,1978-01-01,26.6
1038,1978-01-02,24.6
1039,1978-01-03,22.0
1040,1978-01-04,19.4
1041,1978-01-05,20.0
1042,1978-01-06,26.5
1043,1978-01-07,24.1
1044,1978-01-08,21.5
1045,1978-01-09,23.8
1046,1978-01-10,27.3
1047,1978-01-11,19.6
1048,1978-01-12,21.7
1049,1978-01-13,22.9
1050,1978-01-14,29.9
1051,1978-01-15,32.1
1052,1978-01-16,23.5
1053,1978-01-17,22.8
1054,1978-01-18,21.6
1055,1978-01-19,20.5
1056,1978-01-20,21.0
1057,1978-01-21,23.5
1058,1978-01-22,25.5
1059,1978-01-23,26.6
1060,1978-01-24,27.0
1061,1978-01-25,23.8
1062,1978-01-26,25.5
1063,1978-01-27,26.0
1064,1978-01-28,16.8
1065,1978-01-29,20.8
1066,1978-01-30,22.7
1067,1978-01-31,25.0
1068,1978-02-01,21.3
