,date,mean temperature (degC),site number,site name
204,1910-07-23,9.9,,
205,1910-07-24,11.4,,
206,1910-07-25,11.5,,
207,1910-07-26,10.4,,
208,1910-07-27,10.6,,
209,1910-07-28,11.3,,
210,1910-07-29,11.8,,
211,1910-07-30,10.8,,
212,1910-07-31,10.4,,
213,1910-08-01,10.0,,
214,1910-08-02,11.2,,
215,1910-08-03,10.9,,
216,1910-08-04,10.9,,
217,1910-08-05,10.3,,
218,1910-08-06,11.0,,
219,1910-08-07,11.0,,
220,1910-08-08,10.3,,
221,1910-08-09,13.1,,
222,1910-08-10,14.5,,
223,1910-08-11,14.9,,
224,1910-08-12,12.6,,
225,1910-08-13,11.9,,
226,1910-08-14,11.4,,
227,1910-08-15,14.1,,
228,1910-08-16,17.4,,
229,1910-08-17,14.6,,
230,1910-08-18,12.0,,
231,1910-08-19,13.9,,
232,1910-08-20,14.2,,
233,1910-08-21,13.0,,
234,1910-08-22,11.1,,
235,1910-08-23,10.8,,
236,1910-08-24,10.8,,
237,1910-08-25,10.4,,
238,1910-08-26,8.8,,
239,1910-08-27,9.9,,
240,1910-08-28,9.1,,
241,1910-08-29,12.6,,
242,1910-08-30,19.1,,
243,1910-08-31,15.8,,
244,1910-09-01,12.3,,
245,1910-09-02,11.3,,
246,1910-09-03,11.4,,
247,1910-09-04,14.7,,
248,1910-09-05,15.3,,
249,1910-09-06,14.4,,
250,1910-09-07,12.8,,
251,1910-09-08,13.9,,
252,1910-09-09,14.1,,
253,1910-09-10,13.1,,
254,1910-09-11,15.6,,
255,1910-09-12,11.4,,
256,1910-09-13,11.6,,
257,1910-09-14,10.0,,
258,1910-09-15,11.9,,
259,1910-09-16,15.7,,
260,1910-09-17,13.1,,
261,1910-09-18,14.2,,
262,1910-09-19,15.1,,
263,1910-09-20,12.8,,
264,1910-09-21,13.3,,
265,1910-09-22,11.9,,
266,1910-09-23,13.9,,
267,1910-09-24,14.7,,
268,1910-09-25,15.7,,
269,1910-09-26,13.5,,
270,1910-09-27,13.5,,
271,1910-09-28,13.6,,
272,1910-09-29,14.1,,
273,1910-09-30,11.1,,
274,1910-10-01,13.8,,
275,1910-10-02,17.5,,
276,1910-10-03,13.8,,
277,1910-10-04,17.2,,
278,1910-10-05,11.9,,
279,1910-10-06,11.4,,
280,1910-10-07,12.6,,
281,1910-10-08,12.4,,
282,1910-10-09,14.3,,
283,1910-10-10,11.5,,
284,1910-10-11,10.9,,
285,1910-10-12,11.3,,
286,1910-10-13,14.1,,
287,1910-10-14,13.2,,
288,1910-10-15,14.6,,
289,1910-10-16,14.8,,
290,1910-10-17,19.2,,
291,1910-10-18,20.9,,
292,1910-10-19,14.4,,
293,1910-10-20,14.0,,
294,1910-10-21,13.3,,
295,1910-10-22,13.9,,
296,1910-10-23,14.8,,
297,1910-10-24,13.0,,
298,1910-10-25,20.0,,
299,1910-10-26,13.4,,
300,1910-10-27,13.3,,
301,1910-10-28,15.4,,
302,1910-10-29,19.3,,
303,1910-10-30,15.6,,
304,1910-10-31,14.4,,
305,1910-11-01,13.1,,
306,1910-11-02,12.8,,
307,1910-11-03,14.7,,
308,1910-11-04,17.9,,
309,1910-11-05,18.8,,
310,1910-11-06,19.0,,
311,1910-11-07,14.5,,
312,1910-11-08,15.1,,
313,1910-11-09,15.0,,
314,1910-11-10,15.1,,
315,1910-11-11,15.8,,
316,1910-11-12,15.2,,
317,1910-11-13,14.2,,
318,1910-11-14,14.2,,
319,1910-11-15,15.5,,
320,1910-11-16,15.9,,
321,1910-11-17,15.8,,
322,1910-11-18,15.9,,
323,1910-11-19,17.0,,
324,1910-11-20,15.5,,
325,1910-11-21,13.4,,
326,1910-11-22,15.0,,
327,1910-11-23,14.9,,
328,1910-11-24,19.5,,
329,1910-11-25,14.2,,
330,1910-11-26,14.9,,
331,1910-11-27,15.9,,
332,1910-11-28,15.9,,
333,1910-11-29,19.9,,
334,1910-11-30,18.5,,
335,1910-12-01,18.8,,
336,1910-12-02,16.5,,
337,1910-12-03,19.5,,
338,1910-12-04,19.5,,
339,1910-12-05,16.5,,
340,1910-12-06,17.5,,
341,1910-12-07,19.0,,
342,1910-12-08,19.0,,
343,1910-12-09,18.9,,
344,1910-12-10,18.9,,
345,1910-12-11,17.8,,
346,1910-12-12,15.4,,
347,1910-12-13,17.9,,
348,1910-12-14,17.5,,
349,1910-12-15,17.9,,
350,1910-12-16,17.0,,
351,1910-12-17,18.5,,
352,1910-12-18,15.9,,
353,1910-12-19,16.5,,
354,1910-12-20,16.6,,
355,1910-12-21,14.3,,
356,1910-12-22,20.8,,
357,1910-12-23,16.8,,
358,1910-12-24,16.8,,
359,1910-12-25,17.0,,
360,1910-12-26,18.0,,
361,1910-12-27,23.8,,
362,1910-12-28,18.5,,
363,1910-12-29,17.4,,
364,1910-12-30,20.0,,
365,1910-12-31,17.2,,
366,1911-01-01,17.8,,
367,1911-01-02,17.3,,
368,1911-01-03,18.5,,
369,1911-01-04,19.1,,
370,1911-01-05,19.1,,
371,1911-01-06,26.8,,
372,1911-01-07,24.1,,
373,1911-01-08,18.4,,
374,1911-01-09,17.6,,
375,1911-01-10,19.0,,
376,1911-01-11,20.5,,
377,1911-01-12,17.0,,
378,1911-01-13,17.8,,
379,1911-01-14,19.6,,
380,1911-01-15,18.3,,
381,1911-01-16,18.2,,
382,1911-01-17,20.5,,
383,1911-01-18,19.4,,
384,1911-01-19,17.4,,
385,1911-01-20,18.7,,
386,1911-01-21,17.0,,
387,1911-01-22,18.6,,
388,1911-01-23,19.5,,
389,1911-01-24,19.1,,
390,1911-01-25,17.1,,
391,1911-01-26,17.1,,
392,1911-01-27,19.3,,
393,1911-01-28,19.0,,
394,1911-01-29,19.1,,
395,1911-01-30,19.4,,
396,1911-01-31,20.1,,
397,1911-02-01,19.5,,
398,1911-02-02,19.5,,
399,1911-02-03,19.5,,
400,1911-02-04,19.5,,
401,1911-02-05,20.1,,
402,1911-02-06,20.9,,
403,1911-02-07,19.7,,
404,1911-02-08,20.1,,
405,1911-02-09,18.9,,
406,1911-02-10,18.0,,
407,1911-02-11,21.6,,
408,1911-02-12,19.0,,
409,1911-02-13,18.1,,
410,1911-02-14,18.9,,
411,1911-02-15,21.6,,
412,1911-02-16,17.4,,
413,1911-02-17,18.9,,
414,1911-02-18,19.9,,
415,1911-02-19,18.1,,
416,1911-02-20,18.1,,
417,1911-02-21,19.9,,
418,1911-02-22,18.9,,
419,1911-02-23,18.5,,
420,1911-02-24,19.3,,
421,1911-02-25,20.0,,
422,1911-02-26,19.5,,
423,1911-02-27,26.1,,
424,1911-02-28,20.2,,
425,1911-03-01,16.3,,
426,1911-03-02,18.8,,
427,1911-03-03,18.3,,
428,1911-03-04,19.6,,
429,1911-03-05,19.5,,
430,1911-03-06,20.2,,
431,1911-03-07,21.6,,
432,1911-03-08,20.8,,
433,1911-03-09,19.3,,
434,1911-03-10,19.0,,
435,1911-03-11,19.3,,
436,1911-03-12,19.8,,
437,1911-03-13,20.5,,
438,1911-03-14,15.3,,
439,1911-03-15,17.6,,
440,1911-03-16,18.1,,
441,1911-03-17,18.8,,
442,1911-03-18,18.4,,
443,1911-03-19,20.7,,
444,1911-03-20,17.1,,
445,1911-03-21,18.3,,
446,1911-03-22,16.8,,
447,1911-03-23,16.1,,
448,1911-03-24,16.9,,
449,1911-03-25,18.2,,
450,1911-03-26,18.8,,
451,1911-03-27,22.4,,
452,1911-03-28,17.5,,
453,1911-03-29,16.3,,
454,1911-03-30,16.5,,
455,1911-03-31,16.0,,
456,1911-04-01,16.5,,
457,1911-04-02,16.7,,
458,1911-04-03,17.6,,
459,1911-04-04,17.6,,
460,1911-04-05,19.8,,
461,1911-04-06,14.2,,
462,1911-04-07,15.0,,
463,1911-04-08,16.3,,
464,1911-04-09,20.3,,
465,1911-04-10,17.3,,
466,1911-04-11,17.1,,
467,1911-04-12,15.9,,
468,1911-04-13,16.5,,
469,1911-04-14,12.8,,
470,1911-04-15,13.9,,
471,1911-04-16,15.2,,
472,1911-04-17,16.0,,
473,1911-04-18,13.8,,
474,1911-04-19,12.9,,
475,1911-04-20,15.7,,
476,1911-04-21,12.5,,
477,1911-04-22,13.1,,
478,1911-04-23,13.8,,
479,1911-04-24,16.5,,
480,1911-04-25,16.1,,
481,1911-04-26,11.9,,
482,1911-04-27,9.6,,
483,1911-04-28,10.4,,
484,1911-04-29,11.9,,
485,1911-04-30,13.8,,
486,1911-05-01,13.1,,
487,1911-05-02,15.4,,
488,1911-05-03,14.0,,
489,1911-05-04,15.0,,
490,1911-05-05,15.0,,
491,1911-05-06,15.1,,
492,1911-05-07,16.2,,
493,1911-05-08,15.8,,
494,1911-05-09,16.6,,
495,1911-05-10,15.8,,
496,1911-05-11,13.6,,
497,1911-05-12,14.8,,
498,1911-05-13,13.9,,
499,1911-05-14,14.0,,
500,1911-05-15,14.5,,
501,1911-05-16,14.6,,
502,1911-05-17,15.0,,
503,1911-05-18,15.2,,
504,1911-05-19,16.0,,
505,1911-05-20,13.6,,
506,1911-05-21,13.3,,
507,1911-05-22,13.7,,
508,1911-05-23,13.5,,
509,1911-05-24,14.3,,
510,1911-05-25,13.3,,
511,1911-05-26,12.8,,
512,1911-05-27,12.4,,
513,1911-05-28,12.0,,
514,1911-05-29,9.3,,
515,1911-05-30,8.7,,
516,1911-05-31,11.8,,
517,1911-06-01,11.5,,
518,1911-06-02,11.0,,
519,1911-06-03,11.3,,
520,1911-06-04,11.6,,
521,1911-06-05,11.1,,
522,1911-06-06,8.6,,
523,1911-06-07,9.9,,
524,1911-06-08,9.2,,
525,1911-06-09,11.6,,
526,1911-06-10,9.5,,
527,1911-06-11,10.3,,
528,1911-06-12,12.1,,
529,1911-06-13,10.9,,
530,1911-06-14,12.1,,
531,1911-06-15,9.6,,
532,1911-06-16,12.0,,
533,1911-06-17,12.3,,
534,1911-06-18,10.7,,
535,1911-06-19,11.7,,
536,1911-06-20,11.6,,
537,1911-06-21,8.4,,
538,1911-06-22,8.7,,
539,1911-06-23,8.1,,
540,1911-06-24,8.4,,
541,1911-06-25,12.5,,
542,1911-06-26,9.7,,
543,1911-06-27,10.9,,
544,1911-06-28,9.3,,
545,1911-06-29,9.6,,
546,1911-06-30,10.2,,
547,1911-07-01,8.8,,
548,1911-07-02,7.0,,
549,1911-07-03,9.8,,
550,1911-07-04,8.5,,
551,1911-07-05,8.6,,
552,1911-07-06,11.1,,
553,1911-07-07,10.8,,
554,1911-07-08,11.5,,
555,1911-07-09,11.7,,
556,1911-07-10,10.8,,
557,1911-07-11,9.4,,
558,1911-07-12,8.8,,
559,1911-07-13,10.2,,
560,1911-07-14,11.4,,
561,1911-07-15,10.4,,
562,1911-07-16,10.9,,
563,1911-07-17,14.9,,
564,1911-07-18,14.8,,
565,1911-07-19,9.6,,
566,1911-07-20,9.1,,
567,1911-07-21,9.9,,
568,1911-07-22,10.4,,
569,1911-07-23,10.4,,
570,1911-07-24,10.6,,
571,1911-07-25,10.2,,
572,1911-07-26,9.7,,
573,1911-07-27,8.9,,
574,1911-07-28,8.7,,
575,1911-07-29,10.6,,
576,1911-07-30,12.3,,
577,1911-07-31,11.0,,
578,1911-08-01,11.0,,
579,1911-08-02,11.9,,
580,1911-08-03,10.8,,
581,1911-08-04,12.8,,
582,1911-08-05,11.5,,
583,1911-08-06,11.6,,
584,1911-08-07,11.4,,
585,1911-08-08,12.2,,
586,1911-08-09,12.3,,
587,1911-08-10,11.5,,
588,1911-08-11,11.4,,
589,1911-08-12,10.9,,
590,1911-08-13,13.6,,
591,1911-08-14,11.0,,
592,1911-08-15,9.8,,
593,1911-08-16,10.9,,
594,1911-08-17,10.6,,
595,1911-08-18,11.4,,
596,1911-08-19,11.7,,
597,1911-08-20,11.6,,
598,1911-08-21,12.8,,
599,1911-08-22,11.6,,
600,1911-08-23,10.8,,
601,1911-08-24,11.4,,
602,1911-08-25,11.1,,
603,1911-08-26,10.1,,
604,1911-08-27,10.6,,
605,1911-08-28,11.7,,
606,1911-08-29,11.8,,
607,1911-08-30,14.1,,
608,1911-08-31,13.1,,
609,1911-09-01,15.8,,
610,1911-09-02,16.6,,
611,1911-09-03,13.8,,
612,1911-09-04,13.4,,
613,1911-09-05,14.2,,
614,1911-09-06,13.9,,
615,1911-09-07,15.0,,
616,1911-09-08,12.9,,
617,1911-09-09,13.9,,
618,1911-09-10,12.3,,
619,1911-09-11,13.0,,
620,1911-09-12,10.8,,
621,1911-09-13,13.9,,
622,1911-09-14,16.5,,
623,1911-09-15,17.3,,
624,1911-09-16,10.2,,
625,1911-09-17,10.3,,
626,1911-09-18,10.5,,
627,1911-09-19,11.8,,
628,1911-09-20,13.2,,
629,1911-09-21,13.5,,
630,1911-09-22,13.8,,
631,1911-09-23,13.2,,
632,1911-09-24,13.8,,
633,1911-09-25,14.1,,
634,1911-09-26,15.6,,
635,1911-09-27,16.4,,
636,1911-09-28,17.0,,
637,1911-09-29,15.0,,
638,1911-09-30,13.6,,
639,1911-10-01,15.9,,
640,1911-10-02,15.4,,
641,1911-10-03,16.7,,
642,1911-10-04,13.5,,
643,1911-10-05,12.3,,
644,1911-10-06,13.9,,
645,1911-10-07,15.4,,
646,1911-10-08,15.6,,
647,1911-10-09,15.2,,
648,1911-10-10,15.4,,
649,1911-10-11,14.8,,
650,1911-10-12,13.2,,
651,1911-10-13,13.6,,
652,1911-10-14,13.0,,
653,1911-10-15,13.9,,
654,1911-10-16,14.5,,
655,1911-10-17,12.6,,
656,1911-10-18,12.1,,
657,1911-10-19,13.5,,
658,1911-10-20,16.5,,
659,1911-10-21,13.8,,
660,1911-10-22,18.2,,
661,1911-10-23,23.0,,
662,1911-10-24,14.3,,
663,1911-10-25,11.9,,
664,1911-10-26,12.9,,
665,1911-10-27,14.1,,
666,1911-10-28,16.5,,
667,1911-10-29,17.5,,
668,1911-10-30,17.0,,
669,1911-10-31,20.3,,
670,1911-11-01,16.4,,
671,1911-11-02,14.7,,
672,1911-11-03,14.4,,
673,1911-11-04,11.8,,
674,1911-11-05,15.4,,
675,1911-11-06,16.3,,
676,1911-11-07,19.0,,
677,1911-11-08,17.4,,
678,1911-11-09,15.7,,
679,1911-11-10,16.6,,
680,1911-11-11,17.8,,
681,1911-11-12,15.1,,
682,1911-11-13,16.3,,
683,1911-11-14,16.6,,
684,1911-11-15,19.8,,
685,1911-11-16,19.7,,
686,1911-11-17,17.7,,
687,1911-11-18,18.1,,
688,1911-11-19,18.1,,
689,1911-11-20,14.9,,
690,1911-11-21,16.0,,
691,1911-11-22,15.4,,
692,1911-11-23,17.1,,
693,1911-11-24,20.0,,
694,1911-11-25,17.5,,
695,1911-11-26,17.4,,
696,1911-11-27,18.5,,
697,1911-11-28,21.4,,
698,1911-11-29,19.9,,
699,1911-11-30,21.8,,
700,1911-12-01,23.4,,
701,1911-12-02,16.4,,
702,1911-12-03,17.0,,
703,1911-12-04,18.4,,
704,1911-12-05,23.7,,
705,1911-12-06,16.8,,
706,1911-12-07,21.5,,
707,1911-12-08,25.2,,
708,1911-12-09,19.5,,
709,1911-12-10,20.5,,
710,1911-12-11,24.5,,
711,1911-12-12,21.3,,
712,1911-12-13,17.9,,
713,1911-12-14,17.4,,
714,1911-12-15,18.5,,
715,1911-12-16,21.5,,
716,1911-12-17,16.5,,
717,1911-12-18,18.4,,
718,1911-12-19,21.1,,
719,1911-12-20,18.3,,
720,1911-12-21,17.9,,
721,1911-12-22,18.1,,
722,1911-12-23,18.8,,
723,1911-12-24,16.5,,
724,1911-12-25,20.2,,
725,1911-12-26,19.1,,
726,1911-12-27,16.9,,
727,1911-12-28,18.8,,
728,1911-12-29,19.4,,
729,1911-12-30,20.3,,
730,1911-12-31,18.3,,
731,1912-01-01,16.9,,
732,1912-01-02,23.0,,
733,1912-01-03,17.8,,
734,1912-01-04,19.4,,
735,1912-01-05,21.1,,
736,1912-01-06,18.3,,
737,1912-01-07,18.2,,
738,1912-01-08,18.6,,
739,1912-01-09,17.4,,
740,1912-01-10,16.0,,
741,1912-01-11,14.8,,
742,1912-01-12,16.0,,
743,1912-01-13,18.5,,
744,1912-01-14,18.3,,
745,1912-01-15,27.9,,
746,1912-01-16,18.7,,
747,1912-01-17,17.6,,
748,1912-01-18,18.4,,
749,1912-01-19,19.1,,
750,1912-01-20,18.0,,
751,1912-01-21,20.0,,
752,1912-01-22,19.5,,
753,1912-01-23,17.2,,
754,1912-01-24,18.5,,
755,1912-01-25,19.9,,
756,1912-01-26,19.5,,
757,1912-01-27,20.1,,
758,1912-01-28,19.5,,
759,1912-01-29,19.2,,
760,1912-01-30,18.5,,
761,1912-01-31,18.8,,
762,1912-02-01,20.0,,
763,1912-02-02,20.1,,
764,1912-02-03,20.7,,
765,1912-02-04,19.4,,
766,1912-02-05,20.3,,
767,1912-02-06,20.5,,
768,1912-02-07,21.4,,
769,1912-02-08,22.1,,
770,1912-02-09,18.0,,
771,1912-02-10,17.6,,
772,1912-02-11,17.8,,
773,1912-02-12,21.5,,
774,1912-02-13,18.7,,
775,1912-02-14,18.3,,
776,1912-02-15,20.0,,
777,1912-02-16,20.1,,
778,1912-02-17,21.5,,
779,1912-02-18,18.8,,
780,1912-02-19,18.0,,
781,1912-02-20,18.8,,
782,1912-02-21,21.3,,
783,1912-02-22,23.2,,
784,1912-02-23,21.3,,
785,1912-02-24,20.7,,
786,1912-02-25,22.4,,
787,1912-02-26,21.3,,
788,1912-02-27,20.9,,
789,1912-02-28,18.5,,
790,1912-02-29,18.0,,
791,1912-03-01,17.1,,
792,1912-03-02,19.6,,
793,1912-03-03,20.5,,
794,1912-03-04,20.0,,
795,1912-03-05,18.9,,
796,1912-03-06,16.4,,
797,1912-03-07,17.4,,
798,1912-03-08,16.6,,
799,1912-03-09,18.8,,
800,1912-03-10,23.8,,
801,1912-03-11,22.8,,
802,1912-03-12,18.3,,
803,1912-03-13,19.0,,
804,1912-03-14,18.9,,
805,1912-03-15,18.6,,
806,1912-03-16,19.9,,
807,1912-03-17,19.6,,
808,1912-03-18,18.5,,
809,1912-03-19,16.8,,
810,1912-03-20,17.8,,
811,1912-03-21,17.0,,
812,1912-03-22,17.4,,
813,1912-03-23,18.3,,
814,1912-03-24,19.0,,
815,1912-03-25,19.0,,
816,1912-03-26,18.1,,
817,1912-03-27,19.6,,
818,1912-03-28,20.6,,
819,1912-03-29,15.8,,
820,1912-03-30,19.0,,
821,1912-03-31,19.6,,
822,1912-04-01,17.7,,
823,1912-04-02,17.2,,
824,1912-04-03,15.4,,
825,1912-04-04,17.0,,
826,1912-04-05,17.5,,
827,1912-04-06,18.3,,
828,1912-04-07,17.7,,
829,1912-04-08,17.7,,
830,1912-04-09,15.1,,
831,1912-04-10,15.8,,
832,1912-04-11,16.9,,
833,1912-04-12,17.0,,
834,1912-04-13,12.8,,
835,1912-04-14,13.5,,
836,1912-04-15,14.4,,
837,1912-04-16,16.0,,
838,1912-04-17,16.9,,
839,1912-04-18,19.3,,
840,1912-04-19,16.0,,
841,1912-04-20,16.0,,
842,1912-04-21,14.1,,
843,1912-04-22,14.1,,
844,1912-04-23,14.7,,
845,1912-04-24,13.5,,
846,1912-04-25,13.8,,
847,1912-04-26,13.4,,
848,1912-04-27,14.9,,
849,1912-04-28,16.2,,
850,1912-04-29,13.5,,
851,1912-04-30,13.5,,
852,1912-05-01,11.4,,
853,1912-05-02,12.7,,
854,1912-05-03,13.8,,
855,1912-05-04,13.8,,
856,1912-05-05,13.8,,
857,1912-05-06,13.6,,
858,1912-05-07,14.4,,
859,1912-05-08,15.3,,
860,1912-05-09,13.5,,
861,1912-05-10,12.9,,
862,1912-05-11,12.9,,
863,1912-05-12,13.8,,
864,1912-05-13,12.8,,
865,1912-05-14,12.0,,
866,1912-05-15,11.8,,
867,1912-05-16,12.8,,
868,1912-05-17,14.7,,
869,1912-05-18,16.3,,
870,1912-05-19,13.0,,
871,1912-05-20,12.4,,
872,1912-05-21,11.7,,
873,1912-05-22,11.4,,
874,1912-05-23,11.4,,
875,1912-05-24,13.2,,
876,1912-05-25,12.2,,
877,1912-05-26,12.1,,
878,1912-05-27,13.4,,
879,1912-05-28,13.6,,
880,1912-05-29,13.1,,
881,1912-05-30,12.4,,
882,1912-05-31,13.1,,
883,1912-06-01,13.3,,
884,1912-06-02,12.3,,
885,1912-06-03,12.6,,
886,1912-06-04,12.6,,
887,1912-06-05,11.0,,
888,1912-06-06,11.6,,
889,1912-06-07,12.4,,
890,1912-06-08,13.0,,
891,1912-06-09,13.0,,
892,1912-06-10,12.6,,
893,1912-06-11,14.0,,
894,1912-06-12,12.2,,
895,1912-06-13,12.6,,
896,1912-06-14,11.3,,
897,1912-06-15,12.0,,
898,1912-06-16,10.3,,
899,1912-06-17,11.4,,
900,1912-06-18,8.9,,
901,1912-06-19,8.1,,
902,1912-06-20,8.8,,
903,1912-06-21,10.1,,
904,1912-06-22,10.1,,
905,1912-06-23,11.4,,
906,1912-06-24,10.8,,
907,1912-06-25,11.2,,
908,1912-06-26,11.9,,
909,1912-06-27,11.2,,
910,1912-06-28,11.1,,
911,1912-06-29,9.6,,
912,1912-06-30,10.9,,
913,1912-07-01,10.6,,
914,1912-07-02,12.1,,
915,1912-07-03,12.8,,
916,1912-07-04,10.8,,
917,1912-07-05,9.6,,
918,1912-07-06,10.3,,
919,1912-07-07,12.3,,
920,1912-07-08,13.7,,
921,1912-07-09,10.1,,
922,1912-07-10,7.7,,
923,1912-07-11,9.1,,
924,1912-07-12,10.8,,
925,1912-07-13,10.6,,
926,1912-07-14,9.4,,
927,1912-07-15,9.6,,
928,1912-07-16,10.9,,
929,1912-07-17,10.4,,
