,date,mean temperature (degC),site number,site name
339,1914-01-06,32.6,,
340,1914-01-07,33.4,,
341,1914-01-08,33.3,,
342,1914-01-09,34.0,,
343,1914-01-10,34.5,,
344,1914-01-11,35.5,,
345,1914-01-12,34.4,,
346,1914-01-13,27.5,,
347,1914-01-14,26.8,,
348,1914-01-15,25.7,,
349,1914-01-16,28.7,,
350,1914-01-17,29.6,,
351,1914-01-18,28.6,,
352,1914-01-19,23.9,,
353,1914-01-20,27.0,,
354,1914-01-21,28.4,,
355,1914-01-22,29.7,,
356,1914-01-23,23.0,,
357,1914-01-24,25.4,,
358,1914-01-25,26.3,,
359,1914-01-26,28.9,,
360,1914-01-27,30.0,,
361,1914-01-28,28.6,,
362,1914-01-29,25.3,,
363,1914-01-30,25.8,,
364,1914-01-31,31.3,,
365,1914-02-01,31.0,,
366,1914-02-02,26.2,,
367,1914-02-03,27.0,,
368,1914-02-04,25.6,,
369,1914-02-05,27.0,,
370,1914-02-06,25.4,,
371,1914-02-07,27.1,,
372,1914-02-08,28.0,,
373,1914-02-09,28.0,,
374,1914-02-10,30.9,,
375,1914-02-11,32.3,,
376,1914-02-12,28.0,,
377,1914-02-13,26.8,,
378,1914-02-14,25.0,,
379,1914-02-15,26.3,,
380,1914-02-16,25.3,,
381,1914-02-17,25.3,,
382,1914-02-18,27.0,,
383,1914-02-19,24.5,,
384,1914-02-20,27.2,,
385,1914-02-21,28.8,,
386,1914-02-22,30.5,,
387,1914-02-23,30.7,,
388,1914-02-24,24.6,,
389,1914-02-25,20.9,,
390,1914-02-26,22.0,,
391,1914-02-27,23.5,,
392,1914-02-28,23.5,,
393,1914-03-01,23.5,,
394,1914-03-02,25.0,,
395,1914-03-03,23.4,,
396,1914-03-04,23.4,,
397,1914-03-05,23.4,,
398,1914-03-06,24.0,,
399,1914-03-07,22.8,,
400,1914-03-08,22.3,,
401,1914-03-09,22.0,,
402,1914-03-10,22.5,,
403,1914-03-11,24.0,,
404,1914-03-12,24.3,,
405,1914-03-13,23.4,,
406,1914-03-14,24.5,,
407,1914-03-15,24.9,,
408,1914-03-16,23.7,,
409,1914-03-17,24.3,,
410,1914-03-18,26.0,,
411,1914-03-19,26.8,,
412,1914-03-20,26.6,,
413,1914-03-21,24.0,,
414,1914-03-22,25.1,,
415,1914-03-23,23.0,,
416,1914-03-24,24.8,,
417,1914-03-25,21.6,,
418,1914-03-26,20.5,,
419,1914-03-27,22.7,,
420,1914-03-28,25.4,,
421,1914-03-29,25.7,,
422,1914-03-30,24.5,,
423,1914-03-31,21.3,,
424,1914-04-01,19.2,,
425,1914-04-02,23.8,,
426,1914-04-03,22.6,,
427,1914-04-04,22.3,,
428,1914-04-05,25.5,,
429,1914-04-06,24.0,,
430,1914-04-07,25.8,,
431,1914-04-08,23.4,,
432,1914-04-09,23.0,,
433,1914-04-10,25.6,,
434,1914-04-11,23.8,,
435,1914-04-12,17.0,,
436,1914-04-13,16.4,,
437,1914-04-14,16.3,,
438,1914-04-15,19.6,,
439,1914-04-16,20.3,,
440,1914-04-17,18.8,,
441,1914-04-18,19.8,,
442,1914-04-19,22.1,,
443,1914-04-20,22.1,,
444,1914-04-21,15.9,,
445,1914-04-22,15.9,,
446,1914-04-23,15.9,,
447,1914-04-24,14.4,,
448,1914-04-25,14.8,,
449,1914-04-26,16.3,,
450,1914-04-27,17.6,,
451,1914-04-28,17.5,,
452,1914-04-29,17.6,,
453,1914-04-30,18.6,,
454,1914-05-01,17.8,,
455,1914-05-02,18.2,,
456,1914-05-03,20.3,,
457,1914-05-04,19.6,,
458,1914-05-05,19.8,,
459,1914-05-06,18.9,,
460,1914-05-07,22.1,,
461,1914-05-08,18.2,,
462,1914-05-09,17.8,,
463,1914-05-10,17.9,,
464,1914-05-11,20.4,,
465,1914-05-12,18.5,,
466,1914-05-13,21.3,,
467,1914-05-14,18.9,,
468,1914-05-15,15.7,,
469,1914-05-16,14.0,,
470,1914-05-17,15.4,,
471,1914-05-18,18.5,,
472,1914-05-19,17.8,,
473,1914-05-20,13.1,,
474,1914-05-21,13.6,,
475,1914-05-22,14.9,,
476,1914-05-23,14.7,,
477,1914-05-24,14.6,,
478,1914-05-25,13.1,,
479,1914-05-26,14.4,,
480,1914-05-27,10.4,,
481,1914-05-28,7.2,,
482,1914-05-29,8.6,,
483,1914-05-30,9.1,,
484,1914-05-31,9.3,,
485,1914-06-01,10.1,,
486,1914-06-02,8.8,,
487,1914-06-03,10.8,,
488,1914-06-04,14.4,,
489,1914-06-05,14.4,,
490,1914-06-06,14.1,,
491,1914-06-07,12.9,,
492,1914-06-08,14.4,,
493,1914-06-09,12.5,,
494,1914-06-10,10.2,,
495,1914-06-11,9.9,,
496,1914-06-12,10.8,,
497,1914-06-13,11.9,,
498,1914-06-14,11.9,,
499,1914-06-15,10.3,,
500,1914-06-16,12.3,,
501,1914-06-17,6.0,,
502,1914-06-18,10.9,,
503,1914-06-19,11.5,,
504,1914-06-20,11.6,,
505,1914-06-21,12.3,,
506,1914-06-22,12.8,,
507,1914-06-23,17.6,,
508,1914-06-24,15.4,,
509,1914-06-25,14.6,,
510,1914-06-26,16.2,,
511,1914-06-27,14.0,,
512,1914-06-28,13.8,,
513,1914-06-29,13.0,,
514,1914-06-30,15.0,,
515,1914-07-01,15.8,,
516,1914-07-02,11.8,,
517,1914-07-03,11.5,,
518,1914-07-04,10.9,,
519,1914-07-05,9.8,,
520,1914-07-06,11.4,,
521,1914-07-07,9.7,,
522,1914-07-08,8.4,,
523,1914-07-09,8.7,,
524,1914-07-10,11.8,,
525,1914-07-11,7.0,,
526,1914-07-12,7.5,,
527,1914-07-13,6.8,,
528,1914-07-14,5.3,,
529,1914-07-15,7.2,,
530,1914-07-16,9.1,,
531,1914-07-17,7.1,,
532,1914-07-18,7.8,,
533,1914-07-19,9.1,,
534,1914-07-20,10.3,,
535,1914-07-21,13.1,,
536,1914-07-22,11.9,,
537,1914-07-23,11.4,,
538,1914-07-24,15.4,,
539,1914-07-25,13.8,,
540,1914-07-26,14.9,,
541,1914-07-27,11.3,,
542,1914-07-28,10.5,,
543,1914-07-29,13.5,,
544,1914-07-30,13.6,,
545,1914-07-31,12.6,,
546,1914-08-01,13.1,,
547,1914-08-02,12.5,,
548,1914-08-03,12.8,,
549,1914-08-04,11.8,,
550,1914-08-05,14.3,,
551,1914-08-06,12.2,,
552,1914-08-07,11.6,,
553,1914-08-08,13.3,,
554,1914-08-09,15.6,,
555,1914-08-10,11.8,,
556,1914-08-11,10.5,,
557,1914-08-12,9.5,,
558,1914-08-13,10.1,,
559,1914-08-14,11.4,,
560,1914-08-15,11.3,,
561,1914-08-16,12.7,,
562,1914-08-17,11.9,,
563,1914-08-18,12.8,,
564,1914-08-19,13.4,,
565,1914-08-20,12.9,,
566,1914-08-21,14.1,,
567,1914-08-22,15.3,,
568,1914-08-23,14.5,,
569,1914-08-24,15.8,,
570,1914-08-25,14.4,,
571,1914-08-26,13.6,,
572,1914-08-27,13.4,,
573,1914-08-28,14.6,,
574,1914-08-29,17.3,,
575,1914-08-30,18.5,,
576,1914-08-31,19.0,,
577,1914-09-01,16.4,,
578,1914-09-02,12.1,,
579,1914-09-03,15.7,,
580,1914-09-04,16.4,,
581,1914-09-05,16.1,,
582,1914-09-06,19.0,,
583,1914-09-07,18.9,,
584,1914-09-08,16.8,,
585,1914-09-09,17.7,,
586,1914-09-10,15.4,,
587,1914-09-11,15.4,,
588,1914-09-12,17.3,,
589,1914-09-13,18.4,,
590,1914-09-14,17.4,,
591,1914-09-15,16.3,,
592,1914-09-16,16.5,,
593,1914-09-17,17.5,,
594,1914-09-18,19.0,,
595,1914-09-19,17.1,,
596,1914-09-20,15.0,,
597,1914-09-21,14.3,,
598,1914-09-22,16.4,,
599,1914-09-23,20.0,,
600,1914-09-24,17.5,,
601,1914-09-25,15.6,,
602,1914-09-26,12.6,,
603,1914-09-27,13.2,,
604,1914-09-28,15.2,,
605,1914-09-29,18.8,,
606,1914-09-30,18.1,,
607,1914-10-01,18.8,,
608,1914-10-02,19.4,,
609,1914-10-03,17.6,,
610,1914-10-04,17.7,,
611,1914-10-05,18.0,,
612,1914-10-06,17.7,,
613,1914-10-07,18.9,,
614,1914-10-08,15.6,,
615,1914-10-09,18.9,,
616,1914-10-10,21.5,,
617,1914-10-11,22.8,,
618,1914-10-12,19.2,,
619,1914-10-13,21.8,,
620,1914-10-14,21.3,,
621,1914-10-15,22.0,,
622,1914-10-16,22.6,,
623,1914-10-17,19.2,,
624,1914-10-18,17.0,,
625,1914-10-19,17.1,,
626,1914-10-20,18.4,,
627,1914-10-21,20.3,,
628,1914-10-22,21.3,,
629,1914-10-23,24.5,,
630,1914-10-24,23.7,,
631,1914-10-25,25.3,,
632,1914-10-26,24.9,,
633,1914-10-27,25.5,,
634,1914-10-28,27.3,,
635,1914-10-29,27.0,,
636,1914-10-30,25.2,,
637,1914-10-31,28.2,,
638,1914-11-01,28.7,,
639,1914-11-02,25.5,,
640,1914-11-03,27.9,,
641,1914-11-04,29.8,,
642,1914-11-05,28.9,,
643,1914-11-06,29.5,,
644,1914-11-07,29.8,,
645,1914-11-08,28.7,,
646,1914-11-09,29.4,,
647,1914-11-10,30.0,,
648,1914-11-11,31.6,,
649,1914-11-12,26.4,,
650,1914-11-13,25.2,,
651,1914-11-14,24.5,,
652,1914-11-15,28.5,,
653,1914-11-16,31.1,,
654,1914-11-17,31.7,,
655,1914-11-18,32.7,,
656,1914-11-19,28.3,,
657,1914-11-20,29.1,,
658,1914-11-21,31.0,,
659,1914-11-22,29.3,,
660,1914-11-23,29.8,,
661,1914-11-24,31.8,,
662,1914-11-25,33.8,,
663,1914-11-26,27.6,,
664,1914-11-27,24.2,,
665,1914-11-28,25.0,,
666,1914-11-29,17.1,,
667,1914-11-30,18.7,,
668,1914-12-01,20.2,,
669,1914-12-02,24.0,,
670,1914-12-03,26.0,,
671,1914-12-04,25.5,,
672,1914-12-05,26.9,,
673,1914-12-06,28.2,,
674,1914-12-07,27.3,,
675,1914-12-08,24.5,,
676,1914-12-09,26.6,,
677,1914-12-10,29.1,,
678,1914-12-11,28.6,,
679,1914-12-12,30.0,,
680,1914-12-13,32.3,,
681,1914-12-14,33.7,,
682,1914-12-15,33.1,,
683,1914-12-16,29.9,,
684,1914-12-17,29.1,,
685,1914-12-18,29.4,,
686,1914-12-19,31.2,,
687,1914-12-20,29.6,,
688,1914-12-21,30.2,,
689,1914-12-22,29.4,,
690,1914-12-23,29.6,,
691,1914-12-24,31.7,,
692,1914-12-25,29.0,,
693,1914-12-26,30.1,,
694,1914-12-27,28.7,,
695,1914-12-28,24.1,,
696,1914-12-29,26.0,,
697,1914-12-30,25.3,,
698,1914-12-31,26.5,,
699,1915-01-01,24.8,,
700,1915-01-02,21.6,,
701,1915-01-03,28.4,,
702,1915-01-04,31.9,,
703,1915-01-05,32.8,,
704,1915-01-06,25.8,,
705,1915-01-07,23.4,,
706,1915-01-08,20.3,,
707,1915-01-09,21.8,,
708,1915-01-10,26.4,,
709,1915-01-11,27.5,,
710,1915-01-12,28.4,,
711,1915-01-13,24.0,,
712,1915-01-14,24.6,,
713,1915-01-15,24.7,,
714,1915-01-16,25.8,,
715,1915-01-17,27.7,,
716,1915-01-18,27.9,,
717,1915-01-19,31.5,,
718,1915-01-20,31.4,,
719,1915-01-21,21.5,,
720,1915-01-22,24.3,,
721,1915-01-23,22.5,,
722,1915-01-24,27.2,,
723,1915-01-25,28.5,,
724,1915-01-26,30.5,,
725,1915-01-27,32.5,,
726,1915-01-28,33.3,,
727,1915-01-29,32.5,,
728,1915-01-30,31.5,,
729,1915-01-31,30.7,,
730,1915-02-01,31.3,,
731,1915-02-02,30.3,,
732,1915-02-03,31.2,,
733,1915-02-04,32.1,,
734,1915-02-05,33.6,,
735,1915-02-06,35.5,,
736,1915-02-07,34.5,,
737,1915-02-08,33.5,,
738,1915-02-09,30.2,,
739,1915-02-10,28.0,,
740,1915-02-11,28.2,,
741,1915-02-12,28.4,,
742,1915-02-13,29.0,,
743,1915-02-14,29.3,,
744,1915-02-15,29.3,,
745,1915-02-16,28.5,,
746,1915-02-17,29.5,,
747,1915-02-18,29.5,,
748,1915-02-19,29.1,,
749,1915-02-20,29.3,,
750,1915-02-21,32.0,,
751,1915-02-22,33.9,,
752,1915-02-23,28.9,,
753,1915-02-24,28.5,,
754,1915-02-25,28.9,,
755,1915-02-26,25.0,,
756,1915-02-27,26.3,,
757,1915-02-28,27.6,,
758,1915-03-01,30.4,,
759,1915-03-02,27.5,,
760,1915-03-03,22.5,,
761,1915-03-04,24.9,,
762,1915-03-05,27.4,,
763,1915-03-06,29.1,,
764,1915-03-07,30.6,,
765,1915-03-08,31.9,,
766,1915-03-09,28.0,,
767,1915-03-10,27.6,,
768,1915-03-11,27.7,,
769,1915-03-12,26.9,,
770,1915-03-13,29.1,,
771,1915-03-14,32.4,,
772,1915-03-15,30.8,,
773,1915-03-16,25.4,,
774,1915-03-17,24.0,,
775,1915-03-18,23.7,,
776,1915-03-19,23.9,,
777,1915-03-20,24.5,,
778,1915-03-21,25.8,,
779,1915-03-22,26.0,,
780,1915-03-23,25.6,,
781,1915-03-24,27.2,,
782,1915-03-25,27.3,,
783,1915-03-26,27.2,,
784,1915-03-27,26.8,,
785,1915-03-28,26.5,,
786,1915-03-29,28.1,,
787,1915-03-30,26.8,,
788,1915-03-31,21.1,,
789,1915-04-01,20.5,,
790,1915-04-02,21.4,,
791,1915-04-03,25.6,,
792,1915-04-04,23.4,,
793,1915-04-05,20.5,,
794,1915-04-06,19.6,,
795,1915-04-07,20.1,,
796,1915-04-08,22.2,,
797,1915-04-09,24.3,,
798,1915-04-10,23.5,,
799,1915-04-11,24.0,,
800,1915-04-12,21.7,,
801,1915-04-13,21.1,,
802,1915-04-14,19.0,,
803,1915-04-15,21.8,,
804,1915-04-16,22.4,,
805,1915-04-17,22.5,,
806,1915-04-18,21.0,,
807,1915-04-19,21.8,,
808,1915-04-20,22.5,,
809,1915-04-21,23.4,,
810,1915-04-22,22.7,,
811,1915-04-23,22.0,,
812,1915-04-24,19.1,,
813,1915-04-25,17.5,,
814,1915-04-26,16.1,,
815,1915-04-27,12.7,,
816,1915-04-28,11.5,,
817,1915-04-29,13.9,,
818,1915-04-30,15.8,,
819,1915-05-01,18.1,,
820,1915-05-02,19.0,,
821,1915-05-03,19.5,,
822,1915-05-04,18.4,,
823,1915-05-05,14.5,,
824,1915-05-06,16.8,,
825,1915-05-07,18.6,,
826,1915-05-08,17.8,,
827,1915-05-09,17.5,,
828,1915-05-10,16.1,,
829,1915-05-11,17.5,,
830,1915-05-12,20.2,,
831,1915-05-13,20.4,,
832,1915-05-14,19.0,,
833,1915-05-15,19.4,,
834,1915-05-16,14.6,,
835,1915-05-17,14.1,,
836,1915-05-18,10.6,,
837,1915-05-19,10.8,,
838,1915-05-20,8.3,,
839,1915-05-21,8.1,,
840,1915-05-22,9.8,,
841,1915-05-23,8.3,,
842,1915-05-24,8.5,,
843,1915-05-25,9.7,,
844,1915-05-26,9.0,,
845,1915-05-27,9.0,,
846,1915-05-28,9.6,,
847,1915-05-29,10.1,,
848,1915-05-30,9.7,,
849,1915-05-31,10.3,,
850,1915-06-01,11.8,,
851,1915-06-02,14.5,,
852,1915-06-03,15.6,,
853,1915-06-04,15.8,,
854,1915-06-05,13.8,,
855,1915-06-06,16.4,,
856,1915-06-07,17.7,,
857,1915-06-08,15.1,,
858,1915-06-09,8.3,,
859,1915-06-10,11.7,,
860,1915-06-11,11.3,,
861,1915-06-12,10.6,,
862,1915-06-13,9.2,,
863,1915-06-14,8.7,,
864,1915-06-15,11.7,,
865,1915-06-16,12.6,,
866,1915-06-17,12.6,,
867,1915-06-18,12.8,,
868,1915-06-19,14.8,,
869,1915-06-20,13.7,,
870,1915-06-21,11.1,,
871,1915-06-22,12.0,,
872,1915-06-23,14.1,,
873,1915-06-24,11.5,,
874,1915-06-25,12.0,,
875,1915-06-26,12.1,,
876,1915-06-27,10.6,,
877,1915-06-28,15.8,,
878,1915-06-29,8.6,,
879,1915-06-30,8.6,,
880,1915-07-01,9.4,,
881,1915-07-02,9.5,,
882,1915-07-03,7.3,,
883,1915-07-04,8.3,,
884,1915-07-05,10.9,,
885,1915-07-06,15.0,,
886,1915-07-07,19.5,,
887,1915-07-08,12.3,,
888,1915-07-09,11.9,,
889,1915-07-10,8.4,,
890,1915-07-11,7.2,,
891,1915-07-12,11.8,,
892,1915-07-13,16.6,,
893,1915-07-14,14.4,,
894,1915-07-15,13.7,,
895,1915-07-16,14.4,,
896,1915-07-17,14.7,,
897,1915-07-18,18.9,,
898,1915-07-19,23.4,,
899,1915-07-20,15.7,,
900,1915-07-21,15.9,,
901,1915-07-22,8.7,,
902,1915-07-23,8.9,,
903,1915-07-24,10.7,,
904,1915-07-25,11.1,,
905,1915-07-26,11.4,,
906,1915-07-27,11.0,,
907,1915-07-28,12.1,,
908,1915-07-29,11.6,,
909,1915-07-30,13.9,,
910,1915-07-31,19.5,,
911,1915-08-01,14.1,,
912,1915-08-02,13.8,,
913,1915-08-03,10.9,,
914,1915-08-04,14.8,,
915,1915-08-05,11.6,,
916,1915-08-06,11.7,,
917,1915-08-07,11.9,,
918,1915-08-08,11.5,,
919,1915-08-09,13.4,,
920,1915-08-10,9.2,,
921,1915-08-11,9.5,,
922,1915-08-12,13.5,,
923,1915-08-13,8.0,,
924,1915-08-14,10.5,,
925,1915-08-15,14.3,,
926,1915-08-16,12.1,,
927,1915-08-17,8.9,,
928,1915-08-18,9.4,,
929,1915-08-19,9.4,,
