,date,maximum temperature (degC),was nan
0,1975-03-01,24.3,False
1,1975-03-02,26.3,False
2,1975-03-03,24.1,False
3,1975-03-04,19.9,False
4,1975-03-05,23.1,False
5,1975-03-06,29.2,False
6,1975-03-07,22.7,False
7,1975-03-08,18.9,False
8,1975-03-09,19.8,False
9,1975-03-10,21.5,False
10,1975-03-11,21.0,False
11,1975-03-12,24.0,False
12,1975-03-13,24.3,False
13,1975-03-14,24.6,False
14,1975-03-15,27.7,False
15,1975-03-16,24.0,False
16,1975-03-17,24.5,False
17,1975-03-18,21.5,False
18,1975-03-19,24.5,False
19,1975-03-20,20.0,False
20,1975-03-21,21.5,False
21,1975-03-22,19.8,False
22,1975-03-23,24.0,False
23,1975-03-24,17.3,False
24,1975-03-25,19.0,False
25,1975-03-26,22.4,False
26,1975-03-27,31.1,False
27,1975-03-28,21.0,False
28,1975-03-29,20.9,False
29,1975-03-30,20.1,False
30,1975-03-31,19.6,False
31,1975-04-01,16.8,False
32,1975-04-02,18.5,False
33,1975-04-03,21.1,False
34,1975-04-04,26.1,False
35,1975-04-05,26.4,False
36,1975-04-06,16.6,False
37,1975-04-07,18.2,False
38,1975-04-08,18.8,False
39,1975-04-09,20.7,False
40,1975-04-10,15.3,False
41,1975-04-11,18.2,False
42,1975-04-12,18.4,False
43,1975-04-13,21.1,False
44,1975-04-14,21.3,False
45,1975-04-15,23.3,False
46,1975-04-16,21.5,False
47,1975-04-17,20.4,False
48,1975-04-18,18.8,False
49,1975-04-19,16.9,False
50,1975-04-20,15.2,False
51,1975-04-21,17.2,False
52,1975-04-22,17.5,False
53,1975-04-23,14.8,False
54,1975-04-24,15.3,False
55,1975-04-25,17.0,False
56,1975-04-26,22.5,False
57,1975-04-27,21.7,False
58,1975-04-28,17.0,False
59,1975-04-29,25.8,False
60,1975-04-30,17.2,False
61,1975-05-01,17.4,False
62,1975-05-02,17.4,False
63,1975-05-03,19.6,False
64,1975-05-04,18.5,False
65,1975-05-05,18.8,False
66,1975-05-06,22.5,False
67,1975-05-07,25.2,False
68,1975-05-08,15.9,False
69,1975-05-09,20.3,False
70,1975-05-10,17.4,False
71,1975-05-11,18.6,False
72,1975-05-12,18.8,False
73,1975-05-13,21.5,False
74,1975-05-14,16.3,False
75,1975-05-15,18.0,False
76,1975-05-16,17.4,False
77,1975-05-17,21.6,False
78,1975-05-18,21.2,False
79,1975-05-19,24.0,False
80,1975-05-20,21.4,False
81,1975-05-21,25.7,False
82,1975-05-22,19.6,False
83,1975-05-23,22.3,False
84,1975-05-24,19.6,False
85,1975-05-25,17.4,False
86,1975-05-26,15.9,False
87,1975-05-27,14.8,False
88,1975-05-28,16.7,False
89,1975-05-29,20.9,False
90,1975-05-30,17.2,False
91,1975-05-31,18.5,False
92,1975-06-01,19.0,False
93,1975-06-02,17.6,False
94,1975-06-03,22.3,False
95,1975-06-04,15.6,False
96,1975-06-05,10.9,False
97,1975-06-06,13.2,False
98,1975-06-07,13.8,False
99,1975-06-08,16.9,False
100,1975-06-09,15.8,False
101,1975-06-10,11.5,False
102,1975-06-11,10.0,False
103,1975-06-12,10.9,False
104,1975-06-13,11.4,False
105,1975-06-14,12.4,False
106,1975-06-15,12.5,False
107,1975-06-16,10.5,False
108,1975-06-17,11.7,False
109,1975-06-18,12.8,False
110,1975-06-19,12.8,False
111,1975-06-20,12.8,False
112,1975-06-21,13.2,False
113,1975-06-22,12.3,False
114,1975-06-23,12.5,False
115,1975-06-24,12.3,False
116,1975-06-25,10.7,False
117,1975-06-26,13.2,False
118,1975-06-27,16.8,False
119,1975-06-28,16.2,False
120,1975-06-29,15.9,False
121,1975-06-30,16.3,False
122,1975-07-01,14.7,False
123,1975-07-02,12.3,False
124,1975-07-03,12.1,False
125,1975-07-04,14.5,False
126,1975-07-05,13.0,False
127,1975-07-06,12.1,False
128,1975-07-07,12.3,False
129,1975-07-08,15.3,False
130,1975-07-09,16.5,False
131,1975-07-10,16.8,False
132,1975-07-11,15.7,False
133,1975-07-12,13.7,False
134,1975-07-13,19.5,False
135,1975-07-14,13.7,False
136,1975-07-15,14.9,False
137,1975-07-16,14.5,False
138,1975-07-17,13.0,False
139,1975-07-18,14.6,False
140,1975-07-19,16.8,False
141,1975-07-20,17.8,False
142,1975-07-21,13.7,False
143,1975-07-22,20.8,False
144,1975-07-23,20.7,False
145,1975-07-24,15.4,False
146,1975-07-25,21.6,False
147,1975-07-26,22.9,False
148,1975-07-27,20.5,False
149,1975-07-28,25.1,False
150,1975-07-29,21.5,False
151,1975-07-30,24.1,False
152,1975-07-31,13.1,False
153,1975-08-01,13.8,False
154,1975-08-02,12.1,False
155,1975-08-03,12.7,False
156,1975-08-04,13.8,False
157,1975-08-05,16.6,False
158,1975-08-06,14.6,False
159,1975-08-07,11.8,False
160,1975-08-08,16.2,False
161,1975-08-09,18.1,False
162,1975-08-10,18.1,False
163,1975-08-11,10.4,False
164,1975-08-12,9.7,False
165,1975-08-13,13.8,False
166,1975-08-14,11.7,False
167,1975-08-15,13.0,False
168,1975-08-16,14.9,False
169,1975-08-17,13.8,False
170,1975-08-18,15.0,False
171,1975-08-19,15.5,False
172,1975-08-20,17.3,False
173,1975-08-21,17.3,False
174,1975-08-22,17.9,False
175,1975-08-23,14.7,False
176,1975-08-24,12.7,False
177,1975-08-25,16.7,False
178,1975-08-26,13.8,False
179,1975-08-27,16.2,False
180,1975-08-28,13.7,False
181,1975-08-29,15.0,False
182,1975-08-30,13.8,False
183,1975-08-31,14.0,False
184,1975-09-01,16.1,False
185,1975-09-02,21.3,False
186,1975-09-03,10.5,False
187,1975-09-04,8.3,False
188,1975-09-05,12.4,False
189,1975-09-06,15.5,False
190,1975-09-07,16.1,False
191,1975-09-08,18.9,False
192,1975-09-09,24.2,False
193,1975-09-10,21.5,False
194,1975-09-11,16.9,False
195,1975-09-12,25.9,False
196,1975-09-13,20.3,False
197,1975-09-14,15.0,False
198,1975-09-15,20.4,False
199,1975-09-16,23.4,False
200,1975-09-17,26.4,False
201,1975-09-18,18.9,False
202,1975-09-19,18.4,False
203,1975-09-20,14.8,False
204,1975-09-21,18.1,False
205,1975-09-22,24.0,False
206,1975-09-23,13.3,False
207,1975-09-24,14.7,False
208,1975-09-25,16.4,False
209,1975-09-26,19.2,False
210,1975-09-27,21.4,False
211,1975-09-28,25.2,False
212,1975-09-29,16.1,False
213,1975-09-30,11.4,False
214,1975-10-01,12.3,False
215,1975-10-02,14.4,False
216,1975-10-03,14.1,False
217,1975-10-04,15.6,False
218,1975-10-05,17.6,False
219,1975-10-06,24.3,False
220,1975-10-07,26.6,False
221,1975-10-08,17.8,False
222,1975-10-09,24.3,False
223,1975-10-10,23.4,False
224,1975-10-11,20.8,False
225,1975-10-12,16.7,False
226,1975-10-13,17.6,False
227,1975-10-14,17.9,False
228,1975-10-15,14.8,False
229,1975-10-16,14.0,False
230,1975-10-17,13.3,False
231,1975-10-18,15.1,False
232,1975-10-19,18.9,False
233,1975-10-20,21.2,False
234,1975-10-21,14.1,False
235,1975-10-22,14.9,False
236,1975-10-23,17.0,False
237,1975-10-24,17.6,False
238,1975-10-25,22.3,False
239,1975-10-26,14.4,False
240,1975-10-27,21.2,False
241,1975-10-28,25.7,False
242,1975-10-29,25.2,False
243,1975-10-30,24.5,False
244,1975-10-31,21.5,False
245,1975-11-01,14.9,False
246,1975-11-02,20.1,False
247,1975-11-03,18.7,False
248,1975-11-04,21.0,False
249,1975-11-05,21.8,False
250,1975-11-06,16.9,False
251,1975-11-07,14.2,False
252,1975-11-08,18.0,False
253,1975-11-09,23.3,False
254,1975-11-10,18.5,False
255,1975-11-11,18.7,False
256,1975-11-12,19.2,False
257,1975-11-13,25.8,False
258,1975-11-14,28.9,False
259,1975-11-15,24.5,False
260,1975-11-16,18.6,False
261,1975-11-17,27.3,False
262,1975-11-18,29.8,False
263,1975-11-19,30.4,False
264,1975-11-20,31.6,False
265,1975-11-21,24.5,False
266,1975-11-22,20.5,False
267,1975-11-23,25.2,False
268,1975-11-24,27.3,False
269,1975-11-25,25.5,False
270,1975-11-26,17.7,False
271,1975-11-27,21.0,False
272,1975-11-28,31.7,False
273,1975-11-29,25.9,False
274,1975-11-30,29.4,False
275,1975-12-01,24.3,False
276,1975-12-02,32.6,False
277,1975-12-03,26.8,False
278,1975-12-04,22.3,False
279,1975-12-05,21.1,False
280,1975-12-06,28.4,False
281,1975-12-07,34.0,False
282,1975-12-08,23.5,False
283,1975-12-09,22.0,False
284,1975-12-10,18.8,False
285,1975-12-11,39.5,False
286,1975-12-12,39.7,False
287,1975-12-13,17.0,False
288,1975-12-14,22.7,False
289,1975-12-15,19.7,False
290,1975-12-16,25.6,False
291,1975-12-17,17.9,False
292,1975-12-18,17.5,False
293,1975-12-19,17.2,False
294,1975-12-20,20.0,False
295,1975-12-21,21.4,False
296,1975-12-22,22.0,False
297,1975-12-23,18.8,False
298,1975-12-24,21.1,False
299,1975-12-25,19.2,False
300,1975-12-26,23.1,False
301,1975-12-27,27.1,False
302,1975-12-28,31.6,False
303,1975-12-29,26.2,False
304,1975-12-30,19.1,False
305,1975-12-31,22.0,False
306,1976-01-01,27.6,False
307,1976-01-02,21.9,False
308,1976-01-03,28.6,False
309,1976-01-04,40.6,False
310,1976-01-05,16.4,False
311,1976-01-06,19.1,False
312,1976-01-07,23.0,False
313,1976-01-08,31.5,False
314,1976-01-09,17.7,False
315,1976-01-10,20.0,False
316,1976-01-11,28.6,False
317,1976-01-12,30.3,False
318,1976-01-13,25.0,False
319,1976-01-14,28.9,False
320,1976-01-15,20.7,False
321,1976-01-16,20.5,False
322,1976-01-17,22.4,False
323,1976-01-18,29.3,False
324,1976-01-19,34.7,False
325,1976-01-20,19.9,False
326,1976-01-21,17.7,False
327,1976-01-22,20.6,False
328,1976-01-23,22.4,False
329,1976-01-24,22.0,False
330,1976-01-25,18.4,False
331,1976-01-26,17.6,False
332,1976-01-27,22.7,False
333,1976-01-28,23.0,False
334,1976-01-29,20.5,False
335,1976-01-30,21.9,False
336,1976-01-31,32.3,False
337,1976-02-01,28.2,False
338,1976-02-02,21.8,False
339,1976-02-03,22.7,False
340,1976-02-04,26.0,False
341,1976-02-05,24.3,False
342,1976-02-06,23.4,False
343,1976-02-07,26.8,False
344,1976-02-08,32.0,False
345,1976-02-09,20.2,False
346,1976-02-10,20.0,False
347,1976-02-11,22.7,False
348,1976-02-12,24.0,False
349,1976-02-13,32.0,False
350,1976-02-14,35.0,False
351,1976-02-15,24.7,False
352,1976-02-16,25.5,False
353,1976-02-17,34.9,False
354,1976-02-18,33.3,False
355,1976-02-19,19.4,False
356,1976-02-20,20.2,False
357,1976-02-21,24.7,False
358,1976-02-22,30.6,False
359,1976-02-23,30.3,False
360,1976-02-24,25.8,False
361,1976-02-25,20.5,False
362,1976-02-26,28.5,False
363,1976-02-27,27.9,False
364,1976-02-28,21.8,False
365,1976-02-29,32.0,False
366,1976-03-01,19.8,False
367,1976-03-02,24.4,False
368,1976-03-03,21.4,False
369,1976-03-04,18.2,False
370,1976-03-05,17.3,False
371,1976-03-06,19.1,False
372,1976-03-07,20.0,False
373,1976-03-08,20.2,False
374,1976-03-09,27.1,False
375,1976-03-10,23.1,False
376,1976-03-11,20.0,False
377,1976-03-12,22.8,False
378,1976-03-13,24.9,False
379,1976-03-14,27.9,False
380,1976-03-15,27.4,False
381,1976-03-16,28.2,False
382,1976-03-17,27.0,False
383,1976-03-18,24.6,False
384,1976-03-19,26.6,False
385,1976-03-20,21.1,False
386,1976-03-21,19.8,False
387,1976-03-22,20.6,False
388,1976-03-23,21.1,False
389,1976-03-24,19.8,False
390,1976-03-25,24.5,False
391,1976-03-26,18.8,False
392,1976-03-27,20.1,False
393,1976-03-28,22.8,False
394,1976-03-29,19.9,False
395,1976-03-30,19.8,False
396,1976-03-31,22.2,False
397,1976-04-01,25.3,False
398,1976-04-02,23.5,False
399,1976-04-03,22.6,False
400,1976-04-04,21.6,False
401,1976-04-05,21.0,False
402,1976-04-06,18.0,False
403,1976-04-07,18.3,False
404,1976-04-08,18.5,False
405,1976-04-09,17.2,False
406,1976-04-10,21.2,False
407,1976-04-11,23.1,False
408,1976-04-12,23.3,False
409,1976-04-13,25.4,False
410,1976-04-14,25.3,False
411,1976-04-15,25.8,False
412,1976-04-16,27.3,False
413,1976-04-17,28.2,False
414,1976-04-18,20.7,False
415,1976-04-19,15.3,False
416,1976-04-20,18.8,False
417,1976-04-21,16.9,False
418,1976-04-22,14.2,False
419,1976-04-23,17.0,False
420,1976-04-24,20.7,False
421,1976-04-25,24.8,False
422,1976-04-26,18.4,False
423,1976-04-27,18.8,False
424,1976-04-28,17.3,False
425,1976-04-29,13.2,False
426,1976-04-30,16.9,False
427,1976-05-01,18.3,False
428,1976-05-02,19.4,False
429,1976-05-03,17.9,False
430,1976-05-04,18.3,False
431,1976-05-05,15.1,False
432,1976-05-06,15.4,False
433,1976-05-07,18.7,False
434,1976-05-08,15.5,False
435,1976-05-09,15.0,False
436,1976-05-10,15.4,False
437,1976-05-11,14.9,False
438,1976-05-12,17.8,False
439,1976-05-13,17.2,False
440,1976-05-14,18.2,False
441,1976-05-15,21.1,False
442,1976-05-16,20.0,False
443,1976-05-17,18.0,False
444,1976-05-18,15.4,False
445,1976-05-19,16.0,False
446,1976-05-20,16.7,False
447,1976-05-21,18.6,False
448,1976-05-22,21.6,False
449,1976-05-23,21.4,False
450,1976-05-24,17.6,False
451,1976-05-25,18.9,False
452,1976-05-26,13.7,False
453,1976-05-27,16.1,False
454,1976-05-28,18.6,False
455,1976-05-29,18.7,False
456,1976-05-30,18.6,False
457,1976-05-31,19.0,False
458,1976-06-01,21.6,False
459,1976-06-02,12.6,False
460,1976-06-03,16.2,False
461,1976-06-04,14.2,False
462,1976-06-05,16.5,False
463,1976-06-06,18.9,False
464,1976-06-07,14.8,False
465,1976-06-08,16.2,False
466,1976-06-09,15.8,False
467,1976-06-10,14.8,False
468,1976-06-11,13.7,False
469,1976-06-12,16.4,False
470,1976-06-13,13.7,False
471,1976-06-14,15.9,True
472,1976-06-15,15.9,True
473,1976-06-16,15.9,True
474,1976-06-17,15.9,True
475,1976-06-18,15.9,True
476,1976-06-19,15.9,True
477,1976-06-20,15.9,True
478,1976-06-21,15.9,True
479,1976-06-22,15.9,True
480,1976-06-23,15.9,False
481,1976-06-24,17.3,False
482,1976-06-25,18.4,False
483,1976-06-26,19.9,False
484,1976-06-27,17.9,False
485,1976-06-28,12.4,False
486,1976-06-29,10.9,False
487,1976-06-30,11.2,False
488,1976-07-01,11.2,False
489,1976-07-02,13.9,False
490,1976-07-03,15.9,False
491,1976-07-04,10.6,False
492,1976-07-05,13.2,False
493,1976-07-06,11.6,False
494,1976-07-07,13.6,False
495,1976-07-08,15.9,False
496,1976-07-09,15.9,False
497,1976-07-10,16.7,False
498,1976-07-11,12.5,False
499,1976-07-12,14.5,False
500,1976-07-13,11.7,False
501,1976-07-14,11.7,False
502,1976-07-15,9.9,False
503,1976-07-16,12.3,False
504,1976-07-17,12.3,False
505,1976-07-18,12.9,False
506,1976-07-19,15.7,False
507,1976-07-20,14.2,False
508,1976-07-21,11.7,False
509,1976-07-22,11.7,False
510,1976-07-23,11.2,False
511,1976-07-24,19.0,False
512,1976-07-25,21.1,False
513,1976-07-26,9.7,False
514,1976-07-27,10.3,False
515,1976-07-28,12.9,False
516,1976-07-29,16.4,False
517,1976-07-30,14.6,False
518,1976-07-31,17.8,False
519,1976-08-01,13.9,False
520,1976-08-02,12.0,False
521,1976-08-03,10.9,False
522,1976-08-04,15.1,False
523,1976-08-05,15.1,False
524,1976-08-06,13.6,False
525,1976-08-07,9.5,False
526,1976-08-08,10.7,False
527,1976-08-09,13.6,False
528,1976-08-10,10.9,False
529,1976-08-11,11.8,False
530,1976-08-12,14.5,False
531,1976-08-13,9.5,False
532,1976-08-14,11.5,False
533,1976-08-15,14.4,False
534,1976-08-16,18.5,False
535,1976-08-17,16.8,False
536,1976-08-18,14.8,False
537,1976-08-19,14.5,False
538,1976-08-20,18.5,False
539,1976-08-21,21.7,False
540,1976-08-22,21.2,False
541,1976-08-23,14.9,False
542,1976-08-24,9.4,False
543,1976-08-25,10.3,False
544,1976-08-26,14.4,False
545,1976-08-27,15.0,False
546,1976-08-28,14.9,False
547,1976-08-29,14.4,False
548,1976-08-30,14.5,False
549,1976-08-31,19.2,False
550,1976-09-01,18.2,False
551,1976-09-02,13.9,False
552,1976-09-03,15.8,False
553,1976-09-04,12.3,False
554,1976-09-05,12.1,False
555,1976-09-06,14.2,False
556,1976-09-07,15.8,False
557,1976-09-08,18.6,False
558,1976-09-09,10.5,False
559,1976-09-10,13.9,False
560,1976-09-11,10.8,False
561,1976-09-12,12.3,False
562,1976-09-13,10.9,False
563,1976-09-14,13.3,False
564,1976-09-15,14.5,False
565,1976-09-16,15.6,False
566,1976-09-17,14.4,False
567,1976-09-18,15.8,False
568,1976-09-19,24.1,False
569,1976-09-20,15.7,False
570,1976-09-21,18.3,False
571,1976-09-22,15.9,False
572,1976-09-23,14.2,False
573,1976-09-24,10.1,False
574,1976-09-25,12.3,False
575,1976-09-26,14.2,False
576,1976-09-27,18.9,False
577,1976-09-28,22.9,False
578,1976-09-29,25.2,False
579,1976-09-30,18.9,False
580,1976-10-01,13.7,False
581,1976-10-02,16.5,False
582,1976-10-03,25.3,False
583,1976-10-04,24.7,False
584,1976-10-05,24.1,False
585,1976-10-06,20.5,False
586,1976-10-07,16.8,False
587,1976-10-08,14.0,False
588,1976-10-09,13.4,False
589,1976-10-10,13.7,False
590,1976-10-11,13.7,False
591,1976-10-12,14.3,False
592,1976-10-13,15.6,False
593,1976-10-14,15.2,False
594,1976-10-15,15.0,False
595,1976-10-16,14.5,False
596,1976-10-17,14.2,False
597,1976-10-18,12.3,False
598,1976-10-19,13.1,False
599,1976-10-20,18.0,False
600,1976-10-21,21.5,False
601,1976-10-22,16.0,False
602,1976-10-23,18.2,False
603,1976-10-24,13.6,False
604,1976-10-25,17.2,False
605,1976-10-26,18.7,False
606,1976-10-27,14.9,False
607,1976-10-28,16.5,False
608,1976-10-29,16.2,False
609,1976-10-30,16.2,False
610,1976-10-31,23.3,False
611,1976-11-01,22.4,False
612,1976-11-02,24.4,False
613,1976-11-03,18.8,False
614,1976-11-04,15.4,False
615,1976-11-05,17.1,False
616,1976-11-06,16.6,False
617,1976-11-07,16.6,False
618,1976-11-08,21.2,False
619,1976-11-09,19.0,False
620,1976-11-10,23.2,False
621,1976-11-11,23.9,False
622,1976-11-12,25.9,False
623,1976-11-13,29.9,False
624,1976-11-14,20.4,False
625,1976-11-15,12.6,False
626,1976-11-16,16.6,False
627,1976-11-17,16.3,False
628,1976-11-18,13.2,False
629,1976-11-19,14.1,False
630,1976-11-20,17.6,False
631,1976-11-21,14.5,False
632,1976-11-22,17.0,False
633,1976-11-23,16.7,False
634,1976-11-24,16.7,False
635,1976-11-25,19.2,False
636,1976-11-26,17.6,False
637,1976-11-27,17.7,False
638,1976-11-28,18.6,False
639,1976-11-29,23.9,False
640,1976-11-30,21.3,False
641,1976-12-01,19.7,False
642,1976-12-02,19.9,False
643,1976-12-03,27.5,False
644,1976-12-04,20.2,False
645,1976-12-05,19.9,False
646,1976-12-06,30.0,False
647,1976-12-07,20.0,False
648,1976-12-08,19.9,False
649,1976-12-09,21.8,False
650,1976-12-10,26.4,False
651,1976-12-11,22.4,False
652,1976-12-12,23.3,False
653,1976-12-13,20.9,False
654,1976-12-14,31.0,False
655,1976-12-15,24.9,False
656,1976-12-16,19.7,False
657,1976-12-17,18.1,False
658,1976-12-18,22.3,False
659,1976-12-19,19.9,False
660,1976-12-20,28.6,False
661,1976-12-21,27.9,False
662,1976-12-22,36.2,False
663,1976-12-23,21.1,False
664,1976-12-24,18.9,False
665,1976-12-25,24.1,False
666,1976-12-26,21.8,False
667,1976-12-27,24.6,False
668,1976-12-28,22.3,False
669,1976-12-29,18.6,False
670,1976-12-30,18.9,False
671,1976-12-31,33.2,False
672,1977-01-01,20.0,False
673,1977-01-02,18.9,False
674,1977-01-03,17.6,False
675,1977-01-04,18.3,False
676,1977-01-05,19.3,False
677,1977-01-06,23.7,False
678,1977-01-07,28.7,False
679,1977-01-08,23.9,False
680,1977-01-09,25.9,False
681,1977-01-10,25.5,False
682,1977-01-11,20.4,False
683,1977-01-12,21.6,False
684,1977-01-13,34.7,False
685,1977-01-14,28.9,False
686,1977-01-15,26.4,False
687,1977-01-16,33.0,False
688,1977-01-17,22.8,False
689,1977-01-18,17.9,False
690,1977-01-19,22.4,False
691,1977-01-20,31.0,False
692,1977-01-21,23.9,False
693,1977-01-22,23.8,False
694,1977-01-23,21.6,False
695,1977-01-24,20.5,False
696,1977-01-25,20.5,False
697,1977-01-26,20.5,False
698,1977-01-27,22.7,False
699,1977-01-28,23.0,False
700,1977-01-29,36.5,False
701,1977-01-30,24.6,False
702,1977-01-31,28.5,False
703,1977-02-01,19.4,False
704,1977-02-02,20.4,False
705,1977-02-03,25.7,False
706,1977-02-04,33.6,False
707,1977-02-05,34.6,False
708,1977-02-06,18.8,False
709,1977-02-07,27.1,False
710,1977-02-08,32.0,False
711,1977-02-09,28.1,False
712,1977-02-10,22.4,False
713,1977-02-11,33.2,False
714,1977-02-12,36.8,False
715,1977-02-13,27.3,False
716,1977-02-14,27.4,False
717,1977-02-15,24.5,False
718,1977-02-16,25.5,False
719,1977-02-17,37.1,False
720,1977-02-18,32.4,False
721,1977-02-19,20.0,False
722,1977-02-20,20.4,False
723,1977-02-21,22.4,False
724,1977-02-22,20.9,False
725,1977-02-23,23.3,False
726,1977-02-24,21.8,False
727,1977-02-25,22.4,False
728,1977-02-26,18.5,False
729,1977-02-27,22.1,False
730,1977-02-28,18.3,False
731,1977-03-01,21.1,False
732,1977-03-02,22.4,False
733,1977-03-03,24.9,False
734,1977-03-04,20.8,False
735,1977-03-05,29.5,False
736,1977-03-06,19.2,False
737,1977-03-07,19.8,False
738,1977-03-08,21.1,False
739,1977-03-09,23.4,False
740,1977-03-10,29.5,False
741,1977-03-11,32.3,False
742,1977-03-12,22.2,False
743,1977-03-13,22.2,False
744,1977-03-14,32.1,False
745,1977-03-15,19.6,False
746,1977-03-16,19.7,False
747,1977-03-17,21.2,False
748,1977-03-18,21.2,False
749,1977-03-19,21.2,False
750,1977-03-20,19.9,False
751,1977-03-21,20.6,False
752,1977-03-22,23.4,False
753,1977-03-23,25.2,False
754,1977-03-24,22.5,False
755,1977-03-25,23.6,False
756,1977-03-26,23.2,False
757,1977-03-27,23.5,False
758,1977-03-28,23.2,False
759,1977-03-29,23.2,False
760,1977-03-30,23.3,False
761,1977-03-31,24.4,False
762,1977-04-01,18.8,False
763,1977-04-02,21.2,False
764,1977-04-03,26.8,False
765,1977-04-04,21.6,False
766,1977-04-05,28.0,False
767,1977-04-06,18.3,False
768,1977-04-07,17.2,False
769,1977-04-08,13.6,False
770,1977-04-09,16.3,False
771,1977-04-10,16.3,False
772,1977-04-11,18.1,False
773,1977-04-12,18.0,False
774,1977-04-13,18.5,False
775,1977-04-14,19.4,False
776,1977-04-15,19.4,False
777,1977-04-16,21.4,False
778,1977-04-17,17.1,False
779,1977-04-18,19.1,False
780,1977-04-19,19.7,False
781,1977-04-20,18.6,False
782,1977-04-21,18.5,False
783,1977-04-22,19.1,False
784,1977-04-23,16.6,False
785,1977-04-24,17.1,False
786,1977-04-25,17.2,False
787,1977-04-26,14.8,False
788,1977-04-27,18.3,False
789,1977-04-28,19.7,False
790,1977-04-29,14.6,False
791,1977-04-30,17.1,False
792,1977-05-01,15.6,False
793,1977-05-02,16.1,False
794,1977-05-03,20.2,False
795,1977-05-04,19.0,False
796,1977-05-05,18.3,False
797,1977-05-06,21.2,False
798,1977-05-07,18.5,False
799,1977-05-08,21.4,False
800,1977-05-09,20.2,False
801,1977-05-10,21.1,False
802,1977-05-11,18.8,False
803,1977-05-12,18.8,False
804,1977-05-13,21.8,False
805,1977-05-14,13.9,False
806,1977-05-15,17.2,False
807,1977-05-16,15.5,False
808,1977-05-17,16.3,False
809,1977-05-18,16.1,False
810,1977-05-19,18.2,False
811,1977-05-20,21.3,False
812,1977-05-21,15.0,False
813,1977-05-22,14.1,False
814,1977-05-23,16.0,False
815,1977-05-24,13.6,False
816,1977-05-25,16.3,False
817,1977-05-26,18.3,False
818,1977-05-27,13.6,False
819,1977-05-28,15.5,False
820,1977-05-29,15.2,False
821,1977-05-30,13.8,False
822,1977-05-31,9.6,False
823,1977-06-01,11.0,False
824,1977-06-02,14.8,False
825,1977-06-03,14.7,False
826,1977-06-04,14.0,False
827,1977-06-05,15.3,False
828,1977-06-06,17.2,False
829,1977-06-07,16.5,False
830,1977-06-08,14.4,False
831,1977-06-09,9.2,False
832,1977-06-10,13.7,False
833,1977-06-11,12.6,False
834,1977-06-12,13.0,False
835,1977-06-13,14.8,False
836,1977-06-14,11.5,False
837,1977-06-15,17.2,False
838,1977-06-16,14.7,False
839,1977-06-17,18.8,False
840,1977-06-18,12.8,False
841,1977-06-19,14.7,False
842,1977-06-20,14.0,False
843,1977-06-21,12.0,False
844,1977-06-22,14.7,False
845,1977-06-23,14.4,False
846,1977-06-24,15.9,False
847,1977-06-25,11.1,False
848,1977-06-26,11.9,False
849,1977-06-27,13.8,False
850,1977-06-28,12.4,False
851,1977-06-29,14.8,False
852,1977-06-30,9.0,False
853,1977-07-01,10.5,False
854,1977-07-02,12.4,False
855,1977-07-03,15.2,False
856,1977-07-04,15.3,False
857,1977-07-05,11.9,False
858,1977-07-06,14.6,False
859,1977-07-07,15.2,False
860,1977-07-08,12.6,False
861,1977-07-09,11.9,False
862,1977-07-10,14.6,False
863,1977-07-11,14.5,False
864,1977-07-12,13.6,False
865,1977-07-13,15.8,False
866,1977-07-14,12.3,True
867,1977-07-15,12.3,True
868,1977-07-16,12.3,False
869,1977-07-17,10.6,False
870,1977-07-18,11.6,False
871,1977-07-19,11.9,False
872,1977-07-20,12.9,False
873,1977-07-21,12.9,False
874,1977-07-22,20.9,False
875,1977-07-23,18.4,False
876,1977-07-24,13.2,False
877,1977-07-25,12.1,False
878,1977-07-26,10.4,False
879,1977-07-27,11.5,False
880,1977-07-28,11.9,False
881,1977-07-29,12.2,False
882,1977-07-30,12.1,False
883,1977-07-31,14.4,False
884,1977-08-01,14.9,False
885,1977-08-02,14.8,False
886,1977-08-03,14.9,False
887,1977-08-04,16.7,False
888,1977-08-05,15.9,False
889,1977-08-06,18.5,False
890,1977-08-07,12.5,False
891,1977-08-08,12.7,False
892,1977-08-09,17.2,False
893,1977-08-10,23.2,False
894,1977-08-11,20.2,False
895,1977-08-12,17.2,False
896,1977-08-13,12.0,False
897,1977-08-14,12.7,False
898,1977-08-15,15.4,False
899,1977-08-16,13.8,False
900,1977-08-17,18.3,False
901,1977-08-18,21.2,False
902,1977-08-19,23.9,False
903,1977-08-20,25.0,False
904,1977-08-21,17.7,False
905,1977-08-22,14.4,False
906,1977-08-23,19.5,False
907,1977-08-24,24.2,False
908,1977-08-25,24.8,False
909,1977-08-26,24.8,False
910,1977-08-27,12.7,False
911,1977-08-28,18.3,False
912,1977-08-29,20.8,False
913,1977-08-30,12.0,False
914,1977-08-31,12.7,False
915,1977-09-01,13.0,False
916,1977-09-02,11.6,False
917,1977-09-03,13.3,False
918,1977-09-04,10.5,False
919,1977-09-05,12.1,False
920,1977-09-06,13.0,False
921,1977-09-07,13.3,False
922,1977-09-08,16.6,False
923,1977-09-09,19.2,False
924,1977-09-10,9.9,False
925,1977-09-11,13.9,False
926,1977-09-12,14.8,False
927,1977-09-13,9.8,False
928,1977-09-14,12.1,False
929,1977-09-15,12.5,False
930,1977-09-16,13.1,False
931,1977-09-17,15.6,False
