,f (/days),component
0,0.0,(274463.39999999997+5.5280224842135794e-12j)
1,5.606009642336585e-05,(-8943.74585566758-6274.01253507446j)
2,0.0001121201928467317,(-719.1638019727043+11937.008912043982j)
3,0.00016818028927009755,(7050.012640192464-7785.783903805294j)
4,0.0002242403856934634,(-10945.413000883544-2175.179312391653j)
5,0.00028030048211682924,(3095.549319140688+7780.580718386228j)
6,0.0003363605785401951,(3527.2067355622394-5554.79552617921j)
7,0.00039242067496356094,(-5953.722530310617+4045.0268786746683j)
8,0.0004484807713869268,(5042.843037977287+2766.1953382958204j)
9,0.0005045408678102926,(-2803.681057480568-3521.0357102715207j)
10,0.0005606009642336585,(130.3450400917675+4247.720534906237j)
11,0.0006166610606570243,(1975.9307157681835+687.8212849205727j)
12,0.0006727211570803902,(-1012.3130577745585-240.76019449327663j)
13,0.000728781253503756,(-70.96882069720698+118.34928913473216j)
14,0.0007848413499271219,(-429.8745218470727+650.0929756105446j)
15,0.0008409014463504877,(2724.983359513641+1944.017227719186j)
16,0.0008969615427738536,(-2734.700464503991-1873.1169812169799j)
17,0.0009530216391972194,(209.2643383836338+2033.5451661908091j)
18,0.0010090817356205853,(1605.9596496737402-1232.3064240690787j)
19,0.001065141832043951,(-1018.4454908891449-785.6043731929094j)
20,0.001121201928467317,(755.310873599498+2027.0901677492157j)
21,0.001177262024890683,(-661.6868811690063-1652.5757657306217j)
22,0.0012333221213140487,(-2570.45356605576+1285.5526552051435j)
23,0.0012893822177374144,(2007.1372580756763-2150.3794310342596j)
24,0.0013454423141607804,(-1370.1180292235313-65.74173355179212j)
25,0.0014015024105841463,(-443.6681516493485+662.6255727299729j)
26,0.001457562507007512,(-1021.3911423062061-1751.6090283375713j)
27,0.0015136226034308778,(-14.50164648775727+587.8280693575663j)
28,0.0015696826998542438,(-1686.9982419681219-516.5323167208898j)
29,0.0016257427962776097,(-2066.553441508304+886.6550489565304j)
30,0.0016818028927009755,(1549.4804511614764-163.87518040773335j)
31,0.0017378629891243412,(-2549.5620860471954-2697.563865620497j)
32,0.0017939230855477072,(457.23916277395733+1765.853947332662j)
33,0.0018499831819710731,(-2028.8870676419067+324.78321122383267j)
34,0.0019060432783944389,(-2388.8310823837496-182.5077030096013j)
35,0.0019621033748178046,(244.0633921890785+803.2815658679388j)
36,0.0020181634712411706,(-2074.958636757729-2381.480836841245j)
37,0.0020742235676645365,(-1156.2497597554345+392.45671357518097j)
38,0.002130283664087902,(-1645.281901381076-571.2636924588676j)
39,0.002186343760511268,(-1786.6832185662063-479.3819808574722j)
40,0.002242403856934634,(222.29290432723792-2594.3997068192675j)
41,0.002298463953358,(-5424.344651007854+114.64004382790608j)
42,0.002354524049781366,(-612.9871656374264+2881.98910122414j)
43,0.0024105841462047314,(-1186.7465554087264-3722.92815308785j)
44,0.0024666442426280973,(-6779.76232700834+1963.007884264507j)
45,0.0025227043390514633,(2736.15043223203-9.196148142683569j)
46,0.002578764435474829,(-8327.39554501646-5651.024645619301j)
47,0.0026348245318981948,(-7276.734282118766+4644.691729356041j)
48,0.0026908846283215607,(-6820.945943559633-7481.300443757083j)
49,0.0027469447247449267,(65056.1469084602+18723.03743261698j)
50,0.0028030048211682927,(12136.506854310395+9503.71334616697j)
51,0.002859064917591658,(6954.9988236942445-2972.249391432201j)
52,0.002915125014015024,(-1464.3444668917152+3912.2687431677914j)
53,0.00297118511043839,(5310.36237862169+3128.0327087607275j)
54,0.0030272452068617556,(164.38232191476527-2361.1604627613115j)
55,0.0030833053032851216,(-419.7368292761555+4170.194534389729j)
56,0.0031393653997084875,(5130.960799893229-581.2874505731588j)
57,0.0031954254961318535,(686.9400350888666-2140.626161549753j)
58,0.0032514855925552194,(1138.0182980180257+2417.926075328657j)
59,0.003307545688978585,(2841.732183117677-14.947762588469914j)
60,0.003363605785401951,(160.50970426386368-767.897614980086j)
61,0.003419665881825317,(1309.0249100759515+2614.895830237267j)
62,0.0034757259782486824,(1418.2312338318873+1435.0956959836017j)
63,0.0035317860746720484,(-62.21505380420365-1781.7684046642828j)
64,0.0035878461710954143,(-156.36141344748307+1028.4927674534047j)
65,0.0036439062675187803,(1497.4993740394434+676.5061977718303j)
66,0.0036999663639421462,(-47.30294292206503+1020.4827929846833j)
67,0.0037560264603655118,(-2424.9722786574025+518.4021691477396j)
68,0.0038120865567888777,(892.2438092114153+1322.9053360589328j)
69,0.0038681466532122437,(-205.7998904546074-1580.4352345373027j)
70,0.003924206749635609,(-519.6965269150672+742.7524937460245j)
71,0.003980266846058975,(1127.7254617393369+1004.0065975945488j)
72,0.004036326942482341,(-733.891382950316+1279.564086684776j)
73,0.004092387038905707,(-1073.592133840823+1654.069664267066j)
74,0.004148447135329073,(1652.013707222615-1853.2338987225717j)
75,0.004204507231752439,(-225.60566228972635-766.4357821482765j)
76,0.004260567328175804,(760.7733202008178+157.7611787855686j)
77,0.00431662742459917,(619.8429646245596+1629.82268663556j)
78,0.004372687521022536,(229.17848720151767-2118.796040116883j)
79,0.004428747617445902,(-62.72455761667334+1723.868691714984j)
80,0.004484807713869268,(-166.37378557807943+424.95129577323223j)
81,0.004540867810292634,(-1142.2188911358644-1228.8091373231946j)
82,0.004596927906716,(-1821.3735209822198+787.2968706120585j)
83,0.004652988003139366,(318.20221269838515+1177.756782544208j)
84,0.004709048099562732,(1357.172429884085-73.9267260273495j)
85,0.004765108195986097,(-26.346972192327314+1427.2619037183526j)
86,0.004821168292409463,(1073.3199496254322+380.08529586507706j)
87,0.004877228388832829,(-679.6454082428858-871.1560754523283j)
88,0.004933288485256195,(-214.49683509895604+1058.543222864671j)
89,0.004989348581679561,(-42.593872307120876+370.1133677663381j)
90,0.005045408678102927,(489.75502524088927-1372.9303762195382j)
91,0.0051014687745262926,(527.4850987576415+1324.458714430769j)
92,0.005157528870949658,(1671.0315741693105+1712.8744657881596j)
93,0.005213588967373024,(227.56556324047114+198.3311077938776j)
94,0.0052696490637963896,(-1158.6390550920214-450.7075950532037j)
95,0.0053257091602197555,(-925.9899814674977+1952.4641982594658j)
96,0.0053817692566431215,(2011.0728096014816+532.5822448282657j)
97,0.005437829353066487,(-1546.880440578987+2689.004298273917j)
98,0.005493889449489853,(934.0277836800016-5214.020955701912j)
99,0.005549949545913219,(1571.5873560951013-1556.1334894705583j)
100,0.005606009642336585,(-424.4060174415899-501.8912317389085j)
101,0.00566206973875995,(375.37495793252185-556.6944007906761j)
102,0.005718129835183316,(1633.960012346213-1097.9786605734575j)
103,0.005774189931606682,(277.94478039356943+1077.8966308096126j)
104,0.005830250028030048,(1593.8039717583074-1699.608390391773j)
105,0.005886310124453414,(522.503172514495-1537.3438890366876j)
106,0.00594237022087678,(-1129.5749071837704-254.0280938269451j)
107,0.005998430317300146,(639.9207764323686+716.3501128768709j)
108,0.006054490413723511,(120.86552060859611-1285.0157418834183j)
109,0.006110550510146877,(-1185.6367427745215+124.03603940174867j)
110,0.006166610606570243,(949.3752563814232+681.2648425824093j)
111,0.006222670702993609,(-75.66312695266387+491.92784222202437j)
112,0.006278730799416975,(-317.67134053488365-1415.4635141805793j)
113,0.006334790895840341,(692.1063643958215+338.36942247611154j)
114,0.006390850992263707,(158.84681714713656-83.97443103275312j)
115,0.006446911088687073,(372.6641851024693+399.27366347022905j)
116,0.006502971185110439,(219.51043399906067-269.12405543241016j)
117,0.006559031281533804,(755.5915630284655-1607.769834871308j)
118,0.00661509137795717,(172.98831969304564+943.9200536387426j)
119,0.006671151474380536,(1610.0364797835603-502.1877435208663j)
120,0.006727211570803902,(-313.5038906548402-632.2518323150427j)
121,0.006783271667227268,(-112.85239391469099+283.2614468823673j)
122,0.006839331763650634,(608.0312203814824+1598.1794176645697j)
123,0.006895391860074,(770.7358625132067+90.35656280833777j)
124,0.006951451956497365,(-1538.2663051694296+248.01428141370343j)
125,0.007007512052920731,(696.1214553897693+656.630640214277j)
126,0.007063572149344097,(558.429678031675+256.41295104615057j)
127,0.007119632245767463,(-422.0830259676113+382.1765164448726j)
128,0.007175692342190829,(1480.444376787435+58.34036019821508j)
129,0.007231752438614195,(78.40388015005684+311.66524595861665j)
130,0.0072878125350375605,(-1355.4683579019913+275.44988298205163j)
131,0.0073438726314609265,(598.8951491230051-660.8223560258937j)
132,0.0073999327278842925,(1956.9110323757932+39.040892487701726j)
133,0.0074559928243076576,(643.0200416687259+371.30230162624804j)
134,0.0075120529207310235,(341.3317310438268+509.5020244891213j)
135,0.0075681130171543895,(162.85048972800422-1073.3433654167688j)
136,0.007624173113577755,(-1023.5631159786071+494.6429623061971j)
137,0.007680233210001121,(1430.4161996741689-945.4625249172899j)
138,0.007736293306424487,(824.5707150822393-16.743233583577904j)
139,0.007792353402847853,(-1548.6040170032445+401.446681277709j)
140,0.007848413499271218,(-50.728088438142095+1010.4121360391878j)
141,0.007904473595694584,(284.06853187398013-920.461396786479j)
142,0.00796053369211795,(-378.58766556983716+212.6266596011473j)
143,0.008016593788541316,(689.2728512488058+455.6247430220626j)
