,f (/years),component
0,0.0,(285183+5.6417093219351955e-12j)
1,0.020475950218634378,(-2405.1208480789865+837.1270047928543j)
2,0.040951900437268755,(160.4840639971343+1194.2662265563235j)
3,0.06142785065590313,(-1156.9561280847622-474.33348582076974j)
4,0.08190380087453751,(-2083.0650295586092+1223.4003993482156j)
5,0.10237975109317188,(-1746.327377740423-2210.5338792214948j)
6,0.12285570131180626,(-1364.4267876066833+2371.6221442885253j)
7,0.14333165153044064,(-2097.419144148142-558.9005576042405j)
8,0.16380760174907502,(-2029.4292700793153+2732.9482273032436j)
9,0.18428355196770937,(1448.5345945248375-2218.6865101176713j)
10,0.20475950218634376,(1052.6661916294224-1160.5668006179624j)
11,0.22523545240497814,(-0.047890189695127816+589.8495123807917j)
12,0.24571140262361252,(70.87760398940193+872.8946537739234j)
13,0.26618735284224687,(-686.3668373517527-338.75027398388477j)
14,0.2866633030608813,(453.76641385037914+2015.5278249923344j)
15,0.30713925327951563,(494.4787153678775+1457.339076578221j)
16,0.32761520349815004,(-893.1447953054908+307.7552569891654j)
17,0.3480911537167844,(-79.54915195505427+259.4453276348184j)
18,0.36856710393541875,(1451.6560069385587+1402.1870586298649j)
19,0.3890430541540531,(1224.2458404458898-601.093109155891j)
20,0.4095190043726875,(-2356.29260778566+118.92438521262748j)
21,0.4299949545913219,(847.5509614095669-985.1393260100491j)
22,0.4504709048099563,(-747.2397606204572-1075.028601130769j)
23,0.4709468550285906,(1309.8183547928663-1535.0735954737959j)
24,0.49142280524722504,(-858.9760476225655+1089.7904341339433j)
25,0.5118987554658595,(-795.8356254551697-790.9996929670087j)
26,0.5323747056844937,(-90.1595356095843+156.25233150033193j)
27,0.5528506559031281,(-172.65042395235275-71.95917067356018j)
28,0.5733266061217626,(-231.69986063459987+489.07588310261224j)
29,0.5938025563403969,(-743.322658168142+1037.3842853245214j)
30,0.6142785065590313,(-454.8237056761491-707.5209590486453j)
31,0.6347544567776656,(18.952855025290418-467.2058377013439j)
