,f (/years),component
0,0.0,(361599.19999999995+8.469669410260394e-12j)
1,0.020475950218634378,(107.58107724552515+1497.1745868266376j)
2,0.040951900437268755,(-49.06863330940248+1288.56553534289j)
3,0.06142785065590313,(-113.49275199546017+2143.8366568133697j)
4,0.08190380087453751,(330.2964287391187-412.61276782655045j)
5,0.10237975109317188,(-1767.2400840786488-482.9306668915693j)
6,0.12285570131180626,(566.7383990740682+2079.5190811656344j)
7,0.14333165153044064,(455.0530373805787+398.43479966540673j)
8,0.16380760174907502,(65.05365955123102+3571.9505441470164j)
9,0.18428355196770937,(-845.1354045727642-468.020033409704j)
10,0.20475950218634376,(-93.18027677450974+333.99518955481426j)
11,0.22523545240497814,(1161.1426810857274+1149.8567053893626j)
12,0.24571140262361252,(-1564.8809015967072+355.89758342899916j)
13,0.26618735284224687,(922.1691240300164-881.6607426976451j)
14,0.2866633030608813,(2369.546668539379+496.3205333123074j)
15,0.30713925327951563,(719.018936420162+1554.2440639875938j)
16,0.32761520349815004,(-1385.3079986429577+691.7289247081917j)
17,0.3480911537167844,(870.2646303532971-1975.1641726514301j)
18,0.36856710393541875,(-969.2867101164946-1890.7002748954753j)
19,0.3890430541540531,(632.7854388886425+78.19199806437871j)
20,0.4095190043726875,(-2499.6856067419044-108.8018223855851j)
21,0.4299949545913219,(1603.2743986498645+2138.7607839366137j)
22,0.4504709048099563,(598.131256965793+122.01052671156773j)
23,0.4709468550285906,(-746.253637648035+279.58175257399273j)
24,0.49142280524722504,(719.1135146679989-468.904266261089j)
25,0.5118987554658595,(-717.1931501922279-539.6905809406908j)
26,0.5323747056844937,(433.23973990250545-791.5916969267972j)
27,0.5528506559031281,(-484.22033595161184-126.60765212985464j)
28,0.5733266061217626,(-2750.5863538898666+147.3273565534678j)
29,0.5938025563403969,(1753.1417396159156-87.1016091216307j)
30,0.6142785065590313,(-348.4562582146753+430.14553693862905j)
31,0.6347544567776656,(-68.62408086028148-978.3053058362602j)
32,0.6552304069963001,(92.12282384034017-2601.0377971420753j)
33,0.6757063572149344,(-610.0523958853619+982.0069356995876j)
34,0.6961823074335688,(-2468.7949374502837+467.40213433018994j)
35,0.7166582576522031,(-1196.7205280148544-1885.07135484579j)
36,0.7371342078708375,(-2166.648062002444-1003.2020524380295j)
37,0.757610158089472,(40.42328423610991-1545.683425001389j)
38,0.7780861083081062,(-2380.799061816302-603.0631770894657j)
39,0.7985620585267407,(-736.1643066862525-626.7188252873306j)
40,0.819038008745375,(-1064.0727325169362-378.7197899759637j)
41,0.8395139589640095,(-1947.7789385716942+1785.9951469378666j)
42,0.8599899091826438,(-2178.0314237084276+617.7946781706579j)
43,0.8804658594012781,(-1868.481051792915+1767.2973463860785j)
44,0.9009418096199125,(-932.3594963195968-120.59081598289049j)
45,0.921417759838547,(-1205.1880933601942+87.35301474499437j)
46,0.9418937100571813,(-1466.3858796046713-1169.574761584733j)
47,0.9623696602758156,(-4585.260960056714-495.70194646581217j)
48,0.9828456104944501,(-8908.45021946489-3139.9880755477734j)
49,1.0033215607130845,(46646.771021736204+19607.827729077027j)
50,1.023797510931719,(6507.218860629286+1734.7152824364002j)
51,1.0442734611503532,(3566.985416136816+1946.9202334005383j)
52,1.0647494113689875,(2728.801726024106+2030.468016843858j)
53,1.085225361587622,(133.12981801319404+988.4604033138888j)
54,1.1057013118062562,(1865.7377948064764+1683.7398196916797j)
55,1.1261772620248907,(1111.291645697666-675.3547516795903j)
56,1.1466532122435251,(566.0913968609212+698.9801714406773j)
57,1.1671291624621596,(531.056356899121-2200.8586262667786j)
58,1.1876051126807938,(822.2760636396281+731.8232601582528j)
59,1.208081062899428,(413.3298573427925+313.8777462373764j)
60,1.2285570131180625,(914.5787203211557-668.3928792845176j)
61,1.249032963336697,(2638.668503660228+353.13391990815535j)
62,1.2695089135553312,(140.02698069276346+763.9778034902715j)
63,1.2899848637739657,(-769.1398119436154+260.6734556010704j)
64,1.3104608139926002,(822.9099596897925-605.928961645955j)
65,1.3309367642112344,(1159.293953483372+1350.0534684510114j)
