,f (/years),component
0,0.0,(353844.79999999993+6.679101716144942e-12j)
1,0.020475950218634378,(521.0346785871541+3612.7469990170075j)
2,0.040951900437268755,(-533.0147053997134+2303.7606082828033j)
3,0.06142785065590313,(-1023.1255584663803+1148.6125959912792j)
4,0.08190380087453751,(-462.22121068087193+1379.8804630761208j)
5,0.10237975109317188,(-326.54283311532674-617.2717534246219j)
6,0.12285570131180626,(306.72761260817373+1760.8049648883223j)
7,0.14333165153044064,(490.05018963162547+732.3516439529604j)
8,0.16380760174907502,(-554.2852143075654+3197.0258749124214j)
9,0.18428355196770937,(-1446.8624110518253-614.4130324074795j)
10,0.20475950218634376,(-645.1844299188799-508.3270091309646j)
11,0.22523545240497814,(700.5065315846748+783.3779648550361j)
12,0.24571140262361252,(-45.83385427153778-618.6912891101723j)
13,0.26618735284224687,(-1074.9719393464607-574.9521558521503j)
14,0.2866633030608813,(683.4552663801359+1228.986677363084j)
15,0.30713925327951563,(318.4613807151565+718.9048379352181j)
16,0.32761520349815004,(-1011.1341967114056+1692.7825736973286j)
17,0.3480911537167844,(-485.8387935483642-1478.5050542275796j)
18,0.36856710393541875,(1372.6119694694005+405.97741975417455j)
19,0.3890430541540531,(942.4766916178837+29.92295843608231j)
20,0.4095190043726875,(-1454.9323569572546+196.72277942157038j)
21,0.4299949545913219,(467.4314688925256-507.01215011187145j)
22,0.4504709048099563,(-586.5023129798326-986.4313402112714j)
23,0.4709468550285906,(314.48049238130994-536.289990639053j)
24,0.49142280524722504,(-1402.030215739601+418.1536678799771j)
25,0.5118987554658595,(214.40442451554088-1025.2329035605417j)
26,0.5323747056844937,(234.0414886265777-226.08363506608856j)
27,0.5528506559031281,(54.20269961230557+373.61086423509437j)
28,0.5733266061217626,(-692.1659872080342-513.3978320736024j)
29,0.5938025563403969,(-55.360168730344526+935.257154839148j)
30,0.6142785065590313,(-1531.728830379735-471.2927352491267j)
31,0.6347544567776656,(-520.0394453351079+206.89065694995082j)
32,0.6552304069963001,(84.3622000457695-699.722759469035j)
33,0.6757063572149344,(-1124.2717178982261+528.6582630177588j)
34,0.6961823074335688,(-251.29067787906075+366.88390294008343j)
35,0.7166582576522031,(-2036.3481352563738-87.8214089966483j)
36,0.7371342078708375,(-1271.9691122004424+488.2957122150556j)
37,0.757610158089472,(-582.5588378101837-136.32789900920866j)
38,0.7780861083081062,(-2065.3443689614933-499.8090673282916j)
39,0.7985620585267407,(-753.082963174753-44.69369961504239j)
40,0.819038008745375,(280.6301476353267-1036.833506993173j)
41,0.8395139589640095,(-2664.079623426214+1075.1956413919663j)
42,0.8599899091826438,(-2919.4839496473287+946.0109664520338j)
43,0.8804658594012781,(-2487.9690890334964+883.5798794673445j)
44,0.9009418096199125,(-1927.07775834593+510.26580462310585j)
45,0.921417759838547,(-2198.83298230958+102.48433268919177j)
