,date,maximum temperature (degC),site number,site name
120,1922-03-01,27.1,,
121,1922-03-02,27.0,,
122,1922-03-03,31.9,,
123,1922-03-04,32.8,,
124,1922-03-05,34.0,,
125,1922-03-06,36.1,,
126,1922-03-07,36.7,,
127,1922-03-08,35.8,,
128,1922-03-09,36.4,,
129,1922-03-10,38.7,,
130,1922-03-11,34.8,,
131,1922-03-12,32.2,,
132,1922-03-13,33.5,,
133,1922-03-14,33.5,,
134,1922-03-15,33.9,,
135,1922-03-16,36.4,,
136,1922-03-17,33.7,,
137,1922-03-18,26.8,,
138,1922-03-19,22.7,,
139,1922-03-20,28.7,,
140,1922-03-21,34.1,,
141,1922-03-22,19.4,,
142,1922-03-23,22.0,,
143,1922-03-24,26.2,,
144,1922-03-25,29.1,,
145,1922-03-26,28.7,,
146,1922-03-27,27.6,,
147,1922-03-28,31.1,,
148,1922-03-29,31.9,,
149,1922-03-30,36.7,,
150,1922-03-31,33.7,,
151,1922-04-01,29.1,,
152,1922-04-02,32.7,,
153,1922-04-03,27.0,,
154,1922-04-04,24.7,,
155,1922-04-05,25.5,,
156,1922-04-06,24.7,,
157,1922-04-07,29.1,,
158,1922-04-08,29.2,,
159,1922-04-09,30.6,,
160,1922-04-10,30.6,,
161,1922-04-11,31.1,,
162,1922-04-12,27.7,,
163,1922-04-13,29.1,,
164,1922-04-14,30.3,,
165,1922-04-15,33.4,,
166,1922-04-16,36.9,,
167,1922-04-17,37.3,,
168,1922-04-18,27.0,,
169,1922-04-19,22.7,,
170,1922-04-20,22.7,,
171,1922-04-21,29.1,,
172,1922-04-22,27.7,,
173,1922-04-23,31.9,,
174,1922-04-24,31.9,,
175,1922-04-25,31.1,,
176,1922-04-26,27.0,,
177,1922-04-27,25.6,,
178,1922-04-28,21.0,,
179,1922-04-29,26.9,,
180,1922-04-30,24.2,,
181,1922-05-01,20.7,,
182,1922-05-02,22.1,,
183,1922-05-03,22.5,,
184,1922-05-04,22.3,,
185,1922-05-05,20.7,,
186,1922-05-06,17.8,,
187,1922-05-07,18.2,,
188,1922-05-08,17.1,,
189,1922-05-09,18.6,,
190,1922-05-10,20.7,,
191,1922-05-11,21.8,,
192,1922-05-12,22.3,,
193,1922-05-13,22.3,,
194,1922-05-14,21.8,,
195,1922-05-15,22.9,,
196,1922-05-16,18.2,,
197,1922-05-17,19.2,,
198,1922-05-18,19.2,,
199,1922-05-19,19.9,,
200,1922-05-20,20.7,,
201,1922-05-21,24.6,,
202,1922-05-22,25.7,,
203,1922-05-23,24.6,,
204,1922-05-24,25.2,,
205,1922-05-25,23.7,,
206,1922-05-26,20.7,,
207,1922-05-27,20.7,,
208,1922-05-28,19.5,,
209,1922-05-29,17.1,,
210,1922-05-30,19.5,,
211,1922-05-31,18.2,,
212,1922-06-01,17.1,,
213,1922-06-02,21.4,,
214,1922-06-03,21.4,,
215,1922-06-04,21.0,,
216,1922-06-05,15.7,,
217,1922-06-06,16.6,,
218,1922-06-07,17.9,,
219,1922-06-08,19.4,,
220,1922-06-09,16.6,,
221,1922-06-10,13.0,,
222,1922-06-11,15.7,,
223,1922-06-12,15.7,,
224,1922-06-13,15.7,,
225,1922-06-14,15.1,,
226,1922-06-15,13.5,,
227,1922-06-16,16.6,,
228,1922-06-17,17.5,,
229,1922-06-18,19.7,,
230,1922-06-19,19.7,,
231,1922-06-20,19.7,,
232,1922-06-21,21.0,,
233,1922-06-22,18.7,,
234,1922-06-23,18.7,,
235,1922-06-24,19.7,,
236,1922-06-25,15.7,,
237,1922-06-26,15.7,,
238,1922-06-27,15.7,,
239,1922-06-28,16.2,,
240,1922-06-29,14.1,,
241,1922-06-30,11.9,,
242,1922-07-01,16.0,,
243,1922-07-02,16.0,,
244,1922-07-03,16.0,,
245,1922-07-04,17.1,,
246,1922-07-05,18.3,,
247,1922-07-06,14.5,,
248,1922-07-07,13.1,,
249,1922-07-08,15.6,,
250,1922-07-09,18.8,,
251,1922-07-10,18.8,,
252,1922-07-11,18.8,,
253,1922-07-12,20.5,,
254,1922-07-13,21.6,,
255,1922-07-14,21.6,,
256,1922-07-15,9.7,,
257,1922-07-16,14.5,,
258,1922-07-17,14.5,,
259,1922-07-18,14.5,,
260,1922-07-19,18.8,,
261,1922-07-20,16.6,,
262,1922-07-21,14.5,,
263,1922-07-22,14.9,,
264,1922-07-23,16.5,,
265,1922-07-24,14.9,,
266,1922-07-25,17.1,,
267,1922-07-26,15.2,,
268,1922-07-27,17.1,,
269,1922-07-28,18.4,,
270,1922-07-29,23.3,,
271,1922-07-30,22.4,,
272,1922-07-31,19.8,,
273,1922-08-01,15.8,,
274,1922-08-02,15.9,,
275,1922-08-03,19.0,,
276,1922-08-04,21.0,,
277,1922-08-05,20.9,,
278,1922-08-06,23.7,,
279,1922-08-07,19.5,,
280,1922-08-08,26.9,,
281,1922-08-09,19.5,,
282,1922-08-10,20.0,,
283,1922-08-11,18.2,,
284,1922-08-12,17.6,,
285,1922-08-13,19.0,,
286,1922-08-14,22.7,,
287,1922-08-15,25.8,,
288,1922-08-16,15.3,,
289,1922-08-17,17.6,,
290,1922-08-18,16.5,,
291,1922-08-19,19.5,,
292,1922-08-20,20.0,,
293,1922-08-21,20.4,,
294,1922-08-22,20.0,,
295,1922-08-23,22.7,,
296,1922-08-24,22.7,,
297,1922-08-25,24.7,,
298,1922-08-26,17.6,,
299,1922-08-27,19.0,,
300,1922-08-28,20.6,,
301,1922-08-29,23.3,,
302,1922-08-30,25.8,,
303,1922-08-31,29.3,,
304,1922-09-01,19.7,,
305,1922-09-02,20.7,,
306,1922-09-03,22.8,,
307,1922-09-04,25.4,,
308,1922-09-05,23.4,,
309,1922-09-06,20.7,,
310,1922-09-07,20.3,,
311,1922-09-08,21.5,,
312,1922-09-09,23.8,,
313,1922-09-10,24.4,,
314,1922-09-11,21.5,,
315,1922-09-12,23.1,,
316,1922-09-13,27.2,,
317,1922-09-14,24.4,,
318,1922-09-15,20.3,,
319,1922-09-16,23.4,,
320,1922-09-17,30.0,,
321,1922-09-18,23.8,,
322,1922-09-19,20.7,,
323,1922-09-20,20.3,,
324,1922-09-21,21.5,,
325,1922-09-22,23.1,,
326,1922-09-23,29.5,,
327,1922-09-24,30.7,,
328,1922-09-25,35.1,,
329,1922-09-26,19.1,,
330,1922-09-27,22.2,,
331,1922-09-28,26.1,,
332,1922-09-29,30.0,,
333,1922-09-30,20.7,,
334,1922-10-01,23.9,,
335,1922-10-02,17.8,,
336,1922-10-03,22.8,,
337,1922-10-04,21.0,,
338,1922-10-05,21.4,,
339,1922-10-06,25.3,,
340,1922-10-07,30.2,,
341,1922-10-08,36.2,,
342,1922-10-09,25.4,,
343,1922-10-10,33.4,,
344,1922-10-11,24.3,,
345,1922-10-12,24.9,,
346,1922-10-13,30.5,,
347,1922-10-14,37.4,,
348,1922-10-15,23.4,,
349,1922-10-16,27.2,,
350,1922-10-17,34.7,,
351,1922-10-18,39.6,,
352,1922-10-19,31.0,,
353,1922-10-20,37.4,,
354,1922-10-21,38.5,,
355,1922-10-22,30.5,,
356,1922-10-23,28.3,,
357,1922-10-24,24.3,,
358,1922-10-25,25.2,,
359,1922-10-26,24.3,,
360,1922-10-27,24.3,,
361,1922-10-28,26.9,,
362,1922-10-29,23.4,,
363,1922-10-30,23.9,,
364,1922-10-31,26.1,,
365,1922-11-01,31.4,,
366,1922-11-02,36.6,,
367,1922-11-03,23.7,,
368,1922-11-04,33.9,,
369,1922-11-05,25.7,,
370,1922-11-06,23.7,,
371,1922-11-07,24.9,,
372,1922-11-08,26.2,,
373,1922-11-09,28.6,,
374,1922-11-10,30.0,,
375,1922-11-11,32.8,,
376,1922-11-12,35.7,,
377,1922-11-13,39.5,,
378,1922-11-14,43.1,,
379,1922-11-15,28.7,,
380,1922-11-16,28.7,,
381,1922-11-17,36.1,,
382,1922-11-18,32.1,,
383,1922-11-19,40.3,,
384,1922-11-20,36.6,,
385,1922-11-21,26.2,,
386,1922-11-22,31.1,,
387,1922-11-23,32.1,,
388,1922-11-24,28.1,,
389,1922-11-25,32.1,,
390,1922-11-26,36.1,,
391,1922-11-27,38.9,,
392,1922-11-28,38.9,,
393,1922-11-29,40.3,,
394,1922-11-30,32.8,,
395,1922-12-01,34.0,,
396,1922-12-02,32.1,,
397,1922-12-03,28.9,,
398,1922-12-04,30.7,,
399,1922-12-05,33.2,,
400,1922-12-06,37.2,,
401,1922-12-07,40.1,,
402,1922-12-08,29.6,,
403,1922-12-09,33.2,,
404,1922-12-10,31.1,,
405,1922-12-11,32.6,,
406,1922-12-12,35.2,,
407,1922-12-13,31.1,,
408,1922-12-14,31.6,,
409,1922-12-15,28.9,,
410,1922-12-16,24.2,,
411,1922-12-17,30.2,,
412,1922-12-18,35.2,,
413,1922-12-19,28.1,,
414,1922-12-20,28.9,,
415,1922-12-21,27.7,,
416,1922-12-22,33.5,,
417,1922-12-23,37.7,,
418,1922-12-24,32.6,,
419,1922-12-25,26.0,,
420,1922-12-26,28.7,,
421,1922-12-27,28.7,,
422,1922-12-28,28.7,,
423,1922-12-29,39.1,,
424,1922-12-30,38.4,,
425,1922-12-31,30.2,,
426,1923-01-01,36.1,,
427,1923-01-02,39.8,,
428,1923-01-03,36.4,,
429,1923-01-04,32.9,,
430,1923-01-05,34.0,,
431,1923-01-06,34.6,,
432,1923-01-07,32.9,,
433,1923-01-08,32.9,,
434,1923-01-09,32.9,,
435,1923-01-10,39.2,,
436,1923-01-11,35.6,,
437,1923-01-12,32.9,,
438,1923-01-13,38.6,,
439,1923-01-14,40.7,,
440,1923-01-15,31.0,,
441,1923-01-16,35.6,,
442,1923-01-17,25.4,,
443,1923-01-18,24.8,,
444,1923-01-19,29.9,,
445,1923-01-20,35.6,,
446,1923-01-21,39.2,,
447,1923-01-22,43.3,,
448,1923-01-23,46.1,,
449,1923-01-24,29.9,,
450,1923-01-25,27.9,,
451,1923-01-26,32.3,,
452,1923-01-27,40.4,,
453,1923-01-28,29.1,,
454,1923-01-29,29.1,,
455,1923-01-30,30.3,,
456,1923-01-31,26.0,,
457,1923-02-01,24.3,,
458,1923-02-02,30.2,,
459,1923-02-03,33.9,,
460,1923-02-04,36.4,,
461,1923-02-05,38.6,,
462,1923-02-06,38.6,,
463,1923-02-07,38.2,,
464,1923-02-08,38.1,,
465,1923-02-09,39.3,,
466,1923-02-10,40.9,,
467,1923-02-11,36.7,,
468,1923-02-12,36.7,,
469,1923-02-13,34.7,,
470,1923-02-14,36.1,,
471,1923-02-15,36.1,,
472,1923-02-16,37.2,,
473,1923-02-17,39.3,,
474,1923-02-18,37.2,,
475,1923-02-19,39.7,,
476,1923-02-20,42.0,,
477,1923-02-21,43.4,,
478,1923-02-22,44.0,,
479,1923-02-23,43.4,,
480,1923-02-24,39.8,,
481,1923-02-25,31.9,,
482,1923-02-26,36.5,,
483,1923-02-27,30.6,,
484,1923-02-28,24.9,,
485,1923-03-01,28.7,,
486,1923-03-02,32.8,,
487,1923-03-03,33.5,,
488,1923-03-04,33.9,,
489,1923-03-05,31.9,,
490,1923-03-06,33.9,,
491,1923-03-07,30.5,,
492,1923-03-08,32.2,,
493,1923-03-09,34.8,,
494,1923-03-10,35.8,,
495,1923-03-11,35.8,,
496,1923-03-12,32.8,,
497,1923-03-13,31.1,,
498,1923-03-14,32.8,,
499,1923-03-15,31.9,,
500,1923-03-16,35.3,,
501,1923-03-17,36.4,,
502,1923-03-18,34.3,,
503,1923-03-19,34.3,,
504,1923-03-20,27.1,,
505,1923-03-21,30.5,,
506,1923-03-22,33.5,,
507,1923-03-23,33.9,,
508,1923-03-24,35.8,,
509,1923-03-25,33.5,,
510,1923-03-26,35.8,,
511,1923-03-27,33.7,,
512,1923-03-28,35.3,,
513,1923-03-29,37.3,,
514,1923-03-30,27.1,,
515,1923-03-31,31.7,,
516,1923-04-01,27.3,,
517,1923-04-02,29.7,,
518,1923-04-03,32.7,,
519,1923-04-04,35.1,,
520,1923-04-05,28.8,,
521,1923-04-06,29.7,,
522,1923-04-07,30.1,,
523,1923-04-08,31.5,,
524,1923-04-09,31.1,,
525,1923-04-10,30.1,,
526,1923-04-11,30.1,,
527,1923-04-12,30.6,,
528,1923-04-13,31.1,,
529,1923-04-14,31.9,,
530,1923-04-15,31.1,,
531,1923-04-16,31.1,,
532,1923-04-17,29.7,,
533,1923-04-18,28.8,,
534,1923-04-19,22.0,,
535,1923-04-20,25.5,,
536,1923-04-21,26.9,,
537,1923-04-22,28.8,,
538,1923-04-23,27.7,,
539,1923-04-24,24.2,,
540,1923-04-25,24.7,,
541,1923-04-26,24.2,,
542,1923-04-27,27.0,,
543,1923-04-28,25.5,,
544,1923-04-29,28.8,,
545,1923-04-30,29.1,,
546,1923-05-01,19.2,,
547,1923-05-02,25.7,,
548,1923-05-03,27.2,,
549,1923-05-04,28.3,,
550,1923-05-05,28.3,,
551,1923-05-06,22.9,,
552,1923-05-07,20.7,,
553,1923-05-08,22.1,,
554,1923-05-09,22.1,,
555,1923-05-10,22.3,,
556,1923-05-11,24.2,,
557,1923-05-12,26.4,,
558,1923-05-13,27.2,,
559,1923-05-14,28.3,,
560,1923-05-15,19.5,,
561,1923-05-16,22.3,,
562,1923-05-17,27.8,,
563,1923-05-18,32.2,,
564,1923-05-19,26.4,,
565,1923-05-20,20.7,,
566,1923-05-21,20.7,,
567,1923-05-22,19.9,,
568,1923-05-23,20.7,,
569,1923-05-24,20.7,,
570,1923-05-25,20.7,,
571,1923-05-26,20.7,,
572,1923-05-27,20.7,,
573,1923-05-28,22.3,,
574,1923-05-29,22.3,,
575,1923-05-30,22.9,,
576,1923-05-31,25.2,,
577,1923-06-01,26.4,,
578,1923-06-02,19.7,,
579,1923-06-03,17.1,,
580,1923-06-04,17.1,,
581,1923-06-05,17.1,,
582,1923-06-06,21.0,,
583,1923-06-07,21.0,,
584,1923-06-08,24.4,,
585,1923-06-09,16.6,,
586,1923-06-10,17.9,,
587,1923-06-11,19.4,,
588,1923-06-12,19.1,,
589,1923-06-13,19.7,,
590,1923-06-14,21.0,,
591,1923-06-15,20.4,,
592,1923-06-16,19.1,,
593,1923-06-17,19.7,,
594,1923-06-18,17.9,,
595,1923-06-19,17.1,,
596,1923-06-20,17.1,,
597,1923-06-21,19.1,,
598,1923-06-22,22.6,,
599,1923-06-23,16.6,,
600,1923-06-24,16.6,,
601,1923-06-25,15.1,,
602,1923-06-26,17.9,,
603,1923-06-27,19.1,,
604,1923-06-28,15.1,,
605,1923-06-29,13.0,,
606,1923-06-30,16.2,,
607,1923-07-01,15.6,,
608,1923-07-02,18.3,,
609,1923-07-03,17.1,,
610,1923-07-04,19.1,,
611,1923-07-05,15.6,,
612,1923-07-06,16.0,,
613,1923-07-07,16.0,,
614,1923-07-08,15.6,,
615,1923-07-09,16.0,,
616,1923-07-10,14.9,,
617,1923-07-11,16.0,,
618,1923-07-12,20.5,,
619,1923-07-13,20.5,,
620,1923-07-14,20.5,,
621,1923-07-15,19.1,,
622,1923-07-16,15.6,,
623,1923-07-17,16.6,,
624,1923-07-18,16.6,,
625,1923-07-19,18.0,,
626,1923-07-20,17.1,,
627,1923-07-21,19.8,,
628,1923-07-22,19.8,,
629,1923-07-23,16.0,,
630,1923-07-24,16.6,,
631,1923-07-25,17.1,,
632,1923-07-26,16.6,,
633,1923-07-27,18.8,,
634,1923-07-28,23.3,,
635,1923-07-29,15.6,,
636,1923-07-30,16.6,,
637,1923-07-31,20.8,,
638,1923-08-01,16.2,,
639,1923-08-02,17.0,,
640,1923-08-03,14.7,,
641,1923-08-04,15.3,,
642,1923-08-05,14.7,,
643,1923-08-06,16.2,,
644,1923-08-07,17.0,,
645,1923-08-08,21.9,,
646,1923-08-09,16.5,,
647,1923-08-10,15.8,,
648,1923-08-11,20.0,,
649,1923-08-12,17.6,,
650,1923-08-13,18.2,,
651,1923-08-14,19.5,,
652,1923-08-15,17.3,,
653,1923-08-16,20.4,,
654,1923-08-17,21.9,,
655,1923-08-18,20.0,,
656,1923-08-19,20.0,,
657,1923-08-20,20.6,,
658,1923-08-21,23.1,,
659,1923-08-22,21.0,,
660,1923-08-23,21.0,,
661,1923-08-24,25.8,,
662,1923-08-25,23.1,,
663,1923-08-26,28.2,,
664,1923-08-27,20.4,,
665,1923-08-28,20.4,,
666,1923-08-29,17.6,,
667,1923-08-30,17.0,,
668,1923-08-31,17.0,,
669,1923-09-01,20.7,,
670,1923-09-02,22.8,,
671,1923-09-03,20.7,,
672,1923-09-04,23.8,,
673,1923-09-05,26.5,,
674,1923-09-06,23.8,,
675,1923-09-07,21.9,,
676,1923-09-08,26.5,,
677,1923-09-09,23.8,,
678,1923-09-10,25.4,,
679,1923-09-11,24.4,,
680,1923-09-12,26.1,,
681,1923-09-13,19.1,,
682,1923-09-14,20.3,,
683,1923-09-15,26.7,,
684,1923-09-16,29.5,,
685,1923-09-17,31.1,,
686,1923-09-18,26.1,,
687,1923-09-19,27.0,,
688,1923-09-20,19.1,,
689,1923-09-21,21.5,,
690,1923-09-22,29.1,,
691,1923-09-23,30.0,,
692,1923-09-24,30.0,,
693,1923-09-25,30.0,,
694,1923-09-26,22.8,,
695,1923-09-27,19.7,,
696,1923-09-28,20.3,,
697,1923-09-29,21.0,,
698,1923-09-30,21.0,,
699,1923-10-01,21.0,,
700,1923-10-02,21.7,,
701,1923-10-03,27.5,,
702,1923-10-04,31.5,,
703,1923-10-05,31.9,,
704,1923-10-06,24.9,,
705,1923-10-07,24.9,,
706,1923-10-08,24.9,,
707,1923-10-09,24.9,,
708,1923-10-10,24.3,,
709,1923-10-11,18.3,,
710,1923-10-12,20.1,,
711,1923-10-13,32.7,,
712,1923-10-14,32.7,,
713,1923-10-15,32.7,,
714,1923-10-16,22.8,,
715,1923-10-17,23.9,,
716,1923-10-18,26.1,,
717,1923-10-19,29.5,,
718,1923-10-20,35.1,,
719,1923-10-21,39.6,,
720,1923-10-22,27.2,,
721,1923-10-23,23.4,,
722,1923-10-24,23.4,,
723,1923-10-25,21.7,,
724,1923-10-26,27.5,,
725,1923-10-27,34.2,,
726,1923-10-28,24.3,,
727,1923-10-29,24.3,,
728,1923-10-30,24.3,,
729,1923-10-31,23.9,,
730,1923-11-01,23.0,,
731,1923-11-02,30.0,,
732,1923-11-03,36.6,,
733,1923-11-04,19.6,,
734,1923-11-05,22.2,,
735,1923-11-06,30.5,,
736,1923-11-07,23.7,,
737,1923-11-08,25.3,,
738,1923-11-09,27.6,,
739,1923-11-10,36.1,,
740,1923-11-11,27.6,,
741,1923-11-12,30.0,,
742,1923-11-13,33.6,,
743,1923-11-14,28.1,,
744,1923-11-15,26.8,,
745,1923-11-16,30.5,,
746,1923-11-17,20.7,,
747,1923-11-18,26.2,,
748,1923-11-19,29.1,,
749,1923-11-20,28.6,,
750,1923-11-21,28.7,,
751,1923-11-22,32.8,,
752,1923-11-23,35.4,,
753,1923-11-24,36.6,,
754,1923-11-25,38.9,,
755,1923-11-26,40.3,,
756,1923-11-27,23.7,,
757,1923-11-28,29.1,,
758,1923-11-29,33.9,,
759,1923-11-30,35.4,,
760,1923-12-01,30.7,,
761,1923-12-02,35.2,,
762,1923-12-03,28.9,,
763,1923-12-04,24.2,,
764,1923-12-05,25.6,,
765,1923-12-06,31.6,,
766,1923-12-07,36.2,,
767,1923-12-08,39.9,,
768,1923-12-09,34.0,,
769,1923-12-10,25.6,,
770,1923-12-11,30.2,,
771,1923-12-12,38.0,,
772,1923-12-13,28.9,,
773,1923-12-14,33.2,,
774,1923-12-15,36.7,,
775,1923-12-16,31.1,,
776,1923-12-17,36.2,,
777,1923-12-18,26.7,,
778,1923-12-19,25.6,,
779,1923-12-20,28.7,,
780,1923-12-21,32.1,,
781,1923-12-22,36.7,,
782,1923-12-23,35.2,,
783,1923-12-24,33.5,,
784,1923-12-25,30.2,,
785,1923-12-26,26.7,,
786,1923-12-27,30.2,,
787,1923-12-28,36.2,,
788,1923-12-29,39.9,,
789,1923-12-30,41.9,,
790,1923-12-31,35.2,,
791,1924-01-01,34.6,,
792,1924-01-02,27.1,,
793,1924-01-03,30.7,,
794,1924-01-04,33.4,,
795,1924-01-05,22.6,,
796,1924-01-06,25.4,,
797,1924-01-07,29.1,,
798,1924-01-08,30.7,,
799,1924-01-09,31.5,,
800,1924-01-10,33.4,,
801,1924-01-11,27.1,,
802,1924-01-12,27.1,,
803,1924-01-13,35.1,,
804,1924-01-14,38.0,,
805,1924-01-15,42.4,,
806,1924-01-16,36.4,,
807,1924-01-17,36.4,,
808,1924-01-18,42.4,,
809,1924-01-19,25.4,,
810,1924-01-20,25.4,,
811,1924-01-21,27.9,,
812,1924-01-22,32.3,,
813,1924-01-23,36.8,,
814,1924-01-24,29.9,,
815,1924-01-25,24.3,,
816,1924-01-26,24.8,,
817,1924-01-27,27.1,,
818,1924-01-28,27.9,,
819,1924-01-29,31.0,,
820,1924-01-30,34.6,,
821,1924-01-31,33.4,,
822,1924-02-01,34.7,,
823,1924-02-02,38.6,,
824,1924-02-03,39.3,,
825,1924-02-04,37.2,,
826,1924-02-05,36.4,,
827,1924-02-06,26.2,,
828,1924-02-07,27.7,,
829,1924-02-08,28.9,,
830,1924-02-09,22.6,,
831,1924-02-10,30.6,,
832,1924-02-11,32.5,,
833,1924-02-12,34.7,,
834,1924-02-13,36.7,,
835,1924-02-14,37.2,,
836,1924-02-15,23.8,,
837,1924-02-16,22.6,,
838,1924-02-17,20.4,,
839,1924-02-18,19.3,,
840,1924-02-19,22.1,,
841,1924-02-20,24.9,,
842,1924-02-21,28.9,,
843,1924-02-22,23.8,,
844,1924-02-23,23.8,,
845,1924-02-24,31.3,,
846,1924-02-25,36.1,,
847,1924-02-26,30.2,,
848,1924-02-27,28.9,,
849,1924-02-28,33.3,,
850,1924-02-29,35.2,,
851,1924-03-01,35.3,,
852,1924-03-02,27.1,,
853,1924-03-03,27.1,,
854,1924-03-04,27.1,,
855,1924-03-05,23.1,,
856,1924-03-06,23.1,,
857,1924-03-07,24.7,,
858,1924-03-08,26.2,,
859,1924-03-09,32.2,,
860,1924-03-10,32.2,,
861,1924-03-11,32.2,,
862,1924-03-12,34.3,,
863,1924-03-13,31.1,,
864,1924-03-14,33.7,,
865,1924-03-15,28.1,,
866,1924-03-16,28.7,,
867,1924-03-17,28.7,,
868,1924-03-18,28.7,,
869,1924-03-19,33.9,,
870,1924-03-20,35.3,,
871,1924-03-21,32.8,,
872,1924-03-22,32.8,,
873,1924-03-23,26.8,,
874,1924-03-24,26.8,,
875,1924-03-25,26.8,,
876,1924-03-26,27.1,,
877,1924-03-27,22.0,,
878,1924-03-28,24.7,,
879,1924-03-29,31.1,,
880,1924-03-30,32.8,,
881,1924-03-31,26.2,,
882,1924-04-01,27.7,,
883,1924-04-02,21.0,,
884,1924-04-03,23.3,,
885,1924-04-04,23.3,,
886,1924-04-05,29.3,,
887,1924-04-06,23.3,,
888,1924-04-07,23.3,,
889,1924-04-08,23.3,,
890,1924-04-09,18.2,,
891,1924-04-10,22.0,,
892,1924-04-11,23.7,,
893,1924-04-12,28.8,,
894,1924-04-13,20.5,,
895,1924-04-14,22.7,,
896,1924-04-15,23.3,,
897,1924-04-16,26.9,,
898,1924-04-17,28.8,,
899,1924-04-18,29.3,,
900,1924-04-19,22.7,,
901,1924-04-20,19.3,,
902,1924-04-21,20.5,,
903,1924-04-22,21.6,,
904,1924-04-23,22.7,,
905,1924-04-24,22.7,,
906,1924-04-25,23.3,,
907,1924-04-26,17.7,,
908,1924-04-27,22.0,,
909,1924-04-28,22.0,,
910,1924-04-29,24.7,,
911,1924-04-30,27.3,,
912,1924-05-01,26.1,,
913,1924-05-02,26.8,,
914,1924-05-03,26.4,,
915,1924-05-04,25.2,,
916,1924-05-05,20.7,,
917,1924-05-06,21.7,,
918,1924-05-07,21.7,,
919,1924-05-08,22.5,,
920,1924-05-09,23.7,,
921,1924-05-10,25.2,,
922,1924-05-11,25.7,,
923,1924-05-12,25.7,,
924,1924-05-13,21.7,,
925,1924-05-14,21.7,,
926,1924-05-15,24.2,,
927,1924-05-16,22.1,,
928,1924-05-17,20.7,,
929,1924-05-18,22.9,,
