,date,maximum temperature (degC),site number,site name
67,1910-03-08,18.5,,
68,1910-03-09,22.8,,
69,1910-03-10,25.0,,
70,1910-03-11,23.4,,
71,1910-03-12,18.0,,
72,1910-03-13,25.8,,
73,1910-03-14,25.2,,
74,1910-03-15,25.8,,
75,1910-03-16,26.3,,
76,1910-03-17,27.0,,
77,1910-03-18,28.0,,
78,1910-03-19,30.3,,
79,1910-03-20,28.6,,
80,1910-03-21,28.6,,
81,1910-03-22,28.6,,
82,1910-03-23,30.9,,
83,1910-03-24,29.4,,
84,1910-03-25,28.6,,
85,1910-03-26,28.6,,
86,1910-03-27,28.6,,
87,1910-03-28,28.6,,
88,1910-03-29,28.6,,
89,1910-03-30,27.0,,
90,1910-03-31,26.3,,
91,1910-04-01,28.6,,
92,1910-04-02,25.5,,
93,1910-04-03,25.3,,
94,1910-04-04,25.3,,
95,1910-04-05,25.3,,
96,1910-04-06,25.0,,
97,1910-04-07,28.9,,
98,1910-04-08,27.5,,
99,1910-04-09,28.1,,
100,1910-04-10,24.4,,
101,1910-04-11,24.4,,
102,1910-04-12,24.4,,
103,1910-04-13,25.5,,
104,1910-04-14,26.0,,
105,1910-04-15,25.5,,
106,1910-04-16,25.8,,
107,1910-04-17,26.5,,
108,1910-04-18,24.4,,
109,1910-04-19,26.0,,
110,1910-04-20,26.0,,
111,1910-04-21,25.1,,
112,1910-04-22,26.5,,
113,1910-04-23,26.8,,
114,1910-04-24,18.0,,
115,1910-04-25,18.0,,
116,1910-04-26,18.0,,
117,1910-04-27,18.4,,
118,1910-04-28,22.6,,
119,1910-04-29,18.0,,
120,1910-04-30,19.4,,
121,1910-05-01,21.4,,
122,1910-05-02,20.6,,
123,1910-05-03,15.8,,
124,1910-05-04,17.8,,
125,1910-05-05,20.0,,
126,1910-05-06,20.0,,
127,1910-05-07,20.6,,
128,1910-05-08,17.9,,
129,1910-05-09,17.9,,
130,1910-05-10,17.9,,
131,1910-05-11,18.5,,
132,1910-05-12,17.2,,
133,1910-05-13,15.8,,
134,1910-05-14,12.5,,
135,1910-05-15,16.2,,
136,1910-05-16,21.1,,
137,1910-05-17,21.7,,
138,1910-05-18,16.9,,
139,1910-05-19,15.0,,
140,1910-05-20,13.9,,
141,1910-05-21,16.3,,
142,1910-05-22,17.4,,
143,1910-05-23,17.2,,
144,1910-05-24,16.2,,
145,1910-05-25,21.4,,
146,1910-05-26,20.6,,
147,1910-05-27,13.1,,
148,1910-05-28,15.2,,
149,1910-05-29,13.1,,
150,1910-05-30,13.1,,
151,1910-05-31,13.1,,
152,1910-06-01,18.8,,
153,1910-06-02,14.9,,
154,1910-06-03,12.7,,
155,1910-06-04,10.2,,
156,1910-06-05,12.8,,
157,1910-06-06,16.5,,
158,1910-06-07,10.2,,
159,1910-06-08,16.8,,
160,1910-06-09,15.7,,
161,1910-06-10,11.7,,
162,1910-06-11,12.9,,
163,1910-06-12,14.9,,
164,1910-06-13,14.9,,
165,1910-06-14,14.9,,
166,1910-06-15,14.9,,
167,1910-06-16,14.9,,
168,1910-06-17,17.0,,
169,1910-06-18,16.8,,
170,1910-06-19,17.0,,
171,1910-06-20,17.2,,
172,1910-06-21,18.3,,
173,1910-06-22,14.0,,
174,1910-06-23,16.4,,
175,1910-06-24,13.7,,
176,1910-06-25,13.2,,
177,1910-06-26,9.4,,
178,1910-06-27,9.4,,
179,1910-06-28,9.4,,
180,1910-06-29,13.2,,
181,1910-06-30,13.7,,
182,1910-07-01,12.7,,
183,1910-07-02,13.4,,
184,1910-07-03,14.1,,
185,1910-07-04,13.4,,
186,1910-07-05,13.2,,
187,1910-07-06,12.9,,
188,1910-07-07,9.4,,
189,1910-07-08,10.6,,
190,1910-07-09,11.6,,
191,1910-07-10,14.1,,
192,1910-07-11,14.1,,
193,1910-07-12,14.1,,
194,1910-07-13,10.6,,
195,1910-07-14,12.1,,
196,1910-07-15,9.4,,
197,1910-07-16,12.1,,
198,1910-07-17,12.9,,
199,1910-07-18,12.9,,
200,1910-07-19,12.9,,
201,1910-07-20,15.9,,
202,1910-07-21,13.8,,
203,1910-07-22,7.1,,
204,1910-07-23,9.4,,
205,1910-07-24,13.1,,
206,1910-07-25,15.6,,
207,1910-07-26,9.4,,
208,1910-07-27,13.4,,
209,1910-07-28,11.6,,
210,1910-07-29,11.6,,
211,1910-07-30,13.4,,
212,1910-07-31,13.6,,
213,1910-08-01,13.6,,
214,1910-08-02,13.6,,
215,1910-08-03,14.2,,
216,1910-08-04,13.1,,
217,1910-08-05,11.5,,
218,1910-08-06,16.1,,
219,1910-08-07,16.1,,
220,1910-08-08,16.1,,
221,1910-08-09,17.5,,
222,1910-08-10,15.8,,
223,1910-08-11,16.1,,
224,1910-08-12,16.7,,
225,1910-08-13,19.1,,
226,1910-08-14,19.1,,
227,1910-08-15,19.1,,
228,1910-08-16,16.4,,
229,1910-08-17,16.4,,
230,1910-08-18,15.0,,
231,1910-08-19,14.9,,
232,1910-08-20,16.7,,
233,1910-08-21,16.3,,
234,1910-08-22,16.3,,
235,1910-08-23,16.3,,
236,1910-08-24,15.4,,
237,1910-08-25,13.3,,
238,1910-08-26,13.7,,
239,1910-08-27,16.0,,
240,1910-08-28,18.0,,
241,1910-08-29,20.5,,
242,1910-08-30,20.2,,
243,1910-08-31,15.4,,
244,1910-09-01,16.0,,
245,1910-09-02,18.4,,
246,1910-09-03,17.5,,
247,1910-09-04,19.2,,
248,1910-09-05,19.2,,
249,1910-09-06,19.2,,
250,1910-09-07,20.8,,
251,1910-09-08,20.6,,
252,1910-09-09,19.4,,
253,1910-09-10,15.6,,
254,1910-09-11,16.0,,
255,1910-09-12,16.0,,
256,1910-09-13,16.0,,
257,1910-09-14,15.6,,
258,1910-09-15,18.1,,
259,1910-09-16,17.8,,
260,1910-09-17,14.2,,
261,1910-09-18,17.2,,
262,1910-09-19,15.6,,
263,1910-09-20,17.3,,
264,1910-09-21,21.6,,
265,1910-09-22,23.1,,
266,1910-09-23,23.9,,
267,1910-09-24,23.6,,
268,1910-09-25,26.4,,
269,1910-09-26,25.4,,
270,1910-09-27,13.1,,
271,1910-09-28,13.7,,
272,1910-09-29,15.0,,
273,1910-09-30,19.8,,
274,1910-10-01,20.8,,
275,1910-10-02,17.0,,
276,1910-10-03,17.0,,
277,1910-10-04,17.0,,
278,1910-10-05,14.1,,
279,1910-10-06,15.6,,
280,1910-10-07,16.1,,
281,1910-10-08,16.1,,
282,1910-10-09,18.7,,
283,1910-10-10,7.9,,
284,1910-10-11,13.5,,
285,1910-10-12,15.4,,
286,1910-10-13,14.3,,
287,1910-10-14,20.9,,
288,1910-10-15,24.6,,
289,1910-10-16,26.3,,
290,1910-10-17,31.5,,
291,1910-10-18,19.4,,
292,1910-10-19,21.2,,
293,1910-10-20,21.4,,
294,1910-10-21,19.4,,
295,1910-10-22,20.6,,
296,1910-10-23,23.8,,
297,1910-10-24,28.7,,
298,1910-10-25,20.6,,
299,1910-10-26,17.4,,
300,1910-10-27,20.6,,
301,1910-10-28,19.3,,
302,1910-10-29,19.3,,
303,1910-10-30,21.8,,
304,1910-10-31,21.8,,
305,1910-11-01,21.8,,
306,1910-11-02,24.1,,
307,1910-11-03,28.1,,
308,1910-11-04,19.4,,
309,1910-11-05,22.8,,
310,1910-11-06,25.1,,
311,1910-11-07,25.1,,
312,1910-11-08,25.1,,
313,1910-11-09,28.1,,
314,1910-11-10,29.9,,
315,1910-11-11,27.5,,
316,1910-11-12,17.3,,
317,1910-11-13,18.7,,
318,1910-11-14,23.1,,
319,1910-11-15,28.1,,
320,1910-11-16,26.6,,
321,1910-11-17,31.6,,
322,1910-11-18,35.1,,
323,1910-11-19,36.2,,
324,1910-11-20,26.6,,
325,1910-11-21,26.6,,
326,1910-11-22,26.6,,
327,1910-11-23,28.1,,
328,1910-11-24,28.9,,
329,1910-11-25,24.1,,
330,1910-11-26,26.6,,
331,1910-11-27,29.0,,
332,1910-11-28,29.9,,
333,1910-11-29,30.4,,
334,1910-11-30,24.1,,
335,1910-12-01,19.6,,
336,1910-12-02,21.0,,
337,1910-12-03,27.1,,
338,1910-12-04,29.2,,
339,1910-12-05,29.2,,
340,1910-12-06,29.2,,
341,1910-12-07,32.7,,
342,1910-12-08,32.7,,
343,1910-12-09,32.0,,
344,1910-12-10,31.8,,
345,1910-12-11,31.2,,
346,1910-12-12,31.2,,
347,1910-12-13,31.2,,
348,1910-12-14,28.2,,
349,1910-12-15,28.9,,
350,1910-12-16,25.2,,
351,1910-12-17,29.8,,
352,1910-12-18,24.1,,
353,1910-12-19,24.1,,
354,1910-12-20,20.1,,
355,1910-12-21,25.8,,
356,1910-12-22,21.0,,
357,1910-12-23,18.7,,
358,1910-12-24,22.8,,
359,1910-12-25,32.7,,
360,1910-12-26,32.7,,
361,1910-12-27,32.7,,
362,1910-12-28,33.9,,
363,1910-12-29,40.3,,
364,1910-12-30,33.3,,
365,1910-12-31,28.2,,
366,1911-01-01,28.7,,
367,1911-01-02,32.3,,
368,1911-01-03,37.0,,
369,1911-01-04,32.3,,
370,1911-01-05,32.3,,
371,1911-01-06,34.6,,
372,1911-01-07,28.7,,
373,1911-01-08,36.5,,
374,1911-01-09,36.5,,
375,1911-01-10,36.5,,
376,1911-01-11,31.4,,
377,1911-01-12,28.2,,
378,1911-01-13,28.2,,
379,1911-01-14,28.2,,
380,1911-01-15,28.7,,
381,1911-01-16,30.9,,
382,1911-01-17,23.6,,
383,1911-01-18,23.6,,
384,1911-01-19,23.6,,
385,1911-01-20,28.6,,
386,1911-01-21,30.2,,
387,1911-01-22,29.4,,
388,1911-01-23,29.5,,
389,1911-01-24,29.7,,
390,1911-01-25,24.1,,
391,1911-01-26,25.6,,
392,1911-01-27,26.8,,
393,1911-01-28,27.5,,
394,1911-01-29,27.9,,
395,1911-01-30,29.4,,
396,1911-01-31,30.9,,
397,1911-02-01,30.5,,
398,1911-02-02,31.3,,
399,1911-02-03,23.9,,
400,1911-02-04,23.5,,
401,1911-02-05,22.7,,
402,1911-02-06,30.2,,
403,1911-02-07,30.5,,
404,1911-02-08,29.6,,
405,1911-02-09,27.4,,
406,1911-02-10,22.5,,
407,1911-02-11,20.4,,
408,1911-02-12,27.7,,
409,1911-02-13,29.6,,
410,1911-02-14,23.1,,
411,1911-02-15,23.0,,
412,1911-02-16,23.3,,
413,1911-02-17,24.9,,
414,1911-02-18,29.2,,
415,1911-02-19,30.8,,
416,1911-02-20,29.5,,
417,1911-02-21,28.1,,
418,1911-02-22,29.2,,
419,1911-02-23,30.5,,
420,1911-02-24,32.2,,
421,1911-02-25,28.0,,
422,1911-02-26,31.4,,
423,1911-02-27,35.5,,
424,1911-02-28,21.5,,
425,1911-03-01,24.5,,
426,1911-03-02,25.9,,
427,1911-03-03,27.4,,
428,1911-03-04,28.4,,
429,1911-03-05,28.8,,
430,1911-03-06,32.5,,
431,1911-03-07,27.0,,
432,1911-03-08,22.8,,
433,1911-03-09,22.1,,
434,1911-03-10,24.1,,
435,1911-03-11,26.3,,
436,1911-03-12,27.5,,
437,1911-03-13,25.8,,
438,1911-03-14,20.9,,
439,1911-03-15,22.1,,
440,1911-03-16,23.1,,
441,1911-03-17,27.0,,
442,1911-03-18,34.3,,
443,1911-03-19,17.2,,
444,1911-03-20,20.0,,
445,1911-03-21,20.0,,
446,1911-03-22,20.8,,
447,1911-03-23,23.8,,
448,1911-03-24,25.2,,
449,1911-03-25,25.0,,
450,1911-03-26,27.3,,
451,1911-03-27,24.1,,
452,1911-03-28,20.9,,
453,1911-03-29,19.7,,
454,1911-03-30,22.8,,
455,1911-03-31,21.5,,
456,1911-04-01,23.1,,
457,1911-04-02,25.5,,
458,1911-04-03,25.5,,
459,1911-04-04,27.0,,
460,1911-04-05,22.9,,
461,1911-04-06,21.6,,
462,1911-04-07,22.1,,
463,1911-04-08,24.6,,
464,1911-04-09,29.8,,
465,1911-04-10,21.4,,
466,1911-04-11,24.8,,
467,1911-04-12,20.2,,
468,1911-04-13,15.7,,
469,1911-04-14,18.6,,
470,1911-04-15,16.0,,
471,1911-04-16,23.1,,
472,1911-04-17,23.3,,
473,1911-04-18,20.8,,
474,1911-04-19,19.8,,
475,1911-04-20,19.8,,
476,1911-04-21,19.2,,
477,1911-04-22,20.7,,
478,1911-04-23,22.6,,
479,1911-04-24,19.7,,
480,1911-04-25,18.9,,
481,1911-04-26,16.0,,
482,1911-04-27,16.0,,
483,1911-04-28,17.8,,
484,1911-04-29,18.0,,
485,1911-04-30,19.2,,
486,1911-05-01,17.9,,
487,1911-05-02,21.9,,
488,1911-05-03,22.1,,
489,1911-05-04,22.1,,
490,1911-05-05,25.3,,
491,1911-05-06,25.3,,
492,1911-05-07,26.1,,
493,1911-05-08,20.6,,
494,1911-05-09,22.8,,
495,1911-05-10,20.7,,
496,1911-05-11,13.9,,
497,1911-05-12,18.5,,
498,1911-05-13,17.9,,
499,1911-05-14,18.1,,
500,1911-05-15,20.0,,
501,1911-05-16,20.0,,
502,1911-05-17,20.0,,
503,1911-05-18,17.5,,
504,1911-05-19,17.3,,
505,1911-05-20,11.8,,
506,1911-05-21,11.8,,
507,1911-05-22,10.8,,
508,1911-05-23,10.1,,
509,1911-05-24,15.0,,
510,1911-05-25,11.2,,
511,1911-05-26,11.0,,
512,1911-05-27,11.2,,
513,1911-05-28,11.3,,
514,1911-05-29,10.3,,
515,1911-05-30,7.3,,
516,1911-05-31,10.5,,
517,1911-06-01,12.8,,
518,1911-06-02,11.8,,
519,1911-06-03,11.8,,
520,1911-06-04,14.6,,
521,1911-06-05,10.2,,
522,1911-06-06,10.2,,
523,1911-06-07,12.6,,
524,1911-06-08,9.4,,
525,1911-06-09,8.0,,
526,1911-06-10,9.5,,
527,1911-06-11,11.0,,
528,1911-06-12,11.4,,
529,1911-06-13,7.4,,
530,1911-06-14,14.0,,
531,1911-06-15,11.2,,
532,1911-06-16,16.1,,
533,1911-06-17,18.0,,
534,1911-06-18,10.8,,
535,1911-06-19,8.6,,
536,1911-06-20,11.0,,
537,1911-06-21,7.4,,
538,1911-06-22,9.4,,
539,1911-06-23,7.7,,
540,1911-06-24,9.0,,
541,1911-06-25,8.6,,
542,1911-06-26,11.7,,
543,1911-06-27,13.9,,
544,1911-06-28,13.9,,
545,1911-06-29,13.9,,
546,1911-06-30,12.1,,
547,1911-07-01,9.4,,
548,1911-07-02,8.8,,
549,1911-07-03,12.1,,
550,1911-07-04,13.1,,
551,1911-07-05,13.3,,
552,1911-07-06,13.1,,
553,1911-07-07,11.2,,
554,1911-07-08,12.7,,
555,1911-07-09,11.7,,
556,1911-07-10,11.6,,
557,1911-07-11,10.2,,
558,1911-07-12,14.0,,
559,1911-07-13,15.1,,
560,1911-07-14,14.5,,
561,1911-07-15,15.8,,
562,1911-07-16,16.6,,
563,1911-07-17,16.2,,
564,1911-07-18,10.4,,
565,1911-07-19,11.3,,
566,1911-07-20,11.3,,
567,1911-07-21,10.6,,
568,1911-07-22,14.0,,
569,1911-07-23,14.0,,
570,1911-07-24,14.0,,
571,1911-07-25,12.7,,
572,1911-07-26,11.2,,
573,1911-07-27,11.2,,
574,1911-07-28,13.4,,
575,1911-07-29,14.1,,
576,1911-07-30,11.3,,
577,1911-07-31,11.6,,
578,1911-08-01,12.4,,
579,1911-08-02,15.4,,
580,1911-08-03,15.4,,
581,1911-08-04,16.1,,
582,1911-08-05,18.9,,
583,1911-08-06,18.9,,
584,1911-08-07,18.9,,
585,1911-08-08,18.0,,
586,1911-08-09,18.9,,
587,1911-08-10,18.9,,
588,1911-08-11,14.1,,
589,1911-08-12,14.1,,
590,1911-08-13,12.8,,
591,1911-08-14,14.1,,
592,1911-08-15,9.8,,
593,1911-08-16,11.6,,
594,1911-08-17,11.3,,
595,1911-08-18,17.7,,
596,1911-08-19,17.7,,
597,1911-08-20,17.7,,
598,1911-08-21,17.7,,
599,1911-08-22,17.9,,
600,1911-08-23,17.0,,
601,1911-08-24,16.1,,
602,1911-08-25,17.9,,
603,1911-08-26,16.4,,
604,1911-08-27,16.1,,
605,1911-08-28,15.8,,
606,1911-08-29,14.5,,
607,1911-08-30,19.1,,
608,1911-08-31,23.7,,
609,1911-09-01,26.0,,
610,1911-09-02,14.7,,
611,1911-09-03,15.9,,
612,1911-09-04,17.9,,
613,1911-09-05,16.8,,
614,1911-09-06,18.3,,
615,1911-09-07,19.0,,
616,1911-09-08,19.0,,
617,1911-09-09,20.8,,
618,1911-09-10,17.7,,
619,1911-09-11,18.3,,
620,1911-09-12,16.8,,
621,1911-09-13,25.8,,
622,1911-09-14,21.2,,
623,1911-09-15,13.3,,
624,1911-09-16,14.6,,
625,1911-09-17,17.2,,
626,1911-09-18,17.5,,
627,1911-09-19,16.0,,
628,1911-09-20,19.9,,
629,1911-09-21,21.9,,
630,1911-09-22,20.7,,
631,1911-09-23,20.2,,
632,1911-09-24,19.8,,
633,1911-09-25,21.9,,
634,1911-09-26,19.4,,
635,1911-09-27,22.5,,
636,1911-09-28,21.0,,
637,1911-09-29,19.8,,
638,1911-09-30,20.4,,
639,1911-10-01,21.8,,
640,1911-10-02,25.7,,
641,1911-10-03,19.3,,
642,1911-10-04,17.8,,
643,1911-10-05,19.3,,
644,1911-10-06,20.9,,
645,1911-10-07,24.8,,
646,1911-10-08,23.1,,
647,1911-10-09,20.9,,
648,1911-10-10,22.2,,
649,1911-10-11,19.0,,
650,1911-10-12,20.8,,
651,1911-10-13,20.5,,
652,1911-10-14,22.6,,
653,1911-10-15,21.1,,
654,1911-10-16,23.1,,
655,1911-10-17,18.7,,
656,1911-10-18,20.2,,
657,1911-10-19,22.6,,
658,1911-10-20,26.3,,
659,1911-10-21,29.7,,
660,1911-10-22,30.7,,
661,1911-10-23,25.1,,
662,1911-10-24,17.8,,
663,1911-10-25,18.2,,
664,1911-10-26,24.6,,
665,1911-10-27,24.8,,
666,1911-10-28,24.5,,
667,1911-10-29,28.5,,
668,1911-10-30,33.4,,
669,1911-10-31,23.8,,
670,1911-11-01,10.9,,
671,1911-11-02,18.6,,
672,1911-11-03,18.7,,
673,1911-11-04,21.8,,
674,1911-11-05,26.0,,
675,1911-11-06,30.7,,
676,1911-11-07,33.3,,
677,1911-11-08,24.8,,
678,1911-11-09,25.8,,
679,1911-11-10,32.4,,
680,1911-11-11,29.3,,
681,1911-11-12,24.4,,
682,1911-11-13,27.5,,
683,1911-11-14,31.6,,
684,1911-11-15,37.0,,
685,1911-11-16,30.1,,
686,1911-11-17,29.9,,
687,1911-11-18,32.3,,
688,1911-11-19,35.6,,
689,1911-11-20,30.1,,
690,1911-11-21,30.1,,
691,1911-11-22,28.1,,
692,1911-11-23,28.1,,
693,1911-11-24,32.8,,
694,1911-11-25,32.3,,
695,1911-11-26,34.3,,
696,1911-11-27,28.8,,
697,1911-11-28,28.4,,
698,1911-11-29,32.9,,
699,1911-11-30,37.3,,
700,1911-12-01,29.0,,
701,1911-12-02,28.4,,
702,1911-12-03,28.6,,
703,1911-12-04,34.9,,
704,1911-12-05,22.4,,
705,1911-12-06,24.1,,
706,1911-12-07,32.7,,
707,1911-12-08,29.8,,
708,1911-12-09,28.6,,
709,1911-12-10,29.2,,
710,1911-12-11,31.5,,
711,1911-12-12,27.1,,
712,1911-12-13,25.9,,
713,1911-12-14,25.8,,
714,1911-12-15,31.6,,
715,1911-12-16,22.2,,
716,1911-12-17,23.1,,
717,1911-12-18,28.6,,
718,1911-12-19,24.7,,
719,1911-12-20,23.8,,
720,1911-12-21,28.2,,
721,1911-12-22,22.1,,
722,1911-12-23,24.7,,
723,1911-12-24,27.7,,
724,1911-12-25,31.6,,
725,1911-12-26,24.0,,
726,1911-12-27,28.2,,
727,1911-12-28,30.9,,
728,1911-12-29,36.1,,
729,1911-12-30,36.1,,
730,1911-12-31,28.4,,
731,1912-01-01,27.9,,
732,1912-01-02,27.5,,
733,1912-01-03,29.4,,
734,1912-01-04,35.7,,
735,1912-01-05,22.9,,
736,1912-01-06,22.9,,
737,1912-01-07,32.3,,
738,1912-01-08,33.4,,
739,1912-01-09,33.4,,
740,1912-01-10,22.9,,
741,1912-01-11,23.3,,
742,1912-01-12,27.5,,
743,1912-01-13,34.9,,
744,1912-01-14,37.4,,
745,1912-01-15,41.2,,
746,1912-01-16,30.3,,
747,1912-01-17,26.0,,
748,1912-01-18,30.3,,
749,1912-01-19,33.8,,
750,1912-01-20,34.6,,
751,1912-01-21,37.0,,
752,1912-01-22,34.6,,
753,1912-01-23,30.3,,
754,1912-01-24,32.3,,
755,1912-01-25,33.4,,
756,1912-01-26,34.6,,
757,1912-01-27,33.8,,
758,1912-01-28,34.6,,
759,1912-01-29,32.3,,
760,1912-01-30,33.8,,
761,1912-01-31,35.8,,
762,1912-02-01,39.9,,
763,1912-02-02,37.8,,
764,1912-02-03,37.6,,
765,1912-02-04,36.2,,
766,1912-02-05,33.0,,
767,1912-02-06,37.8,,
768,1912-02-07,36.8,,
769,1912-02-08,27.4,,
770,1912-02-09,29.2,,
771,1912-02-10,27.4,,
772,1912-02-11,32.2,,
773,1912-02-12,30.8,,
774,1912-02-13,31.9,,
775,1912-02-14,32.2,,
776,1912-02-15,32.2,,
777,1912-02-16,37.0,,
778,1912-02-17,33.5,,
779,1912-02-18,30.8,,
780,1912-02-19,30.8,,
781,1912-02-20,33.5,,
782,1912-02-21,37.7,,
783,1912-02-22,40.2,,
784,1912-02-23,35.6,,
785,1912-02-24,35.6,,
786,1912-02-25,32.2,,
787,1912-02-26,32.3,,
788,1912-02-27,32.2,,
789,1912-02-28,32.2,,
790,1912-02-29,29.9,,
791,1912-03-01,30.7,,
792,1912-03-02,30.9,,
793,1912-03-03,30.9,,
794,1912-03-04,31.0,,
795,1912-03-05,33.8,,
796,1912-03-06,28.8,,
797,1912-03-07,30.9,,
798,1912-03-08,33.8,,
799,1912-03-09,24.1,,
800,1912-03-10,29.4,,
801,1912-03-11,29.1,,
802,1912-03-12,30.1,,
803,1912-03-13,26.3,,
804,1912-03-14,25.8,,
805,1912-03-15,30.9,,
806,1912-03-16,32.1,,
807,1912-03-17,30.9,,
808,1912-03-18,29.3,,
809,1912-03-19,28.2,,
810,1912-03-20,25.2,,
811,1912-03-21,28.6,,
812,1912-03-22,29.6,,
813,1912-03-23,32.1,,
814,1912-03-24,28.0,,
815,1912-03-25,25.8,,
816,1912-03-26,30.3,,
817,1912-03-27,31.3,,
818,1912-03-28,28.8,,
819,1912-03-29,25.0,,
820,1912-03-30,29.1,,
821,1912-03-31,27.5,,
822,1912-04-01,25.3,,
823,1912-04-02,26.1,,
824,1912-04-03,25.5,,
825,1912-04-04,26.8,,
826,1912-04-05,26.0,,
827,1912-04-06,23.8,,
828,1912-04-07,16.5,,
829,1912-04-08,16.5,,
830,1912-04-09,22.6,,
831,1912-04-10,23.8,,
832,1912-04-11,22.6,,
833,1912-04-12,22.6,,
834,1912-04-13,20.1,,
835,1912-04-14,23.1,,
836,1912-04-15,26.0,,
837,1912-04-16,28.1,,
838,1912-04-17,28.4,,
839,1912-04-18,21.6,,
840,1912-04-19,23.8,,
841,1912-04-20,19.2,,
842,1912-04-21,16.0,,
843,1912-04-22,21.2,,
844,1912-04-23,19.2,,
845,1912-04-24,20.7,,
846,1912-04-25,20.7,,
847,1912-04-26,22.4,,
848,1912-04-27,22.4,,
849,1912-04-28,23.8,,
850,1912-04-29,21.2,,
851,1912-04-30,19.2,,
852,1912-05-01,19.3,,
853,1912-05-02,19.8,,
854,1912-05-03,20.3,,
855,1912-05-04,20.0,,
856,1912-05-05,20.0,,
857,1912-05-06,21.4,,
858,1912-05-07,21.4,,
859,1912-05-08,21.9,,
860,1912-05-09,20.6,,
861,1912-05-10,21.9,,
862,1912-05-11,19.8,,
863,1912-05-12,19.5,,
864,1912-05-13,17.4,,
865,1912-05-14,16.3,,
866,1912-05-15,20.0,,
867,1912-05-16,17.9,,
868,1912-05-17,21.1,,
869,1912-05-18,22.2,,
870,1912-05-19,17.9,,
871,1912-05-20,19.2,,
872,1912-05-21,18.5,,
873,1912-05-22,16.4,,
874,1912-05-23,19.2,,
875,1912-05-24,17.8,,
876,1912-05-25,15.8,,
877,1912-05-26,14.6,,
878,1912-05-27,16.4,,
879,1912-05-28,18.5,,
880,1912-05-29,17.6,,
881,1912-05-30,14.6,,
882,1912-05-31,12.5,,
883,1912-06-01,15.7,,
884,1912-06-02,14.9,,
885,1912-06-03,14.4,,
886,1912-06-04,15.3,,
887,1912-06-05,15.7,,
888,1912-06-06,14.4,,
889,1912-06-07,18.0,,
890,1912-06-08,18.3,,
891,1912-06-09,15.3,,
892,1912-06-10,16.1,,
893,1912-06-11,12.6,,
894,1912-06-12,12.9,,
895,1912-06-13,12.9,,
896,1912-06-14,13.2,,
897,1912-06-15,12.7,,
898,1912-06-16,9.4,,
899,1912-06-17,14.9,,
900,1912-06-18,11.2,,
901,1912-06-19,12.6,,
902,1912-06-20,12.6,,
903,1912-06-21,14.7,,
904,1912-06-22,13.2,,
905,1912-06-23,14.9,,
906,1912-06-24,12.9,,
907,1912-06-25,9.8,,
908,1912-06-26,11.7,,
909,1912-06-27,12.9,,
910,1912-06-28,14.9,,
911,1912-06-29,13.0,,
912,1912-06-30,16.7,,
913,1912-07-01,16.6,,
914,1912-07-02,14.4,,
915,1912-07-03,12.7,,
916,1912-07-04,11.6,,
917,1912-07-05,8.8,,
918,1912-07-06,13.1,,
919,1912-07-07,11.6,,
920,1912-07-08,11.6,,
921,1912-07-09,13.1,,
922,1912-07-10,13.1,,
923,1912-07-11,14.7,,
924,1912-07-12,15.2,,
925,1912-07-13,12.7,,
926,1912-07-14,13.4,,
927,1912-07-15,13.4,,
928,1912-07-16,13.1,,
929,1912-07-17,12.9,,
