,date,maximum temperature (degC)
279,1975-12-05,18.8
280,1975-12-06,25.9
281,1975-12-07,29.2
282,1975-12-08,23.6
283,1975-12-09,20.0
284,1975-12-10,19.5
285,1975-12-11,28.5
286,1975-12-12,29.0
287,1975-12-13,17.3
288,1975-12-14,17.5
289,1975-12-15,19.5
290,1975-12-16,19.6
291,1975-12-17,21.1
292,1975-12-18,16.8
293,1975-12-19,20.6
294,1975-12-20,19.8
295,1975-12-21,20.5
296,1975-12-22,20.6
297,1975-12-23,19.6
298,1975-12-24,17.9
299,1975-12-25,15.4
300,1975-12-26,23.0
301,1975-12-27,26.9
302,1975-12-28,29.3
303,1975-12-29,23.3
304,1975-12-30,19.6
305,1975-12-31,23.3
306,1976-01-01,25.1
307,1976-01-02,21.6
308,1976-01-03,25.4
309,1976-01-04,40.9
310,1976-01-05,19.2
311,1976-01-06,19.2
312,1976-01-07,23.8
313,1976-01-08,19.2
314,1976-01-09,16.4
315,1976-01-10,20.2
316,1976-01-11,21.8
317,1976-01-12,24.5
318,1976-01-13,24.9
319,1976-01-14,28.2
320,1976-01-15,18.8
321,1976-01-16,19.4
322,1976-01-17,20.4
323,1976-01-18,30.0
324,1976-01-19,34.1
325,1976-01-20,22.2
326,1976-01-21,20.4
327,1976-01-22,18.2
328,1976-01-23,18.3
329,1976-01-24,18.8
330,1976-01-25,14.8
331,1976-01-26,18.5
332,1976-01-27,20.7
333,1976-01-28,22.9
334,1976-01-29,20.4
335,1976-01-30,19.6
336,1976-01-31,27.8
337,1976-02-01,23.0
338,1976-02-02,22.8
339,1976-02-03,22.1
340,1976-02-04,22.0
341,1976-02-05,17.4
342,1976-02-06,17.1
343,1976-02-07,24.2
344,1976-02-08,23.6
345,1976-02-09,16.3
346,1976-02-10,16.0
347,1976-02-11,18.8
348,1976-02-12,21.8
349,1976-02-13,27.7
350,1976-02-14,28.1
351,1976-02-15,20.0
352,1976-02-16,24.7
353,1976-02-17,22.6
354,1976-02-18,21.8
355,1976-02-19,20.0
356,1976-02-20,20.5
357,1976-02-21,23.4
358,1976-02-22,22.7
359,1976-02-23,19.2
360,1976-02-24,18.7
361,1976-02-25,18.8
362,1976-02-26,23.4
363,1976-02-27,24.1
364,1976-02-28,20.0
365,1976-02-29,19.4
366,1976-03-01,19.3
367,1976-03-02,20.1
368,1976-03-03,18.1
369,1976-03-04,17.0
370,1976-03-05,15.2
371,1976-03-06,15.0
372,1976-03-07,17.4
373,1976-03-08,18.2
374,1976-03-09,25.7
375,1976-03-10,18.0
376,1976-03-11,17.2
377,1976-03-12,19.8
378,1976-03-13,21.0
379,1976-03-14,27.2
380,1976-03-15,22.8
381,1976-03-16,22.7
382,1976-03-17,25.5
383,1976-03-18,24.3
384,1976-03-19,20.9
385,1976-03-20,18.2
386,1976-03-21,18.4
387,1976-03-22,19.0
388,1976-03-23,18.5
389,1976-03-24,19.1
390,1976-03-25,20.0
391,1976-03-26,17.5
392,1976-03-27,18.0
393,1976-03-28,21.7
394,1976-03-29,15.6
395,1976-03-30,18.6
396,1976-03-31,22.0
397,1976-04-01,26.6
398,1976-04-02,19.2
399,1976-04-03,16.6
400,1976-04-04,20.9
401,1976-04-05,17.0
402,1976-04-06,16.2
403,1976-04-07,19.1
404,1976-04-08,14.8
405,1976-04-09,16.7
406,1976-04-10,17.1
407,1976-04-11,20.2
408,1976-04-12,23.6
409,1976-04-13,24.2
410,1976-04-14,25.2
411,1976-04-15,23.9
412,1976-04-16,28.5
413,1976-04-17,21.4
414,1976-04-18,17.1
415,1976-04-19,17.3
416,1976-04-20,19.2
417,1976-04-21,11.4
418,1976-04-22,14.9
419,1976-04-23,19.8
420,1976-04-24,21.3
421,1976-04-25,21.1
422,1976-04-26,16.7
423,1976-04-27,15.4
424,1976-04-28,15.4
425,1976-04-29,12.7
426,1976-04-30,16.6
427,1976-05-01,15.0
428,1976-05-02,16.3
429,1976-05-03,21.2
430,1976-05-04,16.5
431,1976-05-05,16.7
432,1976-05-06,13.4
433,1976-05-07,15.6
434,1976-05-08,13.9
435,1976-05-09,15.6
436,1976-05-10,14.5
437,1976-05-11,12.0
438,1976-05-12,12.2
439,1976-05-13,12.9
440,1976-05-14,15.0
441,1976-05-15,15.7
442,1976-05-16,18.7
443,1976-05-17,12.4
444,1976-05-18,12.2
445,1976-05-19,14.2
446,1976-05-20,13.4
447,1976-05-21,16.1
448,1976-05-22,18.1
449,1976-05-23,15.2
450,1976-05-24,13.9
451,1976-05-25,17.9
452,1976-05-26,13.9
453,1976-05-27,18.4
454,1976-05-28,20.0
455,1976-05-29,18.9
456,1976-05-30,19.7
457,1976-05-31,20.6
458,1976-06-01,15.4
459,1976-06-02,9.7
460,1976-06-03,11.7
461,1976-06-04,14.5
462,1976-06-05,13.3
463,1976-06-06,15.4
464,1976-06-07,11.0
465,1976-06-08,16.7
466,1976-06-09,13.3
467,1976-06-10,17.3
468,1976-06-11,15.1
469,1976-06-12,15.7
470,1976-06-13,13.4
471,1976-06-14,10.6
472,1976-06-15,12.0
473,1976-06-16,11.6
474,1976-06-17,10.6
475,1976-06-18,12.6
476,1976-06-19,13.6
477,1976-06-20,10.8
478,1976-06-21,11.7
479,1976-06-22,11.0
480,1976-06-23,11.4
481,1976-06-24,13.4
482,1976-06-25,13.4
483,1976-06-26,13.4
484,1976-06-27,13.4
485,1976-06-28,9.0
486,1976-06-29,10.6
487,1976-06-30,10.8
488,1976-07-01,9.6
489,1976-07-02,8.2
490,1976-07-03,13.1
491,1976-07-04,12.2
492,1976-07-05,11.4
493,1976-07-06,11.8
494,1976-07-07,12.7
495,1976-07-08,17.0
496,1976-07-09,17.0
497,1976-07-10,13.9
498,1976-07-11,14.5
499,1976-07-12,13.4
500,1976-07-13,12.0
501,1976-07-14,8.3
502,1976-07-15,12.2
503,1976-07-16,12.6
504,1976-07-17,15.6
505,1976-07-18,16.0
506,1976-07-19,15.7
507,1976-07-20,9.6
508,1976-07-21,13.8
509,1976-07-22,12.0
510,1976-07-23,14.2
511,1976-07-24,16.2
512,1976-07-25,12.8
513,1976-07-26,8.8
514,1976-07-27,8.3
515,1976-07-28,9.6
516,1976-07-29,7.9
517,1976-07-30,13.2
518,1976-07-31,12.9
519,1976-08-01,7.9
520,1976-08-02,10.1
521,1976-08-03,8.4
522,1976-08-04,6.9
523,1976-08-05,7.0
524,1976-08-06,7.0
525,1976-08-07,10.6
526,1976-08-08,11.2
527,1976-08-09,13.6
528,1976-08-10,11.5
529,1976-08-11,11.2
530,1976-08-12,11.0
531,1976-08-13,8.0
532,1976-08-14,10.9
533,1976-08-15,11.1
534,1976-08-16,11.5
535,1976-08-17,13.5
536,1976-08-18,16.8
537,1976-08-19,17.1
538,1976-08-20,13.7
539,1976-08-21,17.4
540,1976-08-22,9.8
541,1976-08-23,9.1
542,1976-08-24,8.9
543,1976-08-25,8.8
544,1976-08-26,11.1
545,1976-08-27,13.5
546,1976-08-28,12.7
547,1976-08-29,11.2
548,1976-08-30,13.4
549,1976-08-31,14.6
550,1976-09-01,15.8
551,1976-09-02,13.3
552,1976-09-03,15.2
553,1976-09-04,11.3
554,1976-09-05,10.3
555,1976-09-06,14.2
556,1976-09-07,15.2
557,1976-09-08,16.1
558,1976-09-09,11.8
559,1976-09-10,14.6
560,1976-09-11,9.0
561,1976-09-12,11.5
562,1976-09-13,10.3
563,1976-09-14,11.6
564,1976-09-15,14.9
565,1976-09-16,15.9
566,1976-09-17,14.0
567,1976-09-18,17.0
568,1976-09-19,21.4
569,1976-09-20,12.8
570,1976-09-21,11.4
571,1976-09-22,11.6
572,1976-09-23,11.5
573,1976-09-24,9.9
574,1976-09-25,10.8
575,1976-09-26,13.3
576,1976-09-27,20.0
577,1976-09-28,13.4
578,1976-09-29,18.6
579,1976-09-30,22.8
580,1976-10-01,12.1
581,1976-10-02,13.5
582,1976-10-03,13.3
583,1976-10-04,19.6
584,1976-10-05,18.5
585,1976-10-06,14.6
586,1976-10-07,13.5
587,1976-10-08,10.9
588,1976-10-09,11.7
589,1976-10-10,12.2
590,1976-10-11,12.1
591,1976-10-12,15.1
592,1976-10-13,10.6
593,1976-10-14,11.2
594,1976-10-15,11.6
595,1976-10-16,12.9
596,1976-10-17,9.7
597,1976-10-18,10.8
598,1976-10-19,12.2
599,1976-10-20,18.5
600,1976-10-21,14.9
601,1976-10-22,14.0
602,1976-10-23,18.4
603,1976-10-24,11.9
604,1976-10-25,12.4
605,1976-10-26,17.1
606,1976-10-27,15.6
607,1976-10-28,18.4
608,1976-10-29,15.1
609,1976-10-30,12.3
610,1976-10-31,17.1
611,1976-11-01,17.2
612,1976-11-02,15.0
613,1976-11-03,11.1
614,1976-11-04,14.7
615,1976-11-05,15.1
616,1976-11-06,14.5
617,1976-11-07,16.5
618,1976-11-08,12.4
619,1976-11-09,14.4
620,1976-11-10,16.4
621,1976-11-11,19.8
622,1976-11-12,25.2
623,1976-11-13,30.0
624,1976-11-14,16.4
625,1976-11-15,17.6
626,1976-11-16,16.4
627,1976-11-17,12.6
628,1976-11-18,14.9
629,1976-11-19,18.0
630,1976-11-20,17.5
631,1976-11-21,16.0
632,1976-11-22,16.2
633,1976-11-23,14.5
634,1976-11-24,15.4
635,1976-11-25,17.3
636,1976-11-26,18.0
637,1976-11-27,17.3
638,1976-11-28,17.0
639,1976-11-29,18.6
640,1976-11-30,18.6
641,1976-12-01,18.6
642,1976-12-02,19.9
643,1976-12-03,18.8
644,1976-12-04,18.5
645,1976-12-05,17.6
646,1976-12-06,23.3
647,1976-12-07,17.3
648,1976-12-08,21.4
649,1976-12-09,21.4
650,1976-12-10,21.0
651,1976-12-11,18.0
652,1976-12-12,17.0
653,1976-12-13,20.2
654,1976-12-14,23.6
655,1976-12-15,17.6
656,1976-12-16,17.7
657,1976-12-17,18.5
658,1976-12-18,15.6
659,1976-12-19,19.3
660,1976-12-20,23.3
661,1976-12-21,23.6
662,1976-12-22,33.9
663,1976-12-23,15.7
664,1976-12-24,18.5
665,1976-12-25,23.9
666,1976-12-26,18.5
667,1976-12-27,19.8
668,1976-12-28,20.5
669,1976-12-29,17.7
670,1976-12-30,16.1
671,1976-12-31,21.6
672,1977-01-01,23.4
673,1977-01-02,17.7
674,1977-01-03,16.8
675,1977-01-04,17.2
676,1977-01-05,18.9
677,1977-01-06,24.2
678,1977-01-07,23.8
679,1977-01-08,18.8
680,1977-01-09,24.3
681,1977-01-10,20.6
682,1977-01-11,22.9
683,1977-01-12,21.5
684,1977-01-13,29.8
685,1977-01-14,30.4
686,1977-01-15,25.2
687,1977-01-16,23.8
688,1977-01-17,18.2
689,1977-01-18,17.1
690,1977-01-19,18.9
691,1977-01-20,25.2
692,1977-01-21,23.4
693,1977-01-22,23.2
694,1977-01-23,19.9
695,1977-01-24,20.4
696,1977-01-25,18.9
697,1977-01-26,20.4
698,1977-01-27,24.9
699,1977-01-28,18.6
700,1977-01-29,26.0
701,1977-01-30,21.2
702,1977-01-31,27.7
703,1977-02-01,18.8
704,1977-02-02,22.3
705,1977-02-03,20.3
706,1977-02-04,31.8
707,1977-02-05,31.0
708,1977-02-06,21.7
709,1977-02-07,22.7
710,1977-02-08,23.0
711,1977-02-09,25.9
712,1977-02-10,22.0
713,1977-02-11,22.3
714,1977-02-12,38.0
715,1977-02-13,23.3
716,1977-02-14,26.0
717,1977-02-15,20.1
718,1977-02-16,21.9
719,1977-02-17,20.2
720,1977-02-18,17.0
721,1977-02-19,16.2
722,1977-02-20,17.1
723,1977-02-21,18.1
724,1977-02-22,20.1
725,1977-02-23,18.9
726,1977-02-24,18.5
727,1977-02-25,19.5
728,1977-02-26,18.7
729,1977-02-27,16.7
730,1977-02-28,17.7
731,1977-03-01,20.0
732,1977-03-02,24.1
733,1977-03-03,22.4
734,1977-03-04,26.4
735,1977-03-05,31.0
736,1977-03-06,20.0
737,1977-03-07,21.2
738,1977-03-08,20.5
739,1977-03-09,20.7
740,1977-03-10,22.4
741,1977-03-11,23.5
742,1977-03-12,19.9
743,1977-03-13,23.5
744,1977-03-14,29.3
745,1977-03-15,15.8
746,1977-03-16,18.5
747,1977-03-17,21.6
748,1977-03-18,18.6
749,1977-03-19,19.9
750,1977-03-20,17.0
751,1977-03-21,17.4
752,1977-03-22,22.1
753,1977-03-23,20.8
754,1977-03-24,19.9
755,1977-03-25,21.1
756,1977-03-26,17.2
757,1977-03-27,16.8
758,1977-03-28,20.4
759,1977-03-29,21.2
760,1977-03-30,21.1
761,1977-03-31,18.0
762,1977-04-01,18.4
763,1977-04-02,21.4
764,1977-04-03,21.9
765,1977-04-04,21.3
766,1977-04-05,25.4
767,1977-04-06,17.0
768,1977-04-07,19.0
769,1977-04-08,15.6
770,1977-04-09,15.0
771,1977-04-10,18.6
772,1977-04-11,20.8
773,1977-04-12,16.7
774,1977-04-13,19.1
775,1977-04-14,20.5
776,1977-04-15,19.4
777,1977-04-16,18.7
778,1977-04-17,15.7
779,1977-04-18,18.5
780,1977-04-19,15.8
781,1977-04-20,15.8
782,1977-04-21,18.4
783,1977-04-22,17.1
784,1977-04-23,15.2
785,1977-04-24,18.6
786,1977-04-25,15.4
787,1977-04-26,17.4
788,1977-04-27,18.6
789,1977-04-28,16.1
790,1977-04-29,15.2
791,1977-04-30,15.0
792,1977-05-01,15.1
793,1977-05-02,16.2
794,1977-05-03,19.2
795,1977-05-04,14.1
796,1977-05-05,20.0
797,1977-05-06,16.7
798,1977-05-07,14.5
799,1977-05-08,15.7
800,1977-05-09,16.5
801,1977-05-10,13.4
802,1977-05-11,11.5
803,1977-05-12,14.4
804,1977-05-13,18.0
805,1977-05-14,15.8
806,1977-05-15,13.2
807,1977-05-16,12.4
808,1977-05-17,13.7
809,1977-05-18,13.9
810,1977-05-19,15.8
811,1977-05-20,16.0
812,1977-05-21,14.0
813,1977-05-22,13.7
814,1977-05-23,11.5
815,1977-05-24,12.1
816,1977-05-25,11.1
817,1977-05-26,13.2
818,1977-05-27,15.0
819,1977-05-28,13.0
820,1977-05-29,14.5
821,1977-05-30,12.6
822,1977-05-31,11.4
823,1977-06-01,11.4
824,1977-06-02,14.5
825,1977-06-03,13.9
826,1977-06-04,13.1
827,1977-06-05,11.3
828,1977-06-06,12.1
829,1977-06-07,11.0
830,1977-06-08,10.9
831,1977-06-09,10.6
832,1977-06-10,12.0
833,1977-06-11,11.0
834,1977-06-12,12.9
835,1977-06-13,14.3
836,1977-06-14,16.6
837,1977-06-15,14.3
838,1977-06-16,12.3
839,1977-06-17,12.3
840,1977-06-18,11.8
841,1977-06-19,13.9
842,1977-06-20,14.3
843,1977-06-21,13.9
844,1977-06-22,15.1
845,1977-06-23,10.6
846,1977-06-24,10.9
847,1977-06-25,11.3
848,1977-06-26,13.2
849,1977-06-27,12.5
850,1977-06-28,9.6
851,1977-06-29,10.9
852,1977-06-30,6.7
853,1977-07-01,13.1
854,1977-07-02,14.5
855,1977-07-03,11.6
856,1977-07-04,14.5
857,1977-07-05,15.1
858,1977-07-06,13.1
859,1977-07-07,15.6
860,1977-07-08,13.3
861,1977-07-09,12.6
862,1977-07-10,10.6
863,1977-07-11,13.1
864,1977-07-12,11.9
865,1977-07-13,12.9
866,1977-07-14,10.3
867,1977-07-15,11.0
868,1977-07-16,11.8
869,1977-07-17,8.5
870,1977-07-18,7.9
871,1977-07-19,6.7
872,1977-07-20,9.0
873,1977-07-21,10.6
874,1977-07-22,15.1
875,1977-07-23,12.4
876,1977-07-24,9.8
877,1977-07-25,10.8
878,1977-07-26,9.4
879,1977-07-27,11.9
880,1977-07-28,10.8
881,1977-07-29,10.6
882,1977-07-30,10.8
883,1977-07-31,10.9
884,1977-08-01,13.3
885,1977-08-02,13.5
886,1977-08-03,11.7
887,1977-08-04,15.7
888,1977-08-05,15.7
889,1977-08-06,13.9
890,1977-08-07,9.9
891,1977-08-08,11.4
892,1977-08-09,14.3
893,1977-08-10,18.0
894,1977-08-11,20.1
895,1977-08-12,15.9
896,1977-08-13,13.5
897,1977-08-14,11.7
898,1977-08-15,13.5
899,1977-08-16,13.5
900,1977-08-17,15.8
901,1977-08-18,13.5
902,1977-08-19,16.7
903,1977-08-20,15.3
904,1977-08-21,9.4
905,1977-08-22,14.2
906,1977-08-23,18.0
907,1977-08-24,17.6
908,1977-08-25,24.1
909,1977-08-26,24.8
910,1977-08-27,11.7
911,1977-08-28,13.7
912,1977-08-29,16.7
913,1977-08-30,13.9
914,1977-08-31,14.1
915,1977-09-01,11.9
916,1977-09-02,11.3
917,1977-09-03,11.4
918,1977-09-04,11.5
919,1977-09-05,13.2
920,1977-09-06,10.2
921,1977-09-07,15.2
922,1977-09-08,13.3
923,1977-09-09,16.7
924,1977-09-10,13.7
925,1977-09-11,12.4
926,1977-09-12,12.8
927,1977-09-13,13.0
928,1977-09-14,11.3
929,1977-09-15,14.6
930,1977-09-16,14.6
931,1977-09-17,16.5
932,1977-09-18,15.3
933,1977-09-19,17.3
934,1977-09-20,17.8
935,1977-09-21,21.8
936,1977-09-22,15.3
937,1977-09-23,10.8
938,1977-09-24,12.8
939,1977-09-25,16.4
940,1977-09-26,22.5
941,1977-09-27,18.5
942,1977-09-28,17.0
943,1977-09-29,11.7
944,1977-09-30,11.8
945,1977-10-01,14.5
946,1977-10-02,15.6
947,1977-10-03,18.7
948,1977-10-04,16.5
949,1977-10-05,15.2
950,1977-10-06,15.1
951,1977-10-07,17.2
952,1977-10-08,20.0
953,1977-10-09,25.8
954,1977-10-10,18.9
955,1977-10-11,27.3
956,1977-10-12,23.4
957,1977-10-13,22.2
958,1977-10-14,16.1
959,1977-10-15,15.9
960,1977-10-16,14.6
961,1977-10-17,15.8
962,1977-10-18,15.4
963,1977-10-19,14.5
964,1977-10-20,16.9
965,1977-10-21,12.7
966,1977-10-22,15.6
967,1977-10-23,21.2
968,1977-10-24,24.9
969,1977-10-25,20.7
970,1977-10-26,28.8
971,1977-10-27,31.1
972,1977-10-28,12.4
973,1977-10-29,16.2
974,1977-10-30,16.5
975,1977-10-31,20.2
976,1977-11-01,17.7
977,1977-11-02,15.4
978,1977-11-03,18.7
979,1977-11-04,24.0
980,1977-11-05,12.7
981,1977-11-06,17.3
982,1977-11-07,19.4
983,1977-11-08,15.8
984,1977-11-09,26.2
985,1977-11-10,20.9
986,1977-11-11,13.4
987,1977-11-12,16.2
988,1977-11-13,22.8
989,1977-11-14,16.0
990,1977-11-15,16.3
991,1977-11-16,16.3
992,1977-11-17,20.0
993,1977-11-18,17.7
994,1977-11-19,20.4
995,1977-11-20,18.6
996,1977-11-21,19.2
997,1977-11-22,23.4
998,1977-11-23,18.4
999,1977-11-24,14.1
1000,1977-11-25,20.4
1001,1977-11-26,31.6
1002,1977-11-27,18.7
1003,1977-11-28,14.8
1004,1977-11-29,17.6
1005,1977-11-30,24.6
1006,1977-12-01,21.8
1007,1977-12-02,23.0
1008,1977-12-03,18.7
1009,1977-12-04,17.7
1010,1977-12-05,18.4
1011,1977-12-06,19.5
1012,1977-12-07,22.4
1013,1977-12-08,20.5
1014,1977-12-09,18.4
1015,1977-12-10,21.5
1016,1977-12-11,17.4
1017,1977-12-12,20.5
1018,1977-12-13,22.1
1019,1977-12-14,19.8
1020,1977-12-15,19.6
1021,1977-12-16,17.7
1022,1977-12-17,25.2
1023,1977-12-18,14.7
1024,1977-12-19,16.5
1025,1977-12-20,17.6
1026,1977-12-21,15.0
1027,1977-12-22,20.2
1028,1977-12-23,19.8
1029,1977-12-24,19.6
1030,1977-12-25,26.6
1031,1977-12-26,23.1
1032,1977-12-27,15.6
1033,1977-12-28,17.0
1034,1977-12-29,17.7
1035,1977-12-30,18.2
1036,1977-12-31,25.8
1037,1978-01-01,29.7
1038,1978-01-02,17.3
1039,1978-01-03,17.7
1040,1978-01-04,19.6
1041,1978-01-05,22.4
1042,1978-01-06,18.9
1043,1978-01-07,19.0
1044,1978-01-08,18.9
1045,1978-01-09,24.3
1046,1978-01-10,22.2
1047,1978-01-11,18.8
1048,1978-01-12,20.7
1049,1978-01-13,23.8
1050,1978-01-14,25.6
1051,1978-01-15,27.1
1052,1978-01-16,19.6
1053,1978-01-17,19.6
1054,1978-01-18,20.4
1055,1978-01-19,21.6
1056,1978-01-20,23.1
1057,1978-01-21,29.9
1058,1978-01-22,21.6
1059,1978-01-23,27.7
1060,1978-01-24,24.3
1061,1978-01-25,23.7
1062,1978-01-26,25.2
1063,1978-01-27,15.2
1064,1978-01-28,16.2
1065,1978-01-29,17.3
1066,1978-01-30,27.0
1067,1978-01-31,23.1
1068,1978-02-01,17.6
