,f (/days),component
0,0.0,(424809.89999999997+8.391509709326783e-12j)
1,5.606009642336585e-05,(-386.54006751570665+2455.9026956049115j)
2,0.0001121201928467317,(-369.64903484793103+2536.462519747871j)
3,0.00016818028927009755,(-2118.654462299989+2771.791053601057j)
4,0.0002242403856934634,(-3286.273382447633+132.63469705279746j)
5,0.00028030048211682924,(1034.6852566501377-1049.8092058265888j)
6,0.0003363605785401951,(-982.830458373585+1607.5877739119858j)
7,0.00039242067496356094,(104.56786416491535+1545.2362835278009j)
8,0.0004484807713869268,(274.6319567416844+793.584285379332j)
9,0.0005045408678102926,(410.4956547054999-2508.198502461588j)
10,0.0005606009642336585,(405.5905451291565+465.72662415231036j)
11,0.0006166610606570243,(375.21284700290806+720.5711541082485j)
12,0.0006727211570803902,(-681.2523788042295-52.86816261857143j)
13,0.000728781253503756,(-401.6238239445592-1893.2624146267424j)
14,0.0007848413499271219,(1361.492924332918+1232.2899523674982j)
15,0.0008409014463504877,(-1099.321794655356-46.42912062444719j)
16,0.0008969615427738536,(-729.5423816716143+181.16645276270293j)
17,0.0009530216391972194,(538.8592624206979+899.4596992696557j)
18,0.0010090817356205853,(339.56414853301794+952.4545857493016j)
19,0.001065141832043951,(815.6757437599691-82.76316888812629j)
20,0.001121201928467317,(-495.38892125572704+168.55965658287096j)
21,0.001177262024890683,(759.6544625294486+65.45216928095613j)
22,0.0012333221213140487,(-638.6310797150185-1437.3472370960085j)
23,0.0012893822177374144,(118.20413121243081-893.2548729444574j)
24,0.0013454423141607804,(1073.351487287317-296.5137805503349j)
25,0.0014015024105841463,(-653.5435349279543+733.0963037186305j)
26,0.001457562507007512,(-97.11024175564583-152.0374981443219j)
27,0.0015136226034308778,(-692.283156578606-32.785432491650724j)
28,0.0015696826998542438,(-1359.142304179699+850.4499239248321j)
29,0.0016257427962776097,(429.6103807512885+1237.7887516577887j)
30,0.0016818028927009755,(517.3069119866211-340.7948093043236j)
31,0.0017378629891243412,(-1391.6427918195955+45.3314356864947j)
32,0.0017939230855477072,(817.7494246126574+187.16845647643788j)
33,0.0018499831819710731,(-1515.2458097457366+946.8331042529894j)
34,0.0019060432783944389,(-1309.7666468972827+1017.1960926088357j)
35,0.0019621033748178046,(-659.6818899247917-769.4060241574118j)
36,0.0020181634712411706,(-567.3856250175085-468.5095145848754j)
37,0.0020742235676645365,(-786.8856535920547-1326.5167872570078j)
38,0.002130283664087902,(-1159.38269986363+75.86642620752284j)
39,0.002186343760511268,(-1579.306649037063+439.86773448792536j)
40,0.002242403856934634,(-1655.3400927181826+300.5243782741771j)
41,0.002298463953358,(-2665.4050020669506-248.283736621907j)
42,0.002354524049781366,(-2614.347467374366-26.17960883037506j)
43,0.0024105841462047314,(-1171.686222003711-949.7232031158849j)
44,0.0024666442426280973,(-880.2686961752223-945.1041467634925j)
45,0.0025227043390514633,(-3010.7760263924547-524.054994558481j)
46,0.002578764435474829,(-4565.275105684117-1225.0589202637545j)
47,0.0026348245318981948,(-6031.984814832867-2004.4863900754117j)
48,0.0026908846283215607,(-9984.541591935198-2646.007753389998j)
49,0.0027469447247449267,(56331.267960455094+20779.217669354406j)
50,0.0028030048211682927,(7747.778363033227+2385.914902055352j)
51,0.002859064917591658,(4112.520863784097+1005.9229016556092j)
52,0.002915125014015024,(2698.853280547109+2443.700660839373j)
53,0.00297118511043839,(854.765956333312+524.7063090098054j)
54,0.0030272452068617556,(1802.3341725095956+69.02544630102147j)
55,0.0030833053032851216,(-183.73597026062757+623.7238157283216j)
56,0.0031393653997084875,(1175.4144596136211+144.46205095759115j)
57,0.0031954254961318535,(1817.5917689508915-329.6443156862465j)
58,0.0032514855925552194,(1255.2519383794008+446.86674677718213j)
59,0.003307545688978585,(-253.99813984054472+554.5301555366908j)
60,0.003363605785401951,(142.66770421196335+247.9342924936276j)
61,0.003419665881825317,(-215.99851393252072+1418.2162907348893j)
62,0.0034757259782486824,(1491.3339119579957+684.9314996481046j)
63,0.0035317860746720484,(38.65389843651951+795.478022994482j)
64,0.0035878461710954143,(86.17389517175093-959.3413824985521j)
65,0.0036439062675187803,(829.9514832254392+581.1208461601282j)
66,0.0036999663639421462,(-1062.2614884891088+691.7303691423592j)
67,0.0037560264603655118,(-472.0376626697589+969.3808112872289j)
68,0.0038120865567888777,(-106.46809537014008+1672.7225330289712j)
69,0.0038681466532122437,(895.2241490984479+533.0157454601468j)
70,0.003924206749635609,(295.4565826142211-80.75072778379648j)
71,0.003980266846058975,(-203.48490991509198+617.2501839640004j)
72,0.004036326942482341,(352.66097390361506+1333.0392964668395j)
73,0.004092387038905707,(112.14256232536565+427.96781901354075j)
74,0.004148447135329073,(-353.74747879118536-142.27282508985502j)
75,0.004204507231752439,(772.4285141474248-1002.4229665261042j)
76,0.004260567328175804,(2081.857514385072-161.05779849356952j)
77,0.00431662742459917,(-572.4113084670354+1114.0114392075363j)
78,0.004372687521022536,(519.5417299703295+831.464121667352j)
79,0.004428747617445902,(1016.9018351758968+681.4266121148466j)
80,0.004484807713869268,(417.79037970656947-98.60233782218415j)
81,0.004540867810292634,(215.07001961335718-903.4362305402971j)
82,0.004596927906716,(144.2985362664367+920.015602290532j)
83,0.004652988003139366,(213.81356551875558+249.91792054219465j)
84,0.004709048099562732,(1414.2702117683652+385.2912164653164j)
85,0.004765108195986097,(1004.6182371561816+1331.8827120634637j)
86,0.004821168292409463,(170.35603687044664-271.62338277255424j)
87,0.004877228388832829,(541.1343614111737+151.55542254203664j)
88,0.004933288485256195,(210.66640347895773+605.3048208329501j)
89,0.004989348581679561,(-911.8274968097936+811.0323681092686j)
90,0.005045408678102927,(1458.210760689069-483.875001398181j)
91,0.0051014687745262926,(837.8726688759366+915.5397054912379j)
92,0.005157528870949658,(821.9944592928484+558.5555821279773j)
93,0.005213588967373024,(-101.38316415440059+905.7588106007138j)
94,0.0052696490637963896,(803.3770773835954-249.722158482092j)
95,0.0053257091602197555,(-693.5386148263663+1255.452375107165j)
96,0.0053817692566431215,(1690.6073074574158+583.8798796938978j)
97,0.005437829353066487,(2530.61442728685+3922.007114378495j)
98,0.005493889449489853,(-5135.888120946491-7347.4939126443205j)
99,0.005549949545913219,(-640.948840098571-1348.6753830421062j)
100,0.005606009642336585,(-1074.9268776265844-928.0823767959068j)
101,0.00566206973875995,(-789.5521753271835-209.63805971108823j)
102,0.005718129835183316,(425.1922788529147-692.9282124790294j)
103,0.005774189931606682,(-145.4288023377621+616.8525335332895j)
104,0.005830250028030048,(-137.94136998384943-1251.5222946329507j)
105,0.005886310124453414,(-184.694987081919+0.11228173417980969j)
106,0.00594237022087678,(804.6492212559197-983.7253644961878j)
107,0.005998430317300146,(-442.8958647840567+66.12763255641781j)
108,0.006054490413723511,(-265.663342898781-27.181062075589267j)
109,0.006110550510146877,(-106.82985417969024-504.0158680623629j)
110,0.006166610606570243,(-583.394816687445+488.496989457523j)
111,0.006222670702993609,(945.2835912880826+101.16409351762525j)
112,0.006278730799416975,(614.7650983010263-165.52117129573998j)
113,0.006334790895840341,(23.395929635053243+22.269999560322084j)
114,0.006390850992263707,(1487.3696958199985+683.0155766809203j)
115,0.006446911088687073,(70.64492225254588-687.3791972513129j)
116,0.006502971185110439,(-844.2532472718749+16.313971505707684j)
117,0.006559031281533804,(902.9918949184128-150.25010616084262j)
118,0.00661509137795717,(-1124.1428880195758+196.53451469532513j)
119,0.006671151474380536,(-879.5314821788985-1132.7769513982857j)
120,0.006727211570803902,(54.621117764951805+646.82477214557j)
121,0.006783271667227268,(670.4413227416927-250.4583362103023j)
122,0.006839331763650634,(764.2355038399785-24.63399888033439j)
123,0.006895391860074,(228.1335967405675+792.6467728933095j)
124,0.006951451956497365,(-536.7585752772816+180.49561529118964j)
125,0.007007512052920731,(436.56072299346204-522.1205029312227j)
126,0.007063572149344097,(-277.0024600539811+872.2776722694263j)
127,0.007119632245767463,(-267.27937482826775+188.4559261607716j)
128,0.007175692342190829,(-150.8499809917549-258.7478201159704j)
129,0.007231752438614195,(187.4468869478055+1254.1537552091538j)
130,0.0072878125350375605,(-183.1501754408556+952.4992243524127j)
131,0.0073438726314609265,(635.1095823997866-1391.9667921341456j)
132,0.0073999327278842925,(953.5005325351401-1501.644689630861j)
133,0.0074559928243076576,(-117.60390666627929+1007.4305998825291j)
134,0.0075120529207310235,(-493.8675571061129+580.538239803625j)
135,0.0075681130171543895,(64.64588441820798+444.13165323938176j)
136,0.007624173113577755,(-410.96410641490155+275.86224802575293j)
137,0.007680233210001121,(615.1177067750151-309.6118411707258j)
138,0.007736293306424487,(-197.505128592296-455.3143993421702j)
139,0.007792353402847853,(81.90381760454503+748.6103276579654j)
140,0.007848413499271218,(576.0341079906449+464.85069054256576j)
141,0.007904473595694584,(15.96693984851919-844.7234751542835j)
142,0.00796053369211795,(-228.0042625868593-169.57587731476212j)
143,0.008016593788541316,(1068.098936059644+676.4288526836683j)
144,0.008072653884964682,(569.701523281372-107.47963182830395j)
145,0.008128713981388048,(541.6162630408483-873.2495253309422j)
146,0.008184774077811414,(-486.3276414637647+160.73698698134658j)
147,0.00824083417423478,(-485.88676760859664-152.28197390193915j)
148,0.008296894270658146,(-663.1380247907794-132.13728882206368j)
149,0.008352954367081512,(-402.4359078552548-777.0088428256324j)
150,0.008409014463504878,(196.09156810590565+46.62016626239041j)
151,0.008465074559928244,(-176.80989667909964+282.544519863964j)
152,0.008521134656351608,(-229.9731859303717-211.16952824646015j)
153,0.008577194752774974,(-175.36314686275713-525.0146779994471j)
154,0.00863325484919834,(-1041.783367027579+54.57003829616423j)
155,0.008689314945621706,(-53.73822873628407-374.1222875041806j)
156,0.008745375042045072,(75.53214099504024-15.701281206350735j)
157,0.008801435138468438,(-140.7192465093263+587.5005732102088j)
158,0.008857495234891804,(-636.2690525131438-1.0436239282661859j)
159,0.00891355533131517,(-151.91200649720793-269.39748012118696j)
160,0.008969615427738536,(262.74743057098283-337.5578062099508j)
161,0.009025675524161902,(110.77751542241728+876.0434809777673j)
162,0.009081735620585268,(-578.4695984881103-47.447836751908376j)
163,0.009137795717008634,(-7.329828236600249+210.33723367189057j)
164,0.009193855813432,(-363.58218708468104+301.80894560277244j)
165,0.009249915909855366,(819.557386939759-627.4472056933655j)
166,0.009305976006278732,(-525.0251958419944-934.9722303211365j)
167,0.009362036102702097,(-208.48531019281006+554.2323158571223j)
168,0.009418096199125463,(-573.6434444977735-361.76874371925715j)
169,0.009474156295548828,(-800.8312622137715-987.7672911061272j)
170,0.009530216391972194,(750.7315881241041-662.4922351034213j)
171,0.00958627648839556,(1360.1688928981212-693.1310219545609j)
172,0.009642336584818926,(355.6231870788792-309.7837854334541j)
173,0.009698396681242291,(726.7273352838035+138.07343670725425j)
174,0.009754456777665657,(-824.6071943895612+942.089075438108j)
175,0.009810516874089023,(-1175.8258069301105+67.31514327717298j)
176,0.00986657697051239,(17.011068397225387+309.6981790371994j)
177,0.009922637066935755,(1028.8773858153584-77.36469013515199j)
178,0.009978697163359121,(-161.95410392811908-338.45374083528975j)
179,0.010034757259782487,(-284.7521612832525-328.67329423252j)
180,0.010090817356205853,(11.025424532272297+214.52249956932974j)
181,0.01014687745262922,(490.3721201190179+235.36735646711392j)
182,0.010202937549052585,(501.6454350349416+587.0181273654039j)
183,0.010258997645475951,(323.82118027543413+688.9224838809032j)
184,0.010315057741899315,(-675.6818051098616-883.6266657250558j)
185,0.010371117838322681,(601.9329501435732+141.20633558722548j)
