,f (/years),component
0,0.0,(488463+1.0818013151947525e-11j)
1,0.020475950218634378,(258.3368743069574+1811.3623190421904j)
2,0.040951900437268755,(262.91113044112933+1056.9791014531825j)
3,0.06142785065590313,(103.24347904330928+1318.5578152744345j)
4,0.08190380087453751,(597.9747568744491+642.1126165779565j)
5,0.10237975109317188,(-149.62728850523223-229.46518437428568j)
6,0.12285570131180626,(-617.0921212655775+584.6157659522651j)
7,0.14333165153044064,(921.8121257557603+380.81052611361537j)
8,0.16380760174907502,(-56.474466690589715+1176.5251747543823j)
9,0.18428355196770937,(-679.5310873425179+32.7206331235805j)
10,0.20475950218634376,(-417.2239765720801+1201.2743454905071j)
11,0.22523545240497814,(124.19512453621586+46.21040393421071j)
12,0.24571140262361252,(-311.67863905268183+96.52486754771593j)
13,0.26618735284224687,(275.7600090315205-806.4262019419009j)
14,0.2866633030608813,(886.4102813321985+800.0461770784642j)
15,0.30713925327951563,(78.77126036451418+208.2048693841008j)
16,0.32761520349815004,(-340.427848085492+502.85323699452084j)
17,0.3480911537167844,(543.6666892477035-917.7439632505289j)
18,0.36856710393541875,(247.0138099010381-550.5437287609772j)
19,0.3890430541540531,(675.819776662793-245.42984424824556j)
20,0.4095190043726875,(-977.5140930212146-33.258752774347684j)
21,0.4299949545913219,(30.88011536201608-268.74268460859076j)
22,0.4504709048099563,(-15.268770921837095+475.4929812882068j)
23,0.4709468550285906,(-20.103235576414818-294.0247355190249j)
24,0.49142280524722504,(-590.07777574521-866.1635159268875j)
25,0.5118987554658595,(-149.9429952942018+215.6135356498559j)
26,0.5323747056844937,(443.5776108519722-438.81610044835685j)
27,0.5528506559031281,(-355.7134800395489+745.0000609960645j)
28,0.5733266061217626,(-133.10936806051777+31.59682434422743j)
29,0.5938025563403969,(1125.2302540899475+606.7303943440287j)
30,0.6142785065590313,(253.01237560000573-186.52171667447902j)
31,0.6347544567776656,(-25.541922173577547-993.5665562265406j)
32,0.6552304069963001,(165.73811032286517-1529.6479950831645j)
33,0.6757063572149344,(-727.4793694638842+636.5699692127646j)
34,0.6961823074335688,(-641.0806691428216-205.78462398862268j)
35,0.7166582576522031,(-993.0744518578218-425.5149578784652j)
36,0.7371342078708375,(84.95170349037468-637.8914552769563j)
37,0.757610158089472,(-6.6186729429853415-679.0486865339913j)
38,0.7780861083081062,(-129.50831079577534-761.5214109842187j)
39,0.7985620585267407,(-62.42239420677612-254.95189260169826j)
