,f (/years),component
0,0.0,(364875.9999999999+7.702283255639486e-12j)
1,0.020475950218634378,(335.6690488681306+3062.2831575456694j)
2,0.040951900437268755,(168.90813925351463-403.92233936333884j)
3,0.06142785065590313,(-1032.3070727789934+1350.6235165865687j)
4,0.08190380087453751,(-1039.2237993395859-1255.0602229499714j)
5,0.10237975109317188,(-1610.074478686291-235.33488707172785j)
6,0.12285570131180626,(609.9860341384026+179.58695878510133j)
7,0.14333165153044064,(826.5581207410551+575.1352565035558j)
8,0.16380760174907502,(793.1111280029896+228.90489849788372j)
9,0.18428355196770937,(147.48783134122596-749.5961554836753j)
10,0.20475950218634376,(781.7615421493078+92.64340790994034j)
11,0.22523545240497814,(20.657447173971935-12.756221263270657j)
12,0.24571140262361252,(-1122.650242073591+673.7802381982448j)
13,0.26618735284224687,(870.290038275203-977.2929834884869j)
14,0.2866633030608813,(134.74608204604897+806.9230324870477j)
15,0.30713925327951563,(1109.515323319787+1260.0479379378855j)
16,0.32761520349815004,(-853.1106465901879+263.9726826685147j)
17,0.3480911537167844,(-11.026764631666772+778.2740635904729j)
18,0.36856710393541875,(1087.7012172949528+671.2721214142999j)
19,0.3890430541540531,(1021.2629242140933-729.6339673327981j)
20,0.4095190043726875,(-14.831858702778502-428.0953475581337j)
21,0.4299949545913219,(523.30387604997+742.1453216040128j)
22,0.4504709048099563,(-1058.6505141662778+92.57776908535975j)
23,0.4709468550285906,(-756.7368605037955-24.081053255290087j)
24,0.49142280524722504,(-432.8085581251481+386.86157404442355j)
25,0.5118987554658595,(-80.0861497408655+762.5337492406829j)
26,0.5323747056844937,(-302.3339217376985-45.53159495086363j)
27,0.5528506559031281,(-361.223393763248+3.083770734261364j)
28,0.5733266061217626,(-112.43846479194526+728.070032464327j)
29,0.5938025563403969,(-1357.0231551684815+469.60703077894703j)
30,0.6142785065590313,(-141.04024200444036+21.3551766461191j)
31,0.6347544567776656,(-671.10641374599+519.8279211113883j)
32,0.6552304069963001,(407.2591897296319+768.933395763427j)
33,0.6757063572149344,(-729.1556120472688+763.8779399497789j)
34,0.6961823074335688,(-295.22465797559823+254.04859328361874j)
35,0.7166582576522031,(-224.33064346449947+628.1191760509412j)
36,0.7371342078708375,(-115.39662142747105+963.8752430578616j)
37,0.757610158089472,(-537.2581120063579-996.3136714428808j)
38,0.7780861083081062,(-819.2771968973019+135.38256455951034j)
39,0.7985620585267407,(-672.4393937671514+218.5301021066037j)
40,0.819038008745375,(-1218.3533873799051-15.50501947050634j)
41,0.8395139589640095,(-1318.0883163517542-558.2933014341237j)
42,0.8599899091826438,(-985.5342258507093+888.6638045452485j)
43,0.8804658594012781,(-582.2019485630912+998.6087929246842j)
44,0.9009418096199125,(-1268.9105186878878+444.30349534822057j)
45,0.921417759838547,(-1747.2866494298821+323.70547591837595j)
46,0.9418937100571813,(-2040.620142757783+35.622697202495715j)
47,0.9623696602758156,(-3291.8652699219224+361.0779357559096j)
48,0.9828456104944501,(-4942.681967277174+157.8340050375832j)
49,1.0033215607130845,(30111.69610844556+3600.337924013311j)
50,1.023797510931719,(4214.623047432791+684.6679187679663j)
51,1.0442734611503532,(2981.6986034098495+23.920412025265705j)
52,1.0647494113689875,(1417.9487280020198+244.25402462688874j)
53,1.085225361587622,(1221.769461908613+127.4315872295108j)
54,1.1057013118062562,(-0.38393184123574997-413.5243970351312j)
55,1.1261772620248907,(918.6505346289839+104.5288906768194j)
56,1.1466532122435251,(310.7666787801908-424.64334138961j)
57,1.1671291624621596,(981.349685642149+92.36065560901437j)
58,1.1876051126807938,(232.81691578631253+317.6160960191994j)
59,1.208081062899428,(-170.6816932849027+179.3842487129872j)
60,1.2285570131180625,(415.99969634917926-413.9806380626453j)
61,1.249032963336697,(477.2157906815875+673.0105537625639j)
62,1.2695089135553312,(1415.1406205900535+336.49414756076794j)
63,1.2899848637739657,(14.955112601191189+42.88223692446898j)
64,1.3104608139926002,(238.05085095332322+1016.8159024533671j)
65,1.3309367642112344,(-415.1329080386927+417.5742256660863j)
66,1.3514127144298689,(-462.74480828943484+396.689971817813j)
67,1.3718886646485031,(-458.92147807204805+1143.51299483985j)
68,1.3923646148671376,(1009.578516283803+280.4700487230082j)
69,1.412840565085772,(-531.2644936345539-47.73805655528122j)
70,1.4333165153044063,(333.1599028825161+153.22996162134376j)
71,1.4537924655230408,(479.2304090417656-115.47935816733923j)
72,1.474268415741675,(-162.9757167710112+1032.670062856802j)
73,1.4947443659603095,(-607.383941143179+596.0482809536356j)
74,1.515220316178944,(4.775197302508463-42.184815849044824j)
75,1.5356962663975784,(-266.05130557616593-785.7973262365078j)
76,1.5561722166162124,(720.1839060722776-75.69171657597803j)
77,1.5766481668348469,(597.8396268229626+670.0388946527854j)
78,1.5971241170534813,(-510.97327960678615+271.7986542259307j)
79,1.6176000672721156,(288.74929130178896+707.3572818726877j)
80,1.63807601749075,(131.62902041659675+116.58897548393128j)
81,1.6585519677093845,(202.17294429741875-927.6774300811197j)
82,1.679027917928019,(187.82007414112337+299.4954063451056j)
83,1.6995038681466534,(-114.14326432735149+81.39911436114099j)
84,1.7199798183652877,(-135.0121179786399-573.3961535827436j)
85,1.740455768583922,(-121.39810185435354+614.1256111130567j)
86,1.7609317188025562,(133.7243604371074+656.0547741513356j)
87,1.7814076690211906,(189.98271315028424+89.06011966801347j)
88,1.801883619239825,(-267.29083368015813+790.1251030127092j)
89,1.8223595694584596,(-91.09476015815449-258.06101805859066j)
90,1.842835519677094,(423.12374884642986-365.3773118070769j)
91,1.8633114698957283,(-90.89773900605695-64.96608415580783j)
92,1.8837874201143625,(-1346.246183837333+311.371242093512j)
93,1.904263370332997,(-287.201261427535+119.65037374180302j)
94,1.9247393205516312,(-529.3082038404457-67.57312878836633j)
95,1.9452152707702657,(-261.8750720541329+708.5891219259463j)
96,1.9656912209889001,(457.1165933127368+885.2274773405991j)
97,1.9861671712075346,(167.04098831748215+2447.201654138069j)
98,2.006643121426169,(-465.30566959474453-4905.530547483999j)
99,2.0271190716448033,(-8.762704927292447-1176.434520170933j)
100,2.047595021863438,(-28.402521809608707-483.3340792333084j)
101,2.068070972082072,(-314.47229140589576-713.7750272204291j)
102,2.0885469223007065,(76.14608793332584-233.87314377331947j)
103,2.1090228725193407,(-767.0082574921876+810.0710166817526j)
104,2.129498822737975,(276.3341275315338-985.3833738898554j)
105,2.1499747729566097,(153.65859552908842-539.8039580229488j)
106,2.170450723175244,(272.1745611410256-466.901250292075j)
107,2.1909266733938786,(44.252340534274296-327.06726040731803j)
108,2.2114026236125124,(153.28076053634973+136.5035370985352j)
109,2.231878573831147,(73.28679272235861+288.4062067747135j)
110,2.2523545240497813,(392.31553876843196+142.91909996655406j)
111,2.2728304742684156,(-30.255371949278782+394.7735847238023j)
112,2.2933064244870502,(108.71075267052584-654.5621160227887j)
113,2.3137823747056845,(15.24121092311654+410.2053679537288j)
114,2.334258324924319,(-189.11710380337686-95.69070215283912j)
115,2.3547342751429534,(262.3134810233151-762.8262213179403j)
116,2.3752102253615877,(-422.99164883902756-150.5084107777347j)
117,2.395686175580222,(129.92002703794316-749.1298079342412j)
118,2.416162125798856,(-46.694604707963194+55.40273957026029j)
119,2.436638076017491,(390.96035886185246+130.98417846468257j)
120,2.457114026236125,(167.8869803433874+108.88500067714672j)
121,2.4775899764547598,(-567.7385763259405-197.89498673214484j)
122,2.498065926673394,(266.6172584345108+465.4578259296066j)
123,2.5185418768920282,(9.03296347148681-160.3284410311583j)
124,2.5390178271106625,(332.9936812197493+180.9767827915531j)
125,2.5594937773292967,(331.50709485844845-208.93317232757914j)
126,2.5799697275479314,(576.1098652814735+875.2282345958427j)
127,2.6004456777665657,(166.8893821457053-835.7416700483416j)
128,2.6209216279852003,(-210.48760772020688+48.60040024078447j)
129,2.6413975782038346,(707.321606333759-40.71639039511811j)
130,2.661873528422469,(-412.6417613596416+441.138171047784j)
