,f (/years),component
0,0.0,(542255.1+1.0516032489249483e-11j)
1,0.020475950218634378,(-191.07760218483205+4225.208685198817j)
2,0.040951900437268755,(950.1143332073328+2822.7953672557264j)
3,0.06142785065590313,(-1952.9805196750285+3637.776764444994j)
4,0.08190380087453751,(-2894.7805181507765-62.9990105409702j)
5,0.10237975109317188,(2752.5723044196516+372.8613609922828j)
6,0.12285570131180626,(-1491.526054515204+505.4213785846138j)
7,0.14333165153044064,(1052.5277759031585+2047.5301755529692j)
8,0.16380760174907502,(-319.62206469745894+2074.1466444721777j)
9,0.18428355196770937,(561.6918648377198-2821.3201918595623j)
10,0.20475950218634376,(-792.1463837054032+527.4586080465066j)
11,0.22523545240497814,(808.5060008484002+833.1142537232508j)
12,0.24571140262361252,(-833.2486288035216-473.50885268048825j)
13,0.26618735284224687,(442.38556524214266-1765.6314942672834j)
14,0.2866633030608813,(735.4859161756169+2108.2893721263235j)
15,0.30713925327951563,(-1086.8385875374747-859.7999400877848j)
16,0.32761520349815004,(-661.5827784335438+548.8060101150048j)
17,0.3480911537167844,(823.9920248259355-424.03686575496937j)
18,0.36856710393541875,(845.4536415803531+1514.970647302442j)
19,0.3890430541540531,(-292.18556960886434+387.055608795799j)
20,0.4095190043726875,(1241.4489735168706-29.253273067790225j)
21,0.4299949545913219,(481.5850705448787-1131.8752419511884j)
22,0.4504709048099563,(-77.14507787794585-44.51751601757314j)
23,0.4709468550285906,(655.8630142026153-597.791295573953j)
24,0.49142280524722504,(1412.1479267843984-288.7008346833196j)
25,0.5118987554658595,(-168.62730768633895+2159.817579899614j)
26,0.5323747056844937,(757.4285027773083-232.99659145808943j)
27,0.5528506559031281,(557.1921552762792+74.07575185053419j)
28,0.5733266061217626,(663.3930486023708+1945.9841042621167j)
29,0.5938025563403969,(376.03482954400874+3427.9517840112167j)
30,0.6142785065590313,(182.84734585401003-59.09940510173889j)
31,0.6347544567776656,(-1153.7256593882553+617.1350401010778j)
32,0.6552304069963001,(1420.137453974851-318.8160859924182j)
