,f (/days),component
0,0.0,(576009.8999999999+1.1851852832478471e-11j)
1,5.606009642336585e-05,(-384.67119841209615+2751.976245044181j)
2,0.0001121201928467317,(-1853.905579090358+3107.0682940446127j)
3,0.00016818028927009755,(-1150.6115504575464+3364.800400391035j)
4,0.0002242403856934634,(-3447.2977156936563+1009.4887412463868j)
5,0.00028030048211682924,(-1660.1904470946147-295.12202729928134j)
6,0.0003363605785401951,(-1617.2201066141183+3160.74358090476j)
7,0.00039242067496356094,(-1685.2440555380158+1338.5377853244088j)
8,0.0004484807713869268,(-1110.8568478544385+1477.0518723064224j)
9,0.0005045408678102926,(2605.0452273195074-2314.029267638419j)
10,0.0005606009642336585,(2070.398065245392+1082.3959177108336j)
11,0.0006166610606570243,(-1584.375680127906+319.73786769426727j)
12,0.0006727211570803902,(-546.2816788720302-1408.4951593610042j)
13,0.000728781253503756,(-950.2879723910277-1691.8063459233165j)
14,0.0007848413499271219,(261.0810423289332+2297.829184866677j)
15,0.0008409014463504877,(-1356.0643033703923-1228.1261314687272j)
16,0.0008969615427738536,(-712.2608443158788+538.3085219367268j)
17,0.0009530216391972194,(-287.48003176416853-518.5448334642243j)
18,0.0010090817356205853,(2897.2158415007298+209.39101600944397j)
19,0.001065141832043951,(575.7311155735393-19.304585894293844j)
20,0.001121201928467317,(-90.28495532623828-977.7201086070094j)
21,0.001177262024890683,(865.1538052593534+239.42021212979992j)
22,0.0012333221213140487,(-569.510454265909+351.25061357370413j)
23,0.0012893822177374144,(1716.9585312454703-1507.2927502964285j)
24,0.0013454423141607804,(-107.51442186078708-537.0296000055016j)
25,0.0014015024105841463,(-167.76023243667052+1448.1979265339546j)
26,0.001457562507007512,(367.8545326590737-1120.0760545280384j)
27,0.0015136226034308778,(-573.8613283021748+18.26269112172058j)
28,0.0015696826998542438,(448.94849069656516+985.2903414162696j)
29,0.0016257427962776097,(414.53166942906813+1481.8410359314946j)
30,0.0016818028927009755,(223.00760997763575-551.8556786796322j)
31,0.0017378629891243412,(1275.458877061591+75.15915719319824j)
32,0.0017939230855477072,(1302.7965571347563+1662.2975372194185j)
33,0.0018499831819710731,(-1476.671148686626-352.88679983536036j)
34,0.0019060432783944389,(195.8026588265965+801.6103958407999j)
35,0.0019621033748178046,(-1668.0641722588612-687.4466839002534j)
36,0.0020181634712411706,(166.68545521869288-1960.1978006479624j)
37,0.0020742235676645365,(618.087916310937-1232.9210707341272j)
38,0.002130283664087902,(-370.4097537916108+852.606919133947j)
39,0.002186343760511268,(-474.5470674490232-702.551063776155j)
40,0.002242403856934634,(251.35610857071762-170.45004410438494j)
41,0.002298463953358,(-2194.285939370215-438.77524529654715j)
42,0.002354524049781366,(-3254.621663110187-556.3451712754143j)
43,0.0024105841462047314,(-2143.5485698019634-964.657451606654j)
44,0.0024666442426280973,(-1318.3054531134856-28.343481194284948j)
45,0.0025227043390514633,(-1749.3681047372554-949.903789246797j)
46,0.002578764435474829,(-2367.2770585552944-1763.3841371427425j)
47,0.0026348245318981948,(-5718.58742518467-3055.4990487761365j)
48,0.0026908846283215607,(-8804.398832886061-3883.99324179943j)
49,0.0027469447247449267,(47389.038917416576+28553.183669306796j)
50,0.0028030048211682927,(7123.329623345272+2891.673225965739j)
51,0.002859064917591658,(2605.349555057942+1065.8482109279635j)
52,0.002915125014015024,(3327.2900336086727+2807.7900021333107j)
53,0.00297118511043839,(756.403090428287+2359.87833400002j)
54,0.0030272452068617556,(866.6447198046183+216.5974367060944j)
55,0.0030833053032851216,(-304.6251348542112+819.1175261756491j)
56,0.0031393653997084875,(70.28569983585743-380.5430473796813j)
57,0.0031954254961318535,(1613.9726497670774-686.2176463779201j)
58,0.0032514855925552194,(849.5184914571814+474.18046668051466j)
59,0.003307545688978585,(1221.1094525565122+1095.4978363517066j)
60,0.003363605785401951,(499.5490069568276+116.47234403182838j)
61,0.003419665881825317,(816.8957150478469+2114.07535461005j)
62,0.0034757259782486824,(1393.5479030365454+1229.178415093453j)
63,0.0035317860746720484,(770.6798149324918+1505.8850690294853j)
64,0.0035878461710954143,(-685.0873344896594-1039.753053684032j)
65,0.0036439062675187803,(-298.6933941661217+369.04534923602375j)
66,0.0036999663639421462,(-1580.2073674822168+29.266079553194913j)
67,0.0037560264603655118,(829.2319351573815-15.67710410513746j)
68,0.0038120865567888777,(-329.52678124758097+1780.234551260786j)
69,0.0038681466532122437,(925.1116520962589-870.3553424874731j)
70,0.003924206749635609,(-275.138822361321-1300.0344832387468j)
71,0.003980266846058975,(346.912015282408+202.075065884479j)
72,0.004036326942482341,(-261.372121646583+1044.0566048864534j)
73,0.004092387038905707,(-684.5581007183638+567.98426548955j)
74,0.004148447135329073,(519.3238694936349+1598.9120184898447j)
75,0.004204507231752439,(1405.0272902589877-447.99670098550007j)
76,0.004260567328175804,(311.42753151781807+35.81958705751207j)
77,0.00431662742459917,(91.10994244971442+858.94205548015j)
78,0.004372687521022536,(1190.0928924540408+1070.1860064394123j)
79,0.004428747617445902,(1043.879282964278+796.9442833004135j)
80,0.004484807713869268,(1450.1151047436883+50.941585354012545j)
81,0.004540867810292634,(1021.7327841167046-1302.5023737155157j)
82,0.004596927906716,(-310.244783176367+510.06118170679207j)
83,0.004652988003139366,(-123.55080374713151+1248.5639000596775j)
84,0.004709048099562732,(1098.676469792806+1241.5452187069673j)
85,0.004765108195986097,(961.549517563803-803.5382891158881j)
86,0.004821168292409463,(921.5538310485307+892.6952925336603j)
