,f (/years),component
0,0.0,(398115.39999999997+7.887024366937112e-12j)
1,0.020475950218634378,(799.5789497811883+4245.179202438183j)
2,0.040951900437268755,(633.2271702918795+99.89971012328148j)
3,0.06142785065590313,(-1704.6253171822302+938.97774576173j)
4,0.08190380087453751,(-2840.72967622019-1153.817569061968j)
5,0.10237975109317188,(-2029.5687085059808-481.6112871330594j)
6,0.12285570131180626,(-219.07248893973957-224.59285493304435j)
7,0.14333165153044064,(494.7058246683199-232.44960746039027j)
8,0.16380760174907502,(756.8471269878346-502.1322537411566j)
9,0.18428355196770937,(1041.8087168176974-1893.9124081884474j)
10,0.20475950218634376,(967.0241520795832-342.6632796417159j)
11,0.22523545240497814,(606.4285687964887+728.4875323878058j)
12,0.24571140262361252,(-1308.2568033523346+824.0128272114335j)
13,0.26618735284224687,(1282.169185372834-1431.4012930298668j)
14,0.2866633030608813,(57.358175151390085+1272.177894777366j)
15,0.30713925327951563,(940.5164598808738+1874.6015516904745j)
16,0.32761520349815004,(-1475.1023992566427-540.6939596747554j)
17,0.3480911537167844,(-4.166648803497679+1542.7537512202493j)
18,0.36856710393541875,(1710.69724851411+1136.9707962474333j)
19,0.3890430541540531,(1449.1078426103084-379.91656186481697j)
20,0.4095190043726875,(-664.8990998618959-472.35223243858445j)
21,0.4299949545913219,(1033.366441212994+1013.885079598444j)
22,0.4504709048099563,(-865.2847006380799-1020.251531837518j)
23,0.4709468550285906,(-628.5172992307148-239.7947543409494j)
24,0.49142280524722504,(-12.947391805742114+1329.6347571138367j)
25,0.5118987554658595,(370.91265554083895+240.1650051002344j)
26,0.5323747056844937,(153.13982362779637+355.24498539255563j)
27,0.5528506559031281,(-694.8559717023663+219.7427771594286j)
28,0.5733266061217626,(-796.2322094124917+416.2576925705247j)
29,0.5938025563403969,(-2331.615270136988-86.18122993307713j)
30,0.6142785065590313,(407.28479887490477+277.68843168853687j)
31,0.6347544567776656,(-728.1047600559099+4.427281937465267j)
32,0.6552304069963001,(752.0204272758451+355.11658165997284j)
33,0.6757063572149344,(-1346.1987473820493+705.9822813769939j)
34,0.6961823074335688,(-66.87750532242842-567.7236200784372j)
35,0.7166582576522031,(-401.25727955430193+369.09564822749235j)
36,0.7371342078708375,(-213.19593811413128+663.5057888651077j)
37,0.757610158089472,(-404.2158175053823-1123.4431548728053j)
38,0.7780861083081062,(-1585.568381307425+33.89499319425488j)
39,0.7985620585267407,(-715.2394238263237-79.33315935080662j)
40,0.819038008745375,(-890.3923344002371+225.97568696591105j)
41,0.8395139589640095,(-1747.7144743358867-1765.8823115317841j)
42,0.8599899091826438,(-1686.1032647420925+1045.3469088600436j)
43,0.8804658594012781,(47.769262339987165+1039.2295822081473j)
44,0.9009418096199125,(-2247.488403284243+471.1913401201141j)
45,0.921417759838547,(-2529.1299198658007-111.61410245997752j)
46,0.9418937100571813,(-3469.51739643073-170.64268941010755j)
47,0.9623696602758156,(-4848.957843296355-1057.5206268790885j)
48,0.9828456104944501,(-6924.60221366678-1871.2292910603192j)
49,1.0033215607130845,(43464.52988157512+11946.967272575077j)
50,1.023797510931719,(5526.584287612766+2748.848004724076j)
51,1.0442734611503532,(3633.1475267145725+596.2491392315587j)
52,1.0647494113689875,(1730.0618493920038+939.003299604987j)
53,1.085225361587622,(1370.9445416968542-498.0809650921457j)
54,1.1057013118062562,(-148.44997955069752-429.09337592221226j)
55,1.1261772620248907,(678.3961452972331-691.3061852189412j)
56,1.1466532122435251,(-366.96986665152764-441.4386619570048j)
57,1.1671291624621596,(1294.1760118891411-86.2855955250177j)
