,f (/years),component
0,0.0,(525452.2999999999+1.2235545909788925e-11j)
1,0.020475950218634378,(1410.2892980787144+5392.011583834638j)
2,0.040951900437268755,(-888.4318994831939+2751.3850176093397j)
3,0.06142785065590313,(256.2649703939802+2041.6538117028983j)
4,0.08190380087453751,(-3810.95498077203+1499.407757319929j)
5,0.10237975109317188,(-519.5425302773681-1733.1184374621985j)
6,0.12285570131180626,(-1677.3556734832614+1594.1347223087448j)
7,0.14333165153044064,(-1591.9869516731571-1244.2199150719996j)
8,0.16380760174907502,(-2501.904728011806+1092.3458688351943j)
9,0.18428355196770937,(3385.6538787415634-2341.796250598283j)
10,0.20475950218634376,(2162.980554599758-191.93129586312122j)
11,0.22523545240497814,(-641.0317976318017+257.7288189594822j)
12,0.24571140262361252,(17.83970789459723+1141.5743248168894j)
13,0.26618735284224687,(-562.2410952193643-489.05031570194905j)
14,0.2866633030608813,(-1160.557030598866+3345.248179812826j)
15,0.30713925327951563,(-742.068367939359+1367.3080147391972j)
16,0.32761520349815004,(-228.42354375116378-61.72772935204012j)
17,0.3480911537167844,(-837.0194980829359+1719.937346069176j)
18,0.36856710393541875,(2455.5070948367525+2205.911102700362j)
19,0.3890430541540531,(419.32108952445657+9.82514571198585j)
20,0.4095190043726875,(-1616.5638691760103-1093.4950210757254j)
21,0.4299949545913219,(1788.1546891767505+72.38916787991116j)
22,0.4504709048099563,(-1191.850807465432+68.14466477864197j)
23,0.4709468550285906,(2919.8896551491634-997.7465199534678j)
24,0.49142280524722504,(-397.6966657492137+986.5940842955217j)
25,0.5118987554658595,(350.63664758118443-563.5308763646356j)
26,0.5323747056844937,(-120.08348783058707+1178.5843149458053j)
27,0.5528506559031281,(-780.4352319453792+30.146945773163964j)
28,0.5733266061217626,(617.320451840783+1213.436271503666j)
29,0.5938025563403969,(-1442.593363733798+317.9353118043872j)
30,0.6142785065590313,(565.795768939448+390.64362498485514j)
31,0.6347544567776656,(-51.7660573771726-717.4703539979803j)
32,0.6552304069963001,(972.7464242519638+3776.3029360504474j)
33,0.6757063572149344,(-2382.0038374796136-43.93904677931545j)
34,0.6961823074335688,(101.85197637889573+486.67468256427964j)
35,0.7166582576522031,(-1367.119803755631+283.06958716921457j)
36,0.7371342078708375,(638.7438188282096-894.1692414352946j)
37,0.757610158089472,(-1389.4214779678491-673.871392212056j)
38,0.7780861083081062,(425.88820655816227-239.9385801010724j)
39,0.7985620585267407,(-405.8418868930883+200.40338696026961j)
40,0.819038008745375,(-142.12516676379025-392.08777112408694j)
41,0.8395139589640095,(-3744.75151085147-3942.2511333442335j)
42,0.8599899091826438,(-2919.821060903853+34.21170249318982j)
43,0.8804658594012781,(-837.5298501952683-6.707139052733055j)
44,0.9009418096199125,(-2410.789885944541+1221.740099551558j)
45,0.921417759838547,(-3846.4769318751864+116.90526769394842j)
46,0.9418937100571813,(-3238.5774743645597-1411.696448201501j)
47,0.9623696602758156,(-6622.10127258659-3360.2777926878484j)
48,0.9828456104944501,(-12216.282821898674-5166.46719260295j)
49,1.0033215607130845,(65668.03467470274+31093.095378520968j)
50,1.023797510931719,(10665.853437861366+4094.1344496631973j)
51,1.0442734611503532,(4486.716456146221+1450.2603728494203j)
52,1.0647494113689875,(5304.631349064008+114.35469421554899j)
53,1.085225361587622,(2912.177306341665+1018.680645877261j)
54,1.1057013118062562,(2675.200478300596-1642.1963306226264j)
55,1.1261772620248907,(-748.0714941740886+667.2470342890822j)
56,1.1466532122435251,(-859.9098438875723-1041.7160782533185j)
57,1.1671291624621596,(2340.450379364189+2224.4110705368457j)
58,1.1876051126807938,(1703.04400816008-511.6125933215692j)
59,1.208081062899428,(1591.4273245666382-226.7660951021611j)
60,1.2285570131180625,(2381.289057482104+611.7002805354094j)
61,1.249032963336697,(-300.3910950868375+1888.1968807135006j)
62,1.2695089135553312,(2502.106318972521+1300.4634460978687j)
63,1.2899848637739657,(875.7064584339025+289.31429793561483j)
64,1.3104608139926002,(-512.462046285901+1576.6111707341252j)
65,1.3309367642112344,(823.861794405105+90.80525912640229j)
66,1.3514127144298689,(-704.6542131868963+1110.022268189627j)
67,1.3718886646485031,(-694.7750192286887+341.7160279107203j)
68,1.3923646148671376,(1311.8388613140335+1090.452786713551j)
69,1.412840565085772,(-1222.8067800067843+535.1746423890743j)
70,1.4333165153044063,(370.03241318877025+842.9635897169652j)
71,1.4537924655230408,(954.2121492921324-338.67887300440503j)
