station1,station2,dist,sim
001019,001019,0.0,0.0
001019,003003,621.8048905012031,4.06172655534892
001019,004032,1085.8258830999914,4.641772855548513
001019,004106,1057.1561094755532,5.513545610888593
001019,005007,1591.0824033761826,6.4559686931361195
001019,006011,1796.22017071827,8.600172000229298
001019,007045,1607.9040751555194,9.242332043198696
001019,008296,1985.0391922608733,10.492378980437952
001019,008297,2049.3024017312555,11.599814919739918
001019,009021,2240.2940276446166,11.746895625122812
001019,009518,2513.9596936285648,15.324063733473304
001019,009617,2428.013348436598,14.36754634756162
001019,009789,2224.177256365871,14.184563262826897
001019,010092,2091.627480846959,11.913512817121488
001019,010286,2151.9957557397815,12.02692798417026
001019,010916,2340.566298414264,14.38048417607686
001019,010917,2279.3659703103226,13.640422218882053
001019,011003,1946.2545464653374,13.233055789133195
001019,011052,1846.2176105316883,11.174713818434926
001019,012038,1908.59153150681,11.857308906241181
001019,013017,1206.4481392456632,8.610917121052104
001019,014015,504.43308070693547,3.3233218670547395
001019,014825,523.7619124045403,2.9321048415795623
001019,015135,997.6932584840423,5.5096791679137285
001019,015590,1301.2960709955385,8.583315378190305
001019,015666,745.8296849324072,4.985674440422539
001019,016001,2141.924041929616,11.408313547741916
001019,016098,1996.5431506508933,10.562289019847771
001019,017043,1733.0460589636846,9.229619407358896
001019,017126,2071.7949209572926,9.75088044987276
001019,018012,2108.304443267696,13.083144506005468
001019,018044,2279.896324594704,11.93456388054569
001019,018192,2440.2789496367423,14.963191422368919
001019,021133,2459.0363546047324,13.455170630290812
001019,022823,2584.2818413133978,16.824438233665123
001019,023000,2586.9567076115195,14.283710335065377
001019,023373,2564.0924496914367,15.354142767129739
001019,026021,2956.803825749986,16.27743555926257
001019,026026,2854.669171792266,16.93789281265555
001019,027045,1661.162490044784,3.0838968869659724
001019,027058,1747.6205195666225,5.026858300688088
001019,028004,1879.8305420768856,3.1057775368854896
001019,029063,1587.0796816359427,3.1587866668460127
001019,029077,1429.6631922677966,3.656524862146511
001019,030124,1855.4159098400712,3.6239040206491664
001019,030161,1884.7970714760079,4.808799303356059
001019,031011,2064.868278134515,5.80775760645551
001019,032040,2210.065556945065,6.129588194364505
001019,033119,2505.2067336544806,8.75234075174672
001019,034084,2178.876355803092,5.967348481283849
001019,036007,2211.3564945141948,6.750524892070649
001019,036031,2112.379004026214,6.414242708135128
001019,037010,1369.9811551812904,4.987732947523725
001019,038003,1692.3957507948503,6.953767057378053
001019,038026,1847.7197131731507,8.122908821943243
001019,039066,2889.9650099889063,8.00775871184074
001019,039083,2698.573193330347,7.142584456756787
001019,039128,2929.2771083016523,8.252515611977731
001019,040004,3075.563896440309,8.800035844822778
001019,040043,3118.9600192103667,11.362820084840548
001019,040842,3103.157644907937,10.17581169539177
001019,042112,2802.9553210566623,9.147536717705606
001019,043109,2733.749143052007,9.61665544920627
001019,044021,2442.9620762153995,8.843271211057017
001019,045025,2337.336839801306,9.119346554846137
001019,046012,2563.204312757606,10.878966057501538
001019,046126,2311.3567691144617,10.238070842905021
001019,048027,2732.09419728793,11.564148273259507
001019,048245,2640.6611193614885,9.91739012683713
001019,050017,3007.2647256914624,13.802748002694102
001019,052088,2810.7328478963577,10.283419393928776
001019,053115,2919.4928872792816,10.18210119165386
001019,055024,3042.9973879176287,11.751008994874631
001019,056242,3041.655052894595,12.356822954399043
001019,058012,3217.0774586769626,11.405853628219754
001019,061078,3273.582138509081,12.485950817630162
001019,061363,3148.0777943543126,12.330679289358244
001019,063005,3140.248528594083,15.964151497511901
001019,065070,2986.256533213178,12.526228079628995
001019,067105,3242.6452772476346,11.75352855790937
001019,068072,3314.483118821497,13.640472490909788
001019,068151,3343.8809187023035,15.085629531394309
001019,069018,3354.550085122073,14.798347967544306
001019,070351,3245.642667539801,16.43858074638677
001019,072150,3116.158670886819,14.299760286772113
001019,072161,3236.0913324713633,24.025911353767874
001019,074258,2987.365824515238,13.801063883633304
001019,076031,2706.174845454685,12.520620918939942
001019,078015,2866.4572062310244,14.750967899044744
001019,080023,2940.049969971771,13.761774259867252
001019,082039,3128.3311999950024,14.972766975328225
001019,084016,3459.491716032995,16.766343683702246
001019,084145,3376.2126242500253,15.85832512443267
001019,085072,3328.4656533861294,15.824256697905195
001019,085096,3371.8430421648454,18.620339974555794
001019,087031,3170.1642179067762,16.293090397426983
001019,090015,3192.336737230572,18.296336790226785
001019,091293,3556.1124207512175,18.493746810678726
001019,091311,3621.2916526323265,17.677960397565283
001019,092045,3635.501134353275,17.34727236649279
001019,094029,3743.497816183866,17.88823209174288
001019,094198,3787.087198493566,19.23438845946477
001019,094220,3739.254267541669,17.935579176561987
001019,096003,3636.8250802710536,22.550959151942777
003003,001019,621.8048905012031,4.06172655534892
003003,003003,0.0,0.0
003003,004032,464.69562557341584,3.786519770056576
003003,004106,443.44528326320483,5.750327405171097
003003,005007,974.4591650594102,4.876880558228089
003003,006011,1174.777604896357,6.039007526965162
003003,007045,1035.8280309096606,7.06599999895377
003003,008296,1401.8445193922444,8.13450320109219
003003,008297,1481.9493105773022,9.08260193874293
003003,009021,1676.7234731661836,9.218841946489006
003003,009518,1957.4881509105257,12.773530121469133
003003,009617,1879.8882287168046,11.761740821331976
003003,009789,1766.3826750728542,11.624307702332187
003003,010092,1556.0445118279774,9.334172532348544
003003,010286,1601.917416282131,9.49751134899821
003003,010916,1809.652990660018,11.717881670689426
003003,010917,1729.3797408252458,11.021023556444193
003003,011003,1666.6142716957825,11.05946488725054
003003,011052,1551.8340788712076,9.042388203773424
003003,012038,1429.6126464946242,9.470857046909876
003003,013017,1006.9803646538776,7.121508165138573
003003,014015,1113.279672731726,3.0425345360388962
003003,014825,948.2358011200569,4.80879007574083
003003,015135,1271.4599008222137,5.226541899081399
003003,015590,1373.4491716446198,7.349202518986171
003003,015666,854.3942625566092,5.476468733462387
003003,016001,2076.2855509952815,9.40991750719377
003003,016098,1888.125149552657,8.560110650130436
003003,017043,1722.947878395331,7.816457802238396
003003,017126,2067.2250932465113,7.972585870512302
