station1,station2,dist,sim
001019,001019,0.0,0.0
001019,003003,621.8048905012031,3.4751964682091594
001019,004032,1085.8258830999914,3.8827446642978862
001019,004106,1057.1561094755532,4.054164798956533
001019,005007,1591.0824033761826,5.395763583186075
001019,006011,1796.22017071827,5.256816218203869
001019,007045,1607.9040751555194,6.269764075235943
001019,008296,1985.0391922608733,8.79968092768881
001019,008297,2049.3024017312555,9.97848953176708
001019,009021,2240.2940276446166,9.557195109340427
001019,009518,2513.9596936285648,7.315371614647019
001019,009617,2428.013348436598,12.863404639398395
001019,009789,2224.177256365871,9.435021432111093
001019,010092,2091.627480846959,9.775849273205468
001019,010286,2151.9957557397815,11.106272641812273
001019,010916,2340.566298414264,11.894180992861845
001019,010917,2279.3659703103226,13.03370618971333
001019,011003,1946.2545464653374,9.004132377658685
001019,011052,1846.2176105316883,10.829230788447768
001019,012038,1908.59153150681,9.212953347740463
001019,013017,1206.4481392456632,6.260242577533529
001019,014015,504.43308070693547,4.630254375919024
001019,014825,523.7619124045403,2.932850256190666
001019,015135,997.6932584840423,3.4040213140174953
001019,015590,1301.2960709955385,9.114200237969792
001019,015666,745.8296849324072,5.436313120715491
001019,016001,2141.924041929616,8.58752843375902
001019,016098,1996.5431506508933,10.061152729382151
001019,017043,1733.0460589636846,7.367196935885731
001019,017126,2071.7949209572926,8.024550106021803
001019,018012,2108.304443267696,10.937991661820366
001019,018044,2279.896324594704,11.849372933339447
001019,018192,2440.2789496367423,9.80645148179531
001019,021133,2459.0363546047324,12.24754375578913
001019,022823,2584.2818413133978,9.868134119861
001019,023000,2586.9567076115195,9.256941795798042
001019,023373,2564.0924496914367,12.250874060914754
001019,026021,2956.803825749986,12.872119315402596
001019,026026,2854.669171792266,10.08583463847383
001019,027045,1661.162490044784,4.213740022992288
001019,027058,1747.6205195666225,5.994050816154337
001019,028004,1879.8305420768856,4.110065074846167
001019,029063,1587.0796816359427,3.539475888878379
001019,029077,1429.6631922677966,3.1205549313708403
001019,030124,1855.4159098400712,4.479677397777353
001019,030161,1884.7970714760079,5.524106875699222
001019,031011,2064.868278134515,3.8695402788712365
001019,032040,2210.065556945065,3.371563602939997
001019,033119,2505.2067336544806,3.6780314815425967
001019,034084,2178.876355803092,4.848097094025892
001019,036007,2211.3564945141948,5.014779504686284
001019,036031,2112.379004026214,6.322256528565916
001019,037010,1369.9811551812904,5.022165905130104
001019,038003,1692.3957507948503,5.023244418314318
001019,038026,1847.7197131731507,6.2802633094498725
001019,039066,2889.9650099889063,7.227530707283884
001019,039083,2698.573193330347,5.1598511691655835
001019,039128,2929.2771083016523,5.7111952887478195
001019,040004,3075.563896440309,8.885234472781264
001019,040043,3118.9600192103667,4.015933611093402
001019,040842,3103.157644907937,5.97627212816225
001019,042112,2802.9553210566623,8.901949354543786
001019,043109,2733.749143052007,8.506468997957322
001019,044021,2442.9620762153995,8.48661186706663
001019,045025,2337.336839801306,6.357262129802191
001019,046012,2563.204312757606,10.008879428243228
001019,046126,2311.3567691144617,7.478803218238068
001019,048027,2732.09419728793,8.79284623859817
001019,048245,2640.6611193614885,8.709069804303702
001019,050017,3007.2647256914624,11.896465882116761
001019,052088,2810.7328478963577,10.454634075453608
001019,053115,2919.4928872792816,9.066272686242279
001019,055024,3042.9973879176287,8.83924788906466
001019,056242,3041.655052894595,13.397887821801822
001019,058012,3217.0774586769626,5.754666100502156
001019,061078,3273.582138509081,9.048677670990406
001019,061363,3148.0777943543126,11.49135360624753
001019,063005,3140.248528594083,14.526056646557052
001019,065070,2986.256533213178,11.189051189275604
001019,067105,3242.6452772476346,10.350171636430556
001019,068072,3314.483118821497,9.658355251338433
001019,068151,3343.8809187023035,7.216004605457063
001019,069018,3354.550085122073,9.404919585203785
001019,070351,3245.642667539801,14.922130531681306
001019,072150,3116.158670886819,12.518928803644075
001019,072161,3236.0913324713633,16.143393661056766
001019,074258,2987.365824515238,11.972001616581231
001019,076031,2706.174845454685,10.96297760575006
001019,078015,2866.4572062310244,12.727594211728288
001019,080023,2940.049969971771,11.67015810782147
001019,082039,3128.3311999950024,14.335131015819359
001019,084016,3459.491716032995,8.874231488382812
001019,084145,3376.2126242500253,11.305027269452076
001019,085072,3328.4656533861294,12.814233910348063
001019,085096,3371.8430421648454,9.18427508428104
001019,087031,3170.1642179067762,11.776411517369196
001019,090015,3192.336737230572,10.171677564561246
001019,091293,3556.1124207512175,10.77556085334492
001019,091311,3621.2916526323265,15.030112777311391
001019,092045,3635.501134353275,10.655571073531764
001019,094029,3743.497816183866,12.023976024847125
001019,094198,3787.087198493566,12.168128830644
001019,094220,3739.254267541669,15.479597902192186
001019,096003,3636.8250802710536,17.47217149598386
003003,001019,621.8048905012031,3.4751964682091594
003003,003003,0.0,0.0
003003,004032,464.69562557341584,3.682090159645399
003003,004106,443.44528326320483,3.8170674860931193
003003,005007,974.4591650594102,6.1082202748493435
003003,006011,1174.777604896357,6.2339015057002936
003003,007045,1035.8280309096606,7.155461538364336
003003,008296,1401.8445193922444,10.114406508417005
003003,008297,1481.9493105773022,11.286034772508842
003003,009021,1676.7234731661836,11.142661974841342
003003,009518,1957.4881509105257,8.751445056236403
003003,009617,1879.8882287168046,14.487049863669153
003003,009789,1766.3826750728542,11.010904083140453
003003,010092,1556.0445118279774,11.247192911430478
003003,010286,1601.917416282131,12.483354359638222
003003,010916,1809.652990660018,13.55934504445301
003003,010917,1729.3797408252458,14.560626934371411
003003,011003,1666.6142716957825,10.501685685839806
003003,011052,1551.8340788712076,12.285440658238741
003003,012038,1429.6126464946242,10.66682033886515
003003,013017,1006.9803646538776,6.9909057769025855
003003,014015,1113.279672731726,4.009776726053863
003003,014825,948.2358011200569,3.9295979872826323
003003,015135,1271.4599008222137,3.8012244882359902
003003,015590,1373.4491716446198,10.421395292095655
003003,015666,854.3942625566092,6.396503922084494
003003,016001,2076.2855509952815,9.913047241038798
003003,016098,1888.125149552657,11.521132152942409
003003,017043,1722.947878395331,8.432081425008937
003003,017126,2067.2250932465113,9.352771593838883
003003,018012,1951.4830103849838,12.40219772170708
003003,018044,2148.9496033065075,13.406248409541654
003003,018192,2292.2697266421137,11.300673783311833
003003,021133,2370.9038963948033,13.724540867937142
003003,022823,2432.936932033164,11.247081955364946
003003,023000,2485.3767675419995,10.709580562164872
003003,023373,2477.7419903452574,13.703570232366529
003003,026021,2846.363514677888,14.532102041483396
003003,026026,2737.21885417255,11.608823386761312
003003,027045,2189.440268204991,4.214272572682699
003003,027058,2308.79865344275,5.337744496680174
003003,028004,2331.469116979112,5.363221863961597
003003,029063,1993.5806368458316,3.358491673600185
003003,029077,1830.5983532655591,3.80081897620651
003003,030124,2249.4988761832965,5.752344107565045
003003,030161,2210.7688109203173,7.076397875527742
003003,031011,2495.697215696545,4.2114604439452235
003003,032040,2587.1904432743663,3.889690994996271
003003,033119,2845.993889126449,4.709739927836612
003003,034084,2535.6403770151683,6.46698941985692
003003,036007,2473.5168521139944,6.02354653901014
003003,036031,2369.7326804230015,7.656489370181876
003003,037010,1684.5628029569984,6.210138413509638
003003,038003,1920.412120202885,6.161657354503982
003003,038026,1971.4391563043337,7.159481020636097
003003,039066,3143.509416428098,8.820787306406357
003003,039083,2994.4973469029264,6.523695959424436
003003,039128,3201.3426458832923,7.2642563270321485
003003,040004,3293.750612316454,10.377728607433237
003003,040043,3353.2560016406105,5.037937660052625
