,date,minimum temperature (degC),site number,site name
411,1963-02-15,4.4,,
412,1963-02-16,2.3,,
413,1963-02-17,4.0,,
414,1963-02-18,9.1,,
415,1963-02-19,7.6,,
416,1963-02-20,2.9,,
417,1963-02-21,10.6,,
418,1963-02-22,15.1,,
419,1963-02-23,12.3,,
420,1963-02-24,13.4,,
421,1963-02-25,8.2,,
422,1963-02-26,13.4,,
423,1963-02-27,13.4,,
424,1963-02-28,15.1,,
425,1963-03-01,17.0,,
426,1963-03-02,11.9,,
427,1963-03-03,7.8,,
428,1963-03-04,9.8,,
429,1963-03-05,14.0,,
430,1963-03-06,12.3,,
431,1963-03-07,1.3,,
432,1963-03-08,1.3,,
433,1963-03-09,6.7,,
434,1963-03-10,9.1,,
435,1963-03-11,7.3,,
436,1963-03-12,7.0,,
437,1963-03-13,9.1,,
438,1963-03-14,12.3,,
439,1963-03-15,8.6,,
440,1963-03-16,8.2,,
441,1963-03-17,12.3,,
442,1963-03-18,11.2,,
443,1963-03-19,9.1,,
444,1963-03-20,5.3,,
445,1963-03-21,7.3,,
446,1963-03-22,6.1,,
447,1963-03-23,12.3,,
448,1963-03-24,11.9,,
449,1963-03-25,10.8,,
450,1963-03-26,7.0,,
451,1963-03-27,1.3,,
452,1963-03-28,7.0,,
453,1963-03-29,8.6,,
454,1963-03-30,9.1,,
455,1963-03-31,-0.5,,
456,1963-04-01,3.3,,
457,1963-04-02,3.8,,
458,1963-04-03,5.7,,
459,1963-04-04,4.4,,
460,1963-04-05,3.3,,
461,1963-04-06,4.8,,
462,1963-04-07,6.9,,
463,1963-04-08,9.1,,
464,1963-04-09,6.4,,
465,1963-04-10,5.7,,
466,1963-04-11,4.1,,
467,1963-04-12,5.3,,
468,1963-04-13,5.5,,
469,1963-04-14,-1.9,,
470,1963-04-15,-0.3,,
471,1963-04-16,2.9,,
472,1963-04-17,3.3,,
473,1963-04-18,4.8,,
474,1963-04-19,4.8,,
475,1963-04-20,6.9,,
476,1963-04-21,3.8,,
477,1963-04-22,-0.8,,
478,1963-04-23,4.8,,
479,1963-04-24,4.8,,
480,1963-04-25,4.8,,
481,1963-04-26,5.3,,
482,1963-04-27,8.6,,
483,1963-04-28,5.5,,
484,1963-04-29,5.3,,
485,1963-04-30,5.3,,
486,1963-05-01,5.3,,
487,1963-05-02,2.0,,
488,1963-05-03,2.0,,
489,1963-05-04,3.0,,
490,1963-05-05,1.3,,
491,1963-05-06,3.0,,
492,1963-05-07,5.3,,
493,1963-05-08,6.2,,
494,1963-05-09,6.2,,
495,1963-05-10,7.9,,
496,1963-05-11,7.9,,
497,1963-05-12,7.9,,
498,1963-05-13,5.4,,
499,1963-05-14,6.9,,
500,1963-05-15,8.5,,
501,1963-05-16,8.5,,
502,1963-05-17,7.4,,
503,1963-05-18,5.4,,
504,1963-05-19,3.2,,
505,1963-05-20,2.0,,
506,1963-05-21,2.0,,
507,1963-05-22,-0.9,,
508,1963-05-23,-3.9,,
509,1963-05-24,-1.7,,
510,1963-05-25,1.3,,
511,1963-05-26,0.5,,
512,1963-05-27,0.5,,
513,1963-05-28,0.5,,
514,1963-05-29,-0.9,,
515,1963-05-30,1.3,,
516,1963-05-31,3.8,,
517,1963-06-01,0.4,,
518,1963-06-02,2.9,,
519,1963-06-03,2.9,,
520,1963-06-04,2.5,,
521,1963-06-05,2.5,,
522,1963-06-06,1.1,,
523,1963-06-07,1.1,,
524,1963-06-08,1.7,,
525,1963-06-09,0.4,,
526,1963-06-10,1.7,,
527,1963-06-11,1.7,,
528,1963-06-12,0.4,,
529,1963-06-13,0.4,,
530,1963-06-14,1.7,,
531,1963-06-15,1.7,,
532,1963-06-16,2.5,,
533,1963-06-17,-2.4,,
534,1963-06-18,-2.8,,
535,1963-06-19,-2.8,,
536,1963-06-20,-3.7,,
537,1963-06-21,-6.9,,
538,1963-06-22,-3.7,,
539,1963-06-23,-4.7,,
540,1963-06-24,-1.8,,
541,1963-06-25,0.4,,
542,1963-06-26,-0.4,,
543,1963-06-27,-0.1,,
544,1963-06-28,0.7,,
545,1963-06-29,0.7,,
546,1963-06-30,1.1,,
547,1963-07-01,0.4,,
548,1963-07-02,-2.1,,
549,1963-07-03,-5.5,,
550,1963-07-04,-0.7,,
551,1963-07-05,0.4,,
552,1963-07-06,0.8,,
553,1963-07-07,-0.2,,
554,1963-07-08,-0.2,,
555,1963-07-09,-3.1,,
556,1963-07-10,-1.3,,
557,1963-07-11,-4.0,,
558,1963-07-12,-1.3,,
559,1963-07-13,-2.8,,
560,1963-07-14,-3.2,,
561,1963-07-15,-1.3,,
562,1963-07-16,-2.1,,
563,1963-07-17,-2.8,,
564,1963-07-18,-2.1,,
565,1963-07-19,-1.1,,
566,1963-07-20,-0.2,,
567,1963-07-21,-0.2,,
568,1963-07-22,-2.8,,
569,1963-07-23,-1.3,,
570,1963-07-24,-3.2,,
571,1963-07-25,-1.1,,
572,1963-07-26,0.4,,
573,1963-07-27,0.8,,
574,1963-07-28,-0.2,,
575,1963-07-29,-1.7,,
576,1963-07-30,-2.2,,
577,1963-07-31,-2.1,,
578,1963-08-01,-1.9,,
579,1963-08-02,-0.6,,
580,1963-08-03,-1.7,,
581,1963-08-04,0.3,,
582,1963-08-05,-0.1,,
583,1963-08-06,-6.0,,
584,1963-08-07,-5.4,,
585,1963-08-08,-4.9,,
586,1963-08-09,-2.9,,
587,1963-08-10,3.0,,
588,1963-08-11,1.7,,
589,1963-08-12,0.3,,
590,1963-08-13,1.7,,
591,1963-08-14,1.7,,
592,1963-08-15,1.3,,
593,1963-08-16,-3.8,,
594,1963-08-17,-1.3,,
595,1963-08-18,-1.3,,
596,1963-08-19,0.9,,
597,1963-08-20,3.7,,
598,1963-08-21,5.4,,
599,1963-08-22,4.7,,
600,1963-08-23,0.3,,
601,1963-08-24,1.7,,
602,1963-08-25,3.0,,
603,1963-08-26,0.0,,
604,1963-08-27,-0.5,,
605,1963-08-28,-1.3,,
606,1963-08-29,0.9,,
607,1963-08-30,0.0,,
608,1963-08-31,-1.9,,
609,1963-09-01,-2.9,,
610,1963-09-02,-1.9,,
611,1963-09-03,0.8,,
612,1963-09-04,3.2,,
613,1963-09-05,-1.9,,
614,1963-09-06,-4.5,,
615,1963-09-07,-1.0,,
616,1963-09-08,-1.6,,
617,1963-09-09,-1.7,,
618,1963-09-10,0.8,,
619,1963-09-11,3.2,,
620,1963-09-12,-0.6,,
621,1963-09-13,-4.5,,
622,1963-09-14,-0.1,,
623,1963-09-15,3.2,,
624,1963-09-16,1.7,,
625,1963-09-17,-1.0,,
626,1963-09-18,-0.6,,
627,1963-09-19,5.6,,
628,1963-09-20,-0.6,,
629,1963-09-21,2.9,,
630,1963-09-22,7.4,,
631,1963-09-23,2.9,,
632,1963-09-24,-0.6,,
633,1963-09-25,-1.9,,
634,1963-09-26,1.3,,
635,1963-09-27,4.9,,
636,1963-09-28,3.4,,
637,1963-09-29,3.8,,
638,1963-09-30,-0.1,,
639,1963-10-01,-0.1,,
640,1963-10-02,4.1,,
641,1963-10-03,0.8,,
642,1963-10-04,1.7,,
643,1963-10-05,4.1,,
644,1963-10-06,4.1,,
645,1963-10-07,4.1,,
646,1963-10-08,5.6,,
647,1963-10-09,6.5,,
648,1963-10-10,6.0,,
649,1963-10-11,7.2,,
650,1963-10-12,7.2,,
651,1963-10-13,-1.1,,
652,1963-10-14,-1.6,,
653,1963-10-15,0.8,,
654,1963-10-16,1.7,,
655,1963-10-17,4.1,,
656,1963-10-18,5.6,,
657,1963-10-19,7.9,,
658,1963-10-20,10.7,,
659,1963-10-21,11.8,,
660,1963-10-22,12.4,,
661,1963-10-23,10.7,,
662,1963-10-24,10.8,,
663,1963-10-25,10.7,,
664,1963-10-26,9.8,,
665,1963-10-27,10.7,,
666,1963-10-28,8.5,,
667,1963-10-29,4.1,,
668,1963-10-30,7.2,,
669,1963-10-31,6.5,,
670,1963-11-01,3.8,,
671,1963-11-02,5.2,,
672,1963-11-03,5.2,,
673,1963-11-04,2.1,,
674,1963-11-05,-1.3,,
675,1963-11-06,3.1,,
676,1963-11-07,3.2,,
677,1963-11-08,0.8,,
678,1963-11-09,0.8,,
679,1963-11-10,3.6,,
680,1963-11-11,5.2,,
681,1963-11-12,8.1,,
682,1963-11-13,10.3,,
683,1963-11-14,4.8,,
684,1963-11-15,3.2,,
685,1963-11-16,3.1,,
686,1963-11-17,-1.1,,
687,1963-11-18,4.8,,
688,1963-11-19,9.2,,
689,1963-11-20,9.8,,
690,1963-11-21,9.2,,
691,1963-11-22,12.7,,
692,1963-11-23,11.1,,
693,1963-11-24,5.5,,
694,1963-11-25,7.5,,
695,1963-11-26,4.2,,
696,1963-11-27,4.2,,
697,1963-11-28,10.3,,
698,1963-11-29,4.2,,
699,1963-11-30,2.6,,
700,1963-12-01,4.8,,
701,1963-12-02,6.6,,
702,1963-12-03,8.2,,
703,1963-12-04,11.1,,
704,1963-12-05,14.3,,
705,1963-12-06,10.5,,
706,1963-12-07,7.0,,
707,1963-12-08,4.1,,
708,1963-12-09,4.1,,
709,1963-12-10,8.2,,
710,1963-12-11,6.8,,
711,1963-12-12,7.1,,
712,1963-12-13,5.2,,
713,1963-12-14,6.8,,
714,1963-12-15,9.8,,
715,1963-12-16,12.1,,
716,1963-12-17,5.8,,
717,1963-12-18,4.1,,
718,1963-12-19,6.8,,
719,1963-12-20,10.4,,
720,1963-12-21,14.3,,
721,1963-12-22,17.2,,
722,1963-12-23,16.1,,
723,1963-12-24,11.6,,
724,1963-12-25,16.1,,
725,1963-12-26,9.8,,
726,1963-12-27,12.8,,
727,1963-12-28,15.5,,
728,1963-12-29,14.3,,
729,1963-12-30,8.6,,
730,1963-12-31,5.8,,
731,1964-01-01,4.8,,
732,1964-01-02,5.5,,
733,1964-01-03,9.7,,
734,1964-01-04,10.0,,
735,1964-01-05,10.0,,
736,1964-01-06,16.4,,
737,1964-01-07,20.7,,
738,1964-01-08,12.5,,
739,1964-01-09,10.1,,
740,1964-01-10,3.9,,
741,1964-01-11,3.1,,
742,1964-01-12,10.0,,
743,1964-01-13,8.1,,
744,1964-01-14,5.2,,
745,1964-01-15,-0.4,,
746,1964-01-16,1.3,,
747,1964-01-17,7.7,,
748,1964-01-18,6.5,,
749,1964-01-19,6.6,,
750,1964-01-20,5.3,,
751,1964-01-21,5.0,,
752,1964-01-22,9.2,,
753,1964-01-23,13.4,,
754,1964-01-24,12.3,,
755,1964-01-25,10.0,,
756,1964-01-26,4.6,,
757,1964-01-27,4.6,,
758,1964-01-28,9.7,,
759,1964-01-29,12.8,,
760,1964-01-30,14.1,,
761,1964-01-31,14.7,,
762,1964-02-01,17.3,,
763,1964-02-02,13.3,,
764,1964-02-03,14.6,,
765,1964-02-04,14.5,,
766,1964-02-05,16.1,,
767,1964-02-06,14.3,,
768,1964-02-07,13.3,,
769,1964-02-08,7.7,,
770,1964-02-09,5.6,,
771,1964-02-10,4.0,,
772,1964-02-11,1.7,,
773,1964-02-12,5.9,,
774,1964-02-13,5.9,,
775,1964-02-14,10.6,,
776,1964-02-15,16.8,,
777,1964-02-16,5.6,,
778,1964-02-17,4.4,,
779,1964-02-18,5.6,,
780,1964-02-19,8.5,,
781,1964-02-20,8.5,,
782,1964-02-21,8.5,,
783,1964-02-22,10.6,,
784,1964-02-23,0.7,,
785,1964-02-24,-0.1,,
786,1964-02-25,2.4,,
787,1964-02-26,2.4,,
788,1964-02-27,3.7,,
789,1964-02-28,8.2,,
790,1964-02-29,12.5,,
791,1964-03-01,10.8,,
792,1964-03-02,1.7,,
793,1964-03-03,2.7,,
794,1964-03-04,8.0,,
795,1964-03-05,11.9,,
796,1964-03-06,10.1,,
797,1964-03-07,3.1,,
798,1964-03-08,4.0,,
799,1964-03-09,6.7,,
800,1964-03-10,3.2,,
801,1964-03-11,3.5,,
802,1964-03-12,9.1,,
803,1964-03-13,8.0,,
804,1964-03-14,8.4,,
805,1964-03-15,6.9,,
806,1964-03-16,12.6,,
807,1964-03-17,14.7,,
808,1964-03-18,14.1,,
809,1964-03-19,16.5,,
810,1964-03-20,12.7,,
811,1964-03-21,7.2,,
812,1964-03-22,7.3,,
813,1964-03-23,14.9,,
814,1964-03-24,-0.5,,
815,1964-03-25,4.4,,
816,1964-03-26,4.4,,
817,1964-03-27,7.4,,
818,1964-03-28,8.4,,
819,1964-03-29,8.9,,
820,1964-03-30,12.0,,
821,1964-03-31,7.7,,
822,1964-04-01,8.6,,
823,1964-04-02,8.6,,
824,1964-04-03,11.3,,
825,1964-04-04,7.3,,
826,1964-04-05,8.3,,
827,1964-04-06,9.1,,
828,1964-04-07,11.3,,
829,1964-04-08,9.3,,
830,1964-04-09,1.8,,
831,1964-04-10,-0.3,,
832,1964-04-11,3.6,,
833,1964-04-12,4.9,,
834,1964-04-13,6.4,,
835,1964-04-14,8.7,,
836,1964-04-15,8.7,,
837,1964-04-16,5.4,,
838,1964-04-17,6.7,,
839,1964-04-18,6.6,,
840,1964-04-19,6.9,,
841,1964-04-20,5.4,,
842,1964-04-21,9.6,,
843,1964-04-22,8.9,,
844,1964-04-23,5.3,,
845,1964-04-24,8.2,,
846,1964-04-25,4.1,,
847,1964-04-26,3.2,,
848,1964-04-27,2.9,,
849,1964-04-28,2.8,,
850,1964-04-29,1.4,,
851,1964-04-30,3.0,,
852,1964-05-01,2.5,,
853,1964-05-02,4.6,,
854,1964-05-03,5.2,,
855,1964-05-04,3.2,,
856,1964-05-05,1.3,,
857,1964-05-06,2.0,,
858,1964-05-07,2.5,,
859,1964-05-08,2.3,,
860,1964-05-09,3.1,,
861,1964-05-10,4.8,,
862,1964-05-11,2.0,,
863,1964-05-12,-2.2,,
864,1964-05-13,1.9,,
865,1964-05-14,1.9,,
866,1964-05-15,-2.9,,
867,1964-05-16,-1.0,,
868,1964-05-17,2.1,,
869,1964-05-18,3.8,,
870,1964-05-19,4.9,,
871,1964-05-20,4.9,,
872,1964-05-21,1.5,,
873,1964-05-22,3.6,,
874,1964-05-23,0.6,,
875,1964-05-24,-0.9,,
876,1964-05-25,-1.3,,
877,1964-05-26,-1.1,,
878,1964-05-27,-1.1,,
879,1964-05-28,-1.1,,
880,1964-05-29,-1.2,,
881,1964-05-30,0.5,,
882,1964-05-31,0.5,,
883,1964-06-01,-0.3,,
884,1964-06-02,-4.3,,
885,1964-06-03,-3.5,,
886,1964-06-04,-1.9,,
887,1964-06-05,-1.8,,
888,1964-06-06,-1.8,,
889,1964-06-07,0.3,,
890,1964-06-08,0.6,,
891,1964-06-09,0.4,,
892,1964-06-10,-1.5,,
893,1964-06-11,0.6,,
894,1964-06-12,0.4,,
895,1964-06-13,-1.0,,
896,1964-06-14,1.7,,
897,1964-06-15,-1.5,,
898,1964-06-16,0.7,,
899,1964-06-17,0.3,,
900,1964-06-18,2.1,,
901,1964-06-19,2.1,,
902,1964-06-20,0.7,,
903,1964-06-21,-1.8,,
904,1964-06-22,-1.8,,
905,1964-06-23,0.7,,
906,1964-06-24,0.7,,
907,1964-06-25,0.9,,
908,1964-06-26,0.9,,
909,1964-06-27,0.7,,
910,1964-06-28,1.1,,
911,1964-06-29,-0.1,,
912,1964-06-30,-0.3,,
913,1964-07-01,0.4,,
914,1964-07-02,0.2,,
915,1964-07-03,-0.1,,
