,date,minimum temperature (degC),site number,site name
65,1946-03-07,19.1,,
66,1946-03-08,17.2,,
67,1946-03-09,18.0,,
68,1946-03-10,20.1,,
69,1946-03-11,8.0,,
70,1946-03-12,10.8,,
71,1946-03-13,14.5,,
72,1946-03-14,16.7,,
73,1946-03-15,18.5,,
74,1946-03-16,20.7,,
75,1946-03-17,16.0,,
76,1946-03-18,11.3,,
77,1946-03-19,14.5,,
78,1946-03-20,16.7,,
79,1946-03-21,18.5,,
80,1946-03-22,17.9,,
81,1946-03-23,19.1,,
82,1946-03-24,18.5,,
83,1946-03-25,15.1,,
84,1946-03-26,15.1,,
85,1946-03-27,16.7,,
86,1946-03-28,16.7,,
87,1946-03-29,17.2,,
88,1946-03-30,18.0,,
89,1946-03-31,16.0,,
90,1946-04-01,17.7,,
91,1946-04-02,17.4,,
92,1946-04-03,17.7,,
93,1946-04-04,18.3,,
94,1946-04-05,18.3,,
95,1946-04-06,11.4,,
96,1946-04-07,14.9,,
97,1946-04-08,14.2,,
98,1946-04-09,5.3,,
99,1946-04-10,6.9,,
100,1946-04-11,10.8,,
101,1946-04-12,11.9,,
102,1946-04-13,14.9,,
103,1946-04-14,7.5,,
104,1946-04-15,12.9,,
105,1946-04-16,12.7,,
106,1946-04-17,16.1,,
107,1946-04-18,14.9,,
108,1946-04-19,15.6,,
109,1946-04-20,14.2,,
110,1946-04-21,12.7,,
111,1946-04-22,11.9,,
112,1946-04-23,14.9,,
113,1946-04-24,12.7,,
114,1946-04-25,15.6,,
115,1946-04-26,17.4,,
116,1946-04-27,14.9,,
117,1946-04-28,14.9,,
118,1946-04-29,14.9,,
119,1946-04-30,14.2,,
120,1946-05-01,13.4,,
121,1946-05-02,14.1,,
122,1946-05-03,12.8,,
123,1946-05-04,12.0,,
124,1946-05-05,13.4,,
125,1946-05-06,15.0,,
126,1946-05-07,6.8,,
127,1946-05-08,10.8,,
128,1946-05-09,12.8,,
129,1946-05-10,15.0,,
130,1946-05-11,12.8,,
131,1946-05-12,15.8,,
132,1946-05-13,15.0,,
133,1946-05-14,9.7,,
134,1946-05-15,5.2,,
135,1946-05-16,7.4,,
136,1946-05-17,10.3,,
137,1946-05-18,7.9,,
138,1946-05-19,7.9,,
139,1946-05-20,7.4,,
140,1946-05-21,12.8,,
141,1946-05-22,9.7,,
142,1946-05-23,9.7,,
143,1946-05-24,9.0,,
144,1946-05-25,9.7,,
145,1946-05-26,10.8,,
146,1946-05-27,15.0,,
147,1946-05-28,12.8,,
148,1946-05-29,12.8,,
149,1946-05-30,14.6,,
150,1946-05-31,9.0,,
151,1946-06-01,5.9,,
152,1946-06-02,6.5,,
153,1946-06-03,6.5,,
154,1946-06-04,5.4,,
155,1946-06-05,7.0,,
156,1946-06-06,8.9,,
157,1946-06-07,8.9,,
158,1946-06-08,11.1,,
159,1946-06-09,11.7,,
160,1946-06-10,10.5,,
161,1946-06-11,6.5,,
162,1946-06-12,9.4,,
163,1946-06-13,10.5,,
164,1946-06-14,9.9,,
165,1946-06-15,7.3,,
166,1946-06-16,9.4,,
167,1946-06-17,10.5,,
168,1946-06-18,8.2,,
169,1946-06-19,5.9,,
170,1946-06-20,6.5,,
171,1946-06-21,11.1,,
172,1946-06-22,10.5,,
173,1946-06-23,9.4,,
174,1946-06-24,8.2,,
175,1946-06-25,10.5,,
176,1946-06-26,8.9,,
177,1946-06-27,10.5,,
178,1946-06-28,10.5,,
179,1946-06-29,11.7,,
180,1946-06-30,9.4,,
181,1946-07-01,10.9,,
182,1946-07-02,9.3,,
183,1946-07-03,8.9,,
184,1946-07-04,8.9,,
185,1946-07-05,9.3,,
186,1946-07-06,7.3,,
187,1946-07-07,8.9,,
188,1946-07-08,10.9,,
189,1946-07-09,11.7,,
190,1946-07-10,10.9,,
191,1946-07-11,8.3,,
192,1946-07-12,13.0,,
193,1946-07-13,10.5,,
194,1946-07-14,11.7,,
195,1946-07-15,10.9,,
196,1946-07-16,5.4,,
197,1946-07-17,8.9,,
198,1946-07-18,8.3,,
199,1946-07-19,7.9,,
200,1946-07-20,7.9,,
201,1946-07-21,5.4,,
202,1946-07-22,13.0,,
203,1946-07-23,9.9,,
204,1946-07-24,9.9,,
205,1946-07-25,9.9,,
206,1946-07-26,8.3,,
207,1946-07-27,7.3,,
208,1946-07-28,8.9,,
209,1946-07-29,9.3,,
210,1946-07-30,9.9,,
211,1946-07-31,7.3,,
212,1946-08-01,1.5,,
213,1946-08-02,7.9,,
214,1946-08-03,7.9,,
215,1946-08-04,7.9,,
216,1946-08-05,5.4,,
217,1946-08-06,13.9,,
218,1946-08-07,10.4,,
219,1946-08-08,11.0,,
220,1946-08-09,12.3,,
221,1946-08-10,9.3,,
222,1946-08-11,11.0,,
223,1946-08-12,13.9,,
224,1946-08-13,5.4,,
225,1946-08-14,9.3,,
226,1946-08-15,6.4,,
227,1946-08-16,2.0,,
228,1946-08-17,7.0,,
229,1946-08-18,8.3,,
230,1946-08-19,4.2,,
231,1946-08-20,5.4,,
232,1946-08-21,13.4,,
233,1946-08-22,8.3,,
234,1946-08-23,12.3,,
235,1946-08-24,12.3,,
236,1946-08-25,8.3,,
237,1946-08-26,5.4,,
238,1946-08-27,7.9,,
239,1946-08-28,10.4,,
240,1946-08-29,4.2,,
241,1946-08-30,6.4,,
242,1946-08-31,7.0,,
243,1946-09-01,8.7,,
244,1946-09-02,7.6,,
245,1946-09-03,8.7,,
246,1946-09-04,7.6,,
247,1946-09-05,7.6,,
248,1946-09-06,11.0,,
249,1946-09-07,4.2,,
250,1946-09-08,6.5,,
251,1946-09-09,12.0,,
252,1946-09-10,14.2,,
253,1946-09-11,17.1,,
254,1946-09-12,14.8,,
255,1946-09-13,16.5,,
256,1946-09-14,13.4,,
257,1946-09-15,8.7,,
258,1946-09-16,11.5,,
259,1946-09-17,10.6,,
260,1946-09-18,9.4,,
261,1946-09-19,10.1,,
262,1946-09-20,12.8,,
263,1946-09-21,10.6,,
264,1946-09-22,9.4,,
265,1946-09-23,4.2,,
266,1946-09-24,7.6,,
267,1946-09-25,9.4,,
268,1946-09-26,9.4,,
269,1946-09-27,7.6,,
270,1946-09-28,10.1,,
271,1946-09-29,11.0,,
272,1946-09-30,9.4,,
273,1946-10-01,7.5,,
274,1946-10-02,9.8,,
275,1946-10-03,10.9,,
276,1946-10-04,7.5,,
277,1946-10-05,12.1,,
278,1946-10-06,9.1,,
279,1946-10-07,9.8,,
280,1946-10-08,8.6,,
281,1946-10-09,13.9,,
282,1946-10-10,12.1,,
283,1946-10-11,11.6,,
284,1946-10-12,11.6,,
285,1946-10-13,18.4,,
286,1946-10-14,16.0,,
287,1946-10-15,11.6,,
288,1946-10-16,8.0,,
289,1946-10-17,9.8,,
290,1946-10-18,10.9,,
291,1946-10-19,10.9,,
292,1946-10-20,12.6,,
293,1946-10-21,13.9,,
294,1946-10-22,13.3,,
295,1946-10-23,14.4,,
296,1946-10-24,5.3,,
297,1946-10-25,6.9,,
298,1946-10-26,5.3,,
299,1946-10-27,4.7,,
300,1946-10-28,8.6,,
301,1946-10-29,12.7,,
302,1946-10-30,11.6,,
303,1946-10-31,11.6,,
304,1946-11-01,11.8,,
305,1946-11-02,15.0,,
306,1946-11-03,11.8,,
307,1946-11-04,12.5,,
308,1946-11-05,12.5,,
309,1946-11-06,11.4,,
310,1946-11-07,9.7,,
311,1946-11-08,13.2,,
312,1946-11-09,15.7,,
313,1946-11-10,14.4,,
314,1946-11-11,13.8,,
315,1946-11-12,12.5,,
316,1946-11-13,16.7,,
317,1946-11-14,14.4,,
318,1946-11-15,12.5,,
319,1946-11-16,10.8,,
320,1946-11-17,11.8,,
321,1946-11-18,12.5,,
322,1946-11-19,13.2,,
323,1946-11-20,13.8,,
324,1946-11-21,14.4,,
325,1946-11-22,11.8,,
326,1946-11-23,16.1,,
327,1946-11-24,14.4,,
328,1946-11-25,15.7,,
329,1946-11-26,15.0,,
330,1946-11-27,18.0,,
331,1946-11-28,13.2,,
332,1946-11-29,15.7,,
333,1946-11-30,17.2,,
334,1946-12-01,12.0,,
335,1946-12-02,13.3,,
336,1946-12-03,12.5,,
337,1946-12-04,14.0,,
338,1946-12-05,14.8,,
339,1946-12-06,16.6,,
340,1946-12-07,17.8,,
341,1946-12-08,10.9,,
342,1946-12-09,10.9,,
343,1946-12-10,12.0,,
344,1946-12-11,14.8,,
345,1946-12-12,15.3,,
346,1946-12-13,16.6,,
347,1946-12-14,18.2,,
348,1946-12-15,12.5,,
349,1946-12-16,13.3,,
350,1946-12-17,14.0,,
351,1946-12-18,16.6,,
352,1946-12-19,16.6,,
353,1946-12-20,17.8,,
354,1946-12-21,17.3,,
355,1946-12-22,16.0,,
356,1946-12-23,16.6,,
357,1946-12-24,18.2,,
358,1946-12-25,18.8,,
359,1946-12-26,17.8,,
360,1946-12-27,19.3,,
361,1946-12-28,20.4,,
362,1946-12-29,20.4,,
363,1946-12-30,16.0,,
364,1946-12-31,17.3,,
365,1947-01-01,18.4,,
366,1947-01-02,16.1,,
367,1947-01-03,16.1,,
368,1947-01-04,12.5,,
369,1947-01-05,16.6,,
370,1947-01-06,14.7,,
371,1947-01-07,14.1,,
372,1947-01-08,13.6,,
373,1947-01-09,16.6,,
374,1947-01-10,16.6,,
375,1947-01-11,16.6,,
376,1947-01-12,15.5,,
377,1947-01-13,12.5,,
378,1947-01-14,17.3,,
379,1947-01-15,16.6,,
380,1947-01-16,14.7,,
381,1947-01-17,16.1,,
382,1947-01-18,16.1,,
383,1947-01-19,14.7,,
384,1947-01-20,16.1,,
385,1947-01-21,17.7,,
386,1947-01-22,14.7,,
387,1947-01-23,19.4,,
388,1947-01-24,21.6,,
389,1947-01-25,17.3,,
390,1947-01-26,21.6,,
391,1947-01-27,19.9,,
392,1947-01-28,18.4,,
393,1947-01-29,21.6,,
394,1947-01-30,18.4,,
395,1947-01-31,19.4,,
396,1947-02-01,19.4,,
397,1947-02-02,18.9,,
398,1947-02-03,19.4,,
399,1947-02-04,20.7,,
400,1947-02-05,20.7,,
401,1947-02-06,21.1,,
402,1947-02-07,21.1,,
403,1947-02-08,21.1,,
404,1947-02-09,18.9,,
405,1947-02-10,18.9,,
406,1947-02-11,20.0,,
407,1947-02-12,20.0,,
408,1947-02-13,20.0,,
409,1947-02-14,18.3,,
410,1947-02-15,15.0,,
411,1947-02-16,17.8,,
412,1947-02-17,15.6,,
413,1947-02-18,18.3,,
414,1947-02-19,17.2,,
415,1947-02-20,16.1,,
416,1947-02-21,18.3,,
417,1947-02-22,20.0,,
418,1947-02-23,18.3,,
419,1947-02-24,18.3,,
420,1947-02-25,18.3,,
421,1947-02-26,17.8,,
422,1947-02-27,17.8,,
423,1947-02-28,17.2,,
424,1947-03-01,19.6,,
425,1947-03-02,15.1,,
426,1947-03-03,13.5,,
427,1947-03-04,16.7,,
428,1947-03-05,14.1,,
429,1947-03-06,16.7,,
430,1947-03-07,16.7,,
431,1947-03-08,19.6,,
432,1947-03-09,20.1,,
433,1947-03-10,21.8,,
434,1947-03-11,18.5,,
435,1947-03-12,19.6,,
436,1947-03-13,18.5,,
437,1947-03-14,16.0,,
438,1947-03-15,14.1,,
439,1947-03-16,15.6,,
440,1947-03-17,18.0,,
441,1947-03-18,18.5,,
442,1947-03-19,18.0,,
443,1947-03-20,15.6,,
444,1947-03-21,12.4,,
445,1947-03-22,10.8,,
446,1947-03-23,13.5,,
447,1947-03-24,14.1,,
448,1947-03-25,16.7,,
449,1947-03-26,16.7,,
450,1947-03-27,15.6,,
451,1947-03-28,17.2,,
452,1947-03-29,19.1,,
453,1947-03-30,19.1,,
454,1947-03-31,18.5,,
455,1947-04-01,15.6,,
456,1947-04-02,12.7,,
457,1947-04-03,13.6,,
458,1947-04-04,17.4,,
459,1947-04-05,17.7,,
460,1947-04-06,15.6,,
461,1947-04-07,12.9,,
462,1947-04-08,15.6,,
463,1947-04-09,12.9,,
464,1947-04-10,14.9,,
465,1947-04-11,17.0,,
466,1947-04-12,17.4,,
467,1947-04-13,14.2,,
468,1947-04-14,11.9,,
469,1947-04-15,12.7,,
470,1947-04-16,14.2,,
471,1947-04-17,13.6,,
472,1947-04-18,14.2,,
473,1947-04-19,14.9,,
474,1947-04-20,12.7,,
475,1947-04-21,13.6,,
476,1947-04-22,12.9,,
477,1947-04-23,12.9,,
478,1947-04-24,12.7,,
479,1947-04-25,14.9,,
480,1947-04-26,14.2,,
481,1947-04-27,12.9,,
482,1947-04-28,11.9,,
483,1947-04-29,14.9,,
484,1947-04-30,17.0,,
485,1947-05-01,13.4,,
486,1947-05-02,12.0,,
487,1947-05-03,12.8,,
488,1947-05-04,12.8,,
489,1947-05-05,15.8,,
490,1947-05-06,14.6,,
491,1947-05-07,15.4,,
492,1947-05-08,15.0,,
493,1947-05-09,11.5,,
494,1947-05-10,13.4,,
495,1947-05-11,12.0,,
496,1947-05-12,13.4,,
497,1947-05-13,13.4,,
498,1947-05-14,12.0,,
499,1947-05-15,12.8,,
500,1947-05-16,14.6,,
501,1947-05-17,15.8,,
502,1947-05-18,16.9,,
503,1947-05-19,15.4,,
504,1947-05-20,14.6,,
505,1947-05-21,15.4,,
506,1947-05-22,15.0,,
507,1947-05-23,12.0,,
508,1947-05-24,15.8,,
509,1947-05-25,14.6,,
510,1947-05-26,9.7,,
511,1947-05-27,10.8,,
512,1947-05-28,10.8,,
513,1947-05-29,9.7,,
514,1947-05-30,6.8,,
515,1947-05-31,10.3,,
516,1947-06-01,11.1,,
517,1947-06-02,12.7,,
518,1947-06-03,12.2,,
519,1947-06-04,12.2,,
520,1947-06-05,9.9,,
521,1947-06-06,9.4,,
522,1947-06-07,10.5,,
523,1947-06-08,9.4,,
524,1947-06-09,9.4,,
525,1947-06-10,8.2,,
526,1947-06-11,6.5,,
527,1947-06-12,6.5,,
528,1947-06-13,7.0,,
529,1947-06-14,7.0,,
530,1947-06-15,8.2,,
531,1947-06-16,9.4,,
532,1947-06-17,9.4,,
533,1947-06-18,7.0,,
534,1947-06-19,6.5,,
535,1947-06-20,6.5,,
536,1947-06-21,7.0,,
537,1947-06-22,9.9,,
538,1947-06-23,12.2,,
539,1947-06-24,10.5,,
540,1947-06-25,11.7,,
541,1947-06-26,9.4,,
542,1947-06-27,5.9,,
543,1947-06-28,10.5,,
544,1947-06-29,8.9,,
545,1947-06-30,8.9,,
546,1947-07-01,8.9,,
547,1947-07-02,7.9,,
548,1947-07-03,10.5,,
549,1947-07-04,11.7,,
550,1947-07-05,12.4,,
551,1947-07-06,10.5,,
552,1947-07-07,10.9,,
553,1947-07-08,8.3,,
554,1947-07-09,9.9,,
555,1947-07-10,9.9,,
556,1947-07-11,11.7,,
557,1947-07-12,8.9,,
558,1947-07-13,8.3,,
559,1947-07-14,11.7,,
560,1947-07-15,9.9,,
561,1947-07-16,9.3,,
562,1947-07-17,8.9,,
563,1947-07-18,7.9,,
564,1947-07-19,5.4,,
565,1947-07-20,4.8,,
566,1947-07-21,6.5,,
567,1947-07-22,9.3,,
568,1947-07-23,8.9,,
569,1947-07-24,8.3,,
570,1947-07-25,7.9,,
571,1947-07-26,7.3,,
572,1947-07-27,5.9,,
573,1947-07-28,8.3,,
574,1947-07-29,8.3,,
575,1947-07-30,8.9,,
576,1947-07-31,7.3,,
577,1947-08-01,5.9,,
578,1947-08-02,7.9,,
579,1947-08-03,13.4,,
580,1947-08-04,5.9,,
581,1947-08-05,11.7,,
582,1947-08-06,16.7,,
583,1947-08-07,11.0,,
584,1947-08-08,11.0,,
585,1947-08-09,12.3,,
586,1947-08-10,12.3,,
587,1947-08-11,9.8,,
588,1947-08-12,8.3,,
589,1947-08-13,9.8,,
590,1947-08-14,8.3,,
591,1947-08-15,10.4,,
592,1947-08-16,6.4,,
593,1947-08-17,9.3,,
594,1947-08-18,8.9,,
595,1947-08-19,10.4,,
596,1947-08-20,12.3,,
597,1947-08-21,9.8,,
598,1947-08-22,7.9,,
599,1947-08-23,8.3,,
600,1947-08-24,6.4,,
601,1947-08-25,7.0,,
602,1947-08-26,7.9,,
603,1947-08-27,8.3,,
604,1947-08-28,9.8,,
605,1947-08-29,8.9,,
606,1947-08-30,7.9,,
607,1947-08-31,7.0,,
608,1947-09-01,10.6,,
609,1947-09-02,8.7,,
610,1947-09-03,11.0,,
611,1947-09-04,11.0,,
612,1947-09-05,10.6,,
613,1947-09-06,9.4,,
614,1947-09-07,10.1,,
615,1947-09-08,10.1,,
616,1947-09-09,8.7,,
617,1947-09-10,5.4,,
618,1947-09-11,10.6,,
619,1947-09-12,11.5,,
620,1947-09-13,11.0,,
621,1947-09-14,16.0,,
622,1947-09-15,15.4,,
623,1947-09-16,18.2,,
624,1947-09-17,12.0,,
625,1947-09-18,11.0,,
626,1947-09-19,13.4,,
627,1947-09-20,11.0,,
628,1947-09-21,12.0,,
629,1947-09-22,9.4,,
630,1947-09-23,10.6,,
631,1947-09-24,10.6,,
632,1947-09-25,11.0,,
633,1947-09-26,8.2,,
634,1947-09-27,11.5,,
635,1947-09-28,15.4,,
636,1947-09-29,10.6,,
637,1947-09-30,10.6,,
638,1947-10-01,9.9,,
639,1947-10-02,11.6,,
640,1947-10-03,13.9,,
641,1947-10-04,12.1,,
642,1947-10-05,10.9,,
643,1947-10-06,10.4,,
644,1947-10-07,12.1,,
645,1947-10-08,10.9,,
646,1947-10-09,11.6,,
647,1947-10-10,12.6,,
648,1947-10-11,9.8,,
649,1947-10-12,10.4,,
650,1947-10-13,8.0,,
651,1947-10-14,9.8,,
652,1947-10-15,16.3,,
653,1947-10-16,12.6,,
654,1947-10-17,10.4,,
655,1947-10-18,10.9,,
656,1947-10-19,15.1,,
657,1947-10-20,17.3,,
658,1947-10-21,14.4,,
659,1947-10-22,16.3,,
660,1947-10-23,10.9,,
661,1947-10-24,7.5,,
662,1947-10-25,10.4,,
663,1947-10-26,10.9,,
664,1947-10-27,12.6,,
665,1947-10-28,13.9,,
666,1947-10-29,13.3,,
667,1947-10-30,16.3,,
668,1947-10-31,17.3,,
669,1947-11-01,15.7,,
670,1947-11-02,12.5,,
671,1947-11-03,13.8,,
672,1947-11-04,13.8,,
673,1947-11-05,12.5,,
674,1947-11-06,12.5,,
675,1947-11-07,11.8,,
676,1947-11-08,14.4,,
677,1947-11-09,17.7,,
678,1947-11-10,11.8,,
679,1947-11-11,12.5,,
680,1947-11-12,14.4,,
681,1947-11-13,12.5,,
682,1947-11-14,10.3,,
683,1947-11-15,13.2,,
684,1947-11-16,13.8,,
685,1947-11-17,13.8,,
686,1947-11-18,15.7,,
687,1947-11-19,15.7,,
688,1947-11-20,13.8,,
689,1947-11-21,16.1,,
690,1947-11-22,16.7,,
691,1947-11-23,15.0,,
692,1947-11-24,15.7,,
693,1947-11-25,13.2,,
694,1947-11-26,11.8,,
695,1947-11-27,10.3,,
696,1947-11-28,10.3,,
697,1947-11-29,12.5,,
698,1947-11-30,11.4,,
699,1947-12-01,12.0,,
700,1947-12-02,15.3,,
701,1947-12-03,16.6,,
702,1947-12-04,12.0,,
703,1947-12-05,14.0,,
704,1947-12-06,16.0,,
705,1947-12-07,15.3,,
706,1947-12-08,16.0,,
707,1947-12-09,15.3,,
708,1947-12-10,15.3,,
709,1947-12-11,16.6,,
710,1947-12-12,16.0,,
711,1947-12-13,17.8,,
712,1947-12-14,17.8,,
713,1947-12-15,14.8,,
714,1947-12-16,16.0,,
715,1947-12-17,17.3,,
716,1947-12-18,17.8,,
717,1947-12-19,17.8,,
718,1947-12-20,17.8,,
719,1947-12-21,17.8,,
720,1947-12-22,15.3,,
721,1947-12-23,17.3,,
722,1947-12-24,17.8,,
723,1947-12-25,17.3,,
724,1947-12-26,14.0,,
725,1947-12-27,14.0,,
726,1947-12-28,16.0,,
727,1947-12-29,16.0,,
728,1947-12-30,17.8,,
729,1947-12-31,20.9,,
730,1948-01-01,17.3,,
731,1948-01-02,14.7,,
732,1948-01-03,14.1,,
733,1948-01-04,13.6,,
734,1948-01-05,17.7,,
735,1948-01-06,14.1,,
736,1948-01-07,16.1,,
737,1948-01-08,15.5,,
738,1948-01-09,16.6,,
739,1948-01-10,18.4,,
740,1948-01-11,18.4,,
741,1948-01-12,12.5,,
742,1948-01-13,11.9,,
743,1948-01-14,11.9,,
744,1948-01-15,12.5,,
745,1948-01-16,11.9,,
746,1948-01-17,14.1,,
747,1948-01-18,16.1,,
748,1948-01-19,15.5,,
749,1948-01-20,17.7,,
750,1948-01-21,18.4,,
751,1948-01-22,19.4,,
752,1948-01-23,19.0,,
753,1948-01-24,19.4,,
754,1948-01-25,17.3,,
755,1948-01-26,19.4,,
756,1948-01-27,18.4,,
757,1948-01-28,18.4,,
758,1948-01-29,18.4,,
759,1948-01-30,17.3,,
760,1948-01-31,17.7,,
761,1948-02-01,17.2,,
762,1948-02-02,18.3,,
763,1948-02-03,22.3,,
764,1948-02-04,20.0,,
765,1948-02-05,19.4,,
766,1948-02-06,18.9,,
767,1948-02-07,15.6,,
768,1948-02-08,16.1,,
769,1948-02-09,16.8,,
770,1948-02-10,18.9,,
771,1948-02-11,20.0,,
772,1948-02-12,20.0,,
773,1948-02-13,20.0,,
774,1948-02-14,20.7,,
775,1948-02-15,20.0,,
776,1948-02-16,19.4,,
777,1948-02-17,18.9,,
778,1948-02-18,19.4,,
779,1948-02-19,21.1,,
780,1948-02-20,18.9,,
781,1948-02-21,17.2,,
782,1948-02-22,19.4,,
783,1948-02-23,19.4,,
784,1948-02-24,17.2,,
785,1948-02-25,16.8,,
786,1948-02-26,20.7,,
787,1948-02-27,17.2,,
788,1948-02-28,18.9,,
789,1948-02-29,18.9,,
790,1948-03-01,14.1,,
791,1948-03-02,13.0,,
792,1948-03-03,15.6,,
793,1948-03-04,18.5,,
794,1948-03-05,16.0,,
795,1948-03-06,18.0,,
796,1948-03-07,15.6,,
797,1948-03-08,16.7,,
798,1948-03-09,18.0,,
799,1948-03-10,18.0,,
800,1948-03-11,16.0,,
801,1948-03-12,15.6,,
802,1948-03-13,15.1,,
803,1948-03-14,15.1,,
804,1948-03-15,16.7,,
805,1948-03-16,16.0,,
806,1948-03-17,16.7,,
807,1948-03-18,15.1,,
808,1948-03-19,18.0,,
809,1948-03-20,15.1,,
810,1948-03-21,16.0,,
811,1948-03-22,15.6,,
812,1948-03-23,17.2,,
813,1948-03-24,19.1,,
814,1948-03-25,16.7,,
815,1948-03-26,16.0,,
816,1948-03-27,18.0,,
817,1948-03-28,11.3,,
818,1948-03-29,12.4,,
819,1948-03-30,15.6,,
820,1948-03-31,14.1,,
821,1948-04-01,17.4,,
822,1948-04-02,16.1,,
823,1948-04-03,17.7,,
824,1948-04-04,14.9,,
825,1948-04-05,12.9,,
826,1948-04-06,17.0,,
827,1948-04-07,17.4,,
828,1948-04-08,13.6,,
829,1948-04-09,17.0,,
830,1948-04-10,17.7,,
831,1948-04-11,18.3,,
832,1948-04-12,14.9,,
833,1948-04-13,13.6,,
834,1948-04-14,8.6,,
835,1948-04-15,7.5,,
836,1948-04-16,12.7,,
837,1948-04-17,12.9,,
838,1948-04-18,14.2,,
839,1948-04-19,9.7,,
840,1948-04-20,13.6,,
841,1948-04-21,14.2,,
842,1948-04-22,12.7,,
843,1948-04-23,9.7,,
844,1948-04-24,11.9,,
845,1948-04-25,14.9,,
846,1948-04-26,12.9,,
847,1948-04-27,13.6,,
848,1948-04-28,13.6,,
849,1948-04-29,14.2,,
850,1948-04-30,16.1,,
851,1948-05-01,15.0,,
852,1948-05-02,16.4,,
853,1948-05-03,15.0,,
854,1948-05-04,15.4,,
855,1948-05-05,15.8,,
856,1948-05-06,14.1,,
857,1948-05-07,14.1,,
858,1948-05-08,12.8,,
859,1948-05-09,11.5,,
860,1948-05-10,9.7,,
861,1948-05-11,12.8,,
862,1948-05-12,12.0,,
863,1948-05-13,11.5,,
864,1948-05-14,12.0,,
865,1948-05-15,13.4,,
866,1948-05-16,11.5,,
867,1948-05-17,7.9,,
868,1948-05-18,6.8,,
869,1948-05-19,10.8,,
870,1948-05-20,9.0,,
871,1948-05-21,7.4,,
872,1948-05-22,9.7,,
873,1948-05-23,11.5,,
874,1948-05-24,11.5,,
875,1948-05-25,10.3,,
876,1948-05-26,9.7,,
877,1948-05-27,9.7,,
878,1948-05-28,9.7,,
879,1948-05-29,10.8,,
880,1948-05-30,8.5,,
881,1948-05-31,10.8,,
882,1948-06-01,9.4,,
883,1948-06-02,9.4,,
884,1948-06-03,11.1,,
885,1948-06-04,11.7,,
886,1948-06-05,9.8,,
887,1948-06-06,10.5,,
888,1948-06-07,13.9,,
889,1948-06-08,14.4,,
890,1948-06-09,13.9,,
891,1948-06-10,11.1,,
892,1948-06-11,12.2,,
893,1948-06-12,11.7,,
894,1948-06-13,8.9,,
895,1948-06-14,11.7,,
896,1948-06-15,12.2,,
897,1948-06-16,11.1,,
898,1948-06-17,11.7,,
899,1948-06-18,12.2,,
900,1948-06-19,10.5,,
901,1948-06-20,12.2,,
902,1948-06-21,10.5,,
903,1948-06-22,11.1,,
904,1948-06-23,11.1,,
905,1948-06-24,8.9,,
906,1948-06-25,5.9,,
907,1948-06-26,9.4,,
908,1948-06-27,8.2,,
909,1948-06-28,9.4,,
910,1948-06-29,8.2,,
911,1948-06-30,7.3,,
912,1948-07-01,7.3,,
913,1948-07-02,10.5,,
914,1948-07-03,9.3,,
915,1948-07-04,5.4,,
916,1948-07-05,6.5,,
917,1948-07-06,7.9,,
918,1948-07-07,5.9,,
919,1948-07-08,5.4,,
920,1948-07-09,9.3,,
921,1948-07-10,8.9,,
922,1948-07-11,7.9,,
923,1948-07-12,7.9,,
924,1948-07-13,9.3,,
925,1948-07-14,6.5,,
926,1948-07-15,5.9,,
927,1948-07-16,8.3,,
928,1948-07-17,5.4,,
